,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,Anomaly,Anomaly_Score,deposit
2944,24,blue-collar,167,no,yes,cellular,feb,2,-1,unknown,0,4.6112967,yes
2136,34,technician,4,yes,no,cellular,feb,2,263,failure,0,4.268175,no
6675,28,management,171,no,no,cellular,jun,1,87,success,0,4.253801,yes
3659,54,admin.,602,no,no,cellular,mar,2,-1,unknown,0,4.327318,yes
3933,38,management,327,yes,yes,cellular,jul,5,-1,unknown,0,3.170143,yes
6239,45,admin.,149,yes,no,unknown,may,3,-1,unknown,0,2.2558255,yes
6747,39,technician,902,yes,no,cellular,feb,2,180,failure,0,4.3973484,yes
5748,36,admin.,364,no,yes,cellular,aug,1,123,failure,0,5.292417,yes
7189,26,technician,33,no,no,cellular,jul,7,-1,unknown,0,2.8589034,no
5947,35,management,2486,yes,no,cellular,may,1,-1,unknown,0,2.0778115,no
3748,29,management,54,yes,yes,unknown,may,3,-1,unknown,0,3.2758377,no
3178,38,admin.,77,no,no,cellular,nov,4,-1,unknown,0,3.0949907,no
5163,55,housemaid,127,yes,no,telephone,jul,8,-1,unknown,0,5.911914,yes
6476,40,admin.,-666,yes,no,unknown,may,2,-1,unknown,0,0.8074692,no
6587,35,admin.,321,no,no,cellular,jul,1,412,other,0,5.773051,yes
4324,47,technician,335,no,no,cellular,may,1,76,success,0,4.1354156,yes
492,50,management,0,yes,no,unknown,may,4,-1,unknown,0,1.1563832,no
4887,29,technician,544,yes,no,unknown,may,1,-1,unknown,0,0.62316585,no
1877,58,management,4152,yes,no,cellular,apr,2,164,other,0,5.006604,yes
759,49,blue-collar,361,yes,no,unknown,jun,2,-1,unknown,0,2.215267,yes
4105,35,technician,1354,no,no,cellular,jun,2,-1,unknown,0,3.6941943,yes
5861,45,management,483,no,no,cellular,feb,2,265,other,0,4.9988284,yes
4422,34,admin.,21,no,yes,cellular,jun,1,92,failure,0,5.44628,no
4025,30,services,268,no,no,unknown,jul,1,-1,unknown,0,4.0241756,no
3564,63,retired,0,no,no,cellular,may,1,181,success,0,4.5274487,yes
5003,54,retired,0,yes,no,cellular,jul,2,-1,unknown,0,4.2634325,no
3918,59,housemaid,88,yes,no,cellular,jul,5,-1,unknown,0,4.5973663,no
4078,26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,0,4.936913,yes
6498,46,admin.,-522,yes,no,cellular,mar,3,239,other,0,6.9853067,yes
4541,51,management,93,yes,yes,cellular,may,1,-1,unknown,0,3.5877213,no
46,32,services,3993,no,no,cellular,may,2,-1,unknown,0,3.1365862,yes
6543,51,unemployed,0,no,no,cellular,jul,2,-1,unknown,0,4.3308954,yes
6068,55,admin.,-2,no,no,cellular,aug,1,-1,unknown,0,2.7964005,no
4049,39,blue-collar,118,no,no,cellular,feb,1,-1,unknown,0,3.7040567,yes
5908,32,technician,3271,no,no,cellular,feb,1,374,other,0,5.407843,yes
3274,41,management,4567,yes,yes,cellular,jul,1,-1,unknown,0,3.1635919,no
6783,59,retired,0,no,no,cellular,aug,4,-1,unknown,0,2.2914188,no
4555,35,self-employed,1129,yes,no,cellular,nov,2,184,failure,0,5.551864,no
1080,30,technician,450,no,yes,cellular,jul,4,-1,unknown,0,2.8332102,no
6426,31,technician,2544,no,no,cellular,jan,1,279,success,0,5.5332937,yes
5016,67,retired,2027,no,no,cellular,mar,2,-1,unknown,0,5.3987727,yes
2850,29,management,697,no,no,cellular,apr,1,85,success,0,4.1848936,yes
895,36,entrepreneur,3407,no,no,cellular,jun,4,85,success,0,6.270668,yes
1020,51,housemaid,289,no,no,unknown,may,5,-1,unknown,0,4.3902464,no
4464,30,blue-collar,2607,yes,no,unknown,may,10,-1,unknown,0,3.0080576,no
6809,37,admin.,869,no,no,cellular,jul,8,-1,unknown,0,2.6033292,no
5981,54,technician,10185,no,no,cellular,feb,1,186,success,0,5.1577,yes
3676,28,blue-collar,61,yes,no,cellular,feb,1,174,success,0,4.739624,yes
5214,47,technician,0,yes,no,cellular,may,1,-1,unknown,0,2.38345,no
264,32,technician,1995,yes,no,cellular,apr,1,-1,unknown,0,2.154197,yes
4529,48,management,0,no,yes,cellular,feb,4,182,success,0,5.099001,yes
7116,50,technician,1838,yes,yes,cellular,aug,8,-1,unknown,0,3.682502,no
919,49,management,322,no,no,cellular,aug,4,-1,unknown,0,0.9579888,no
6980,26,blue-collar,26,yes,yes,cellular,may,1,-1,unknown,0,3.1686618,yes
5621,46,services,973,no,no,cellular,feb,1,-1,unknown,0,4.6197953,no
5868,37,admin.,1396,yes,no,cellular,jul,2,-1,unknown,0,2.096797,no
7218,49,entrepreneur,-701,yes,no,cellular,jul,2,-1,unknown,0,3.8272188,yes
5483,30,self-employed,578,yes,no,unknown,jun,4,-1,unknown,0,4.111993,no
5412,54,technician,395,no,no,cellular,apr,1,183,success,0,4.5563583,yes
4015,34,admin.,869,no,no,unknown,may,1,-1,unknown,0,3.092259,yes
609,32,technician,12,no,no,cellular,aug,2,-1,unknown,0,0.5049909,no
1021,22,student,71,no,no,cellular,jul,1,181,success,0,4.964779,yes
5805,54,unemployed,252,yes,no,cellular,jul,1,-1,unknown,0,4.931264,no
5666,54,management,1624,no,no,cellular,may,3,182,success,0,4.049756,yes
856,26,management,170,no,no,cellular,jun,1,-1,unknown,0,2.6328757,yes
7220,29,admin.,3794,no,no,cellular,apr,1,-1,unknown,0,2.591231,no
2540,35,management,451,yes,no,cellular,apr,6,-1,unknown,0,3.2073739,no
6403,43,admin.,733,yes,no,cellular,aug,1,88,success,0,4.2452426,yes
3442,56,services,-40,yes,no,cellular,may,1,368,failure,0,4.481441,yes
71,40,management,193,no,no,cellular,aug,6,-1,unknown,0,0.9799676,no
1760,83,retired,425,no,no,telephone,jun,1,140,failure,0,6.4745336,yes
5011,37,services,52,yes,no,cellular,sep,1,185,success,0,4.991327,yes
6190,40,management,0,yes,no,cellular,mar,2,-1,unknown,0,2.7010555,yes
1111,30,admin.,2568,no,no,cellular,sep,1,100,other,0,6.3779664,yes
4183,42,housemaid,1371,no,no,unknown,jun,8,-1,unknown,0,3.993692,no
6492,52,technician,22755,yes,no,unknown,may,2,-1,unknown,0,6.743382,no
3962,54,housemaid,3151,no,no,unknown,jun,7,-1,unknown,0,3.795818,no
802,40,technician,311,no,no,cellular,aug,2,-1,unknown,0,1.150582,yes
5026,34,admin.,303,no,no,cellular,jun,3,126,failure,0,4.519819,yes
1738,36,technician,376,no,no,cellular,sep,1,-1,unknown,0,4.2319884,yes
6346,25,services,111,no,yes,cellular,jul,1,-1,unknown,0,3.163919,no
5018,30,management,5389,no,no,cellular,aug,3,-1,unknown,0,1.8276563,yes
604,27,technician,1842,yes,yes,cellular,may,2,300,failure,0,3.784813,no
6155,30,technician,6619,yes,no,cellular,aug,8,-1,unknown,0,2.9900768,no
2198,70,retired,2384,no,no,cellular,oct,2,-1,unknown,0,4.693949,yes
2930,37,management,0,no,no,cellular,jul,2,182,success,0,4.298496,yes
4057,31,management,1331,no,no,unknown,nov,1,-1,unknown,0,4.1088734,yes
1649,29,technician,309,yes,no,unknown,may,1,-1,unknown,0,0.633996,no
3114,64,retired,630,no,no,cellular,aug,1,-1,unknown,0,2.166576,no
2387,36,services,52,yes,no,cellular,sep,1,95,success,0,4.9505453,yes
7064,41,blue-collar,203,no,no,cellular,jul,2,-1,unknown,0,2.1332474,yes
300,37,technician,1824,yes,no,cellular,jul,2,324,other,0,5.3468747,no
2313,33,blue-collar,870,no,yes,cellular,jul,3,-1,unknown,0,2.232541,no
3110,42,management,849,yes,no,cellular,oct,1,321,other,0,6.3400984,yes
6508,85,retired,1255,no,no,cellular,jan,3,-1,unknown,0,5.950202,yes
5671,57,services,1367,no,no,unknown,jun,3,-1,unknown,0,2.5943482,no
7039,56,management,505,yes,yes,cellular,may,1,169,failure,0,4.1421223,no
2288,40,services,9374,yes,no,cellular,nov,8,185,failure,0,5.6501036,no
6754,31,blue-collar,604,yes,no,cellular,nov,2,-1,unknown,0,2.4544492,no
6398,30,management,115,no,no,cellular,aug,2,-1,unknown,0,0.53093565,no
2392,32,blue-collar,118,yes,no,cellular,jul,1,-1,unknown,0,2.0399108,yes
1127,35,unemployed,1,yes,no,cellular,jul,8,-1,unknown,0,5.045827,no
4226,64,management,3951,no,no,cellular,jan,1,91,success,0,5.4929585,yes
3984,37,technician,1762,no,no,cellular,apr,2,-1,unknown,0,2.1159964,yes
5936,59,admin.,1575,yes,no,cellular,may,3,263,success,0,4.8485847,no
1683,40,management,4025,yes,no,cellular,jul,4,-1,unknown,0,1.6144596,no
7022,31,blue-collar,369,yes,yes,unknown,may,2,-1,unknown,0,1.9046937,no
6001,56,management,310,no,no,unknown,jun,4,-1,unknown,0,2.193197,no
2858,45,technician,5110,no,no,cellular,apr,2,-1,unknown,0,2.4542205,yes
5141,32,blue-collar,398,yes,no,cellular,may,1,-1,unknown,0,1.4869509,yes
3058,31,admin.,879,yes,no,cellular,may,1,-1,unknown,0,2.0570652,yes
3334,34,management,76,yes,no,cellular,may,2,371,failure,0,3.615677,yes
5237,45,self-employed,112,no,no,unknown,jun,4,-1,unknown,0,4.317746,no
6337,46,self-employed,526,no,no,cellular,apr,1,87,other,0,6.5815587,yes
5416,47,entrepreneur,0,no,no,unknown,jun,2,-1,unknown,0,3.9913492,no
5392,44,housemaid,-156,no,yes,cellular,jul,2,-1,unknown,0,4.9049983,yes
4791,40,admin.,4775,no,no,cellular,sep,1,-1,unknown,0,4.580486,yes
341,34,technician,1279,yes,no,cellular,oct,3,91,success,0,4.631018,yes
4388,36,housemaid,7296,yes,no,cellular,aug,6,-1,unknown,0,4.9883556,no
5852,32,services,243,yes,yes,unknown,may,1,-1,unknown,0,3.258047,no
5619,51,management,151,yes,no,cellular,sep,1,427,success,0,5.1023006,yes
2344,28,student,5916,no,no,cellular,may,1,63,failure,0,5.1496654,no
6711,34,blue-collar,425,yes,no,cellular,jul,7,-1,unknown,0,2.2219596,no
4944,30,technician,569,no,no,cellular,aug,12,-1,unknown,0,3.047635,yes
1390,37,admin.,0,no,no,unknown,jun,1,-1,unknown,0,2.586978,no
6903,55,technician,276,yes,no,unknown,may,1,-1,unknown,0,1.3295413,no
6733,42,technician,-321,no,no,cellular,jan,2,-1,unknown,0,3.7657568,no
6639,42,entrepreneur,335,yes,no,cellular,may,1,-1,unknown,0,4.1728244,yes
1899,25,technician,325,no,no,cellular,oct,3,-1,unknown,0,4.1901207,yes
6126,24,technician,726,no,no,cellular,sep,2,-1,unknown,0,4.474399,yes
7317,40,housemaid,7441,no,no,cellular,jul,6,-1,unknown,0,4.809564,yes
441,30,technician,384,no,no,cellular,aug,3,-1,unknown,0,0.57428855,no
4318,31,admin.,162,yes,no,unknown,may,1,-1,unknown,0,0.70364714,no
3250,35,blue-collar,1016,yes,no,cellular,jul,2,-1,unknown,0,1.6693078,no
7171,32,blue-collar,400,no,no,cellular,may,3,-1,unknown,0,2.2375548,yes
5521,39,management,120,no,no,unknown,jun,1,-1,unknown,0,2.0248923,no
3909,42,services,508,yes,no,unknown,may,1,-1,unknown,0,0.8354915,no
3078,34,blue-collar,505,yes,no,unknown,may,1,-1,unknown,0,0.40767813,no
5976,31,admin.,131,yes,no,cellular,jun,1,-1,unknown,0,3.9610062,yes
3144,36,services,0,yes,no,unknown,jun,1,-1,unknown,0,2.9059594,yes
3068,45,blue-collar,61,yes,no,unknown,may,4,-1,unknown,0,1.4014945,yes
5485,34,admin.,260,no,no,cellular,jan,1,-1,unknown,0,4.1280074,no
2981,36,self-employed,188,yes,yes,cellular,may,3,333,success,0,6.420745,yes
3778,36,self-employed,1184,yes,no,cellular,apr,1,-1,unknown,0,5.088064,yes
2123,26,student,689,no,no,cellular,may,2,-1,unknown,0,3.762192,yes
4384,38,management,630,no,no,cellular,sep,1,388,other,0,6.4857407,yes
7323,30,student,3026,no,no,cellular,jul,1,535,failure,0,6.541897,yes
5098,30,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,0,1.8790885,no
6241,42,blue-collar,1556,no,yes,cellular,jul,1,-1,unknown,0,2.3369527,no
3497,35,services,52,yes,no,cellular,mar,4,-1,unknown,0,5.102721,yes
1686,41,management,30,no,no,cellular,aug,7,-1,unknown,0,1.3037492,no
5042,33,technician,16992,yes,no,unknown,may,1,-1,unknown,0,5.2915535,no
185,32,technician,1710,yes,no,cellular,may,1,175,other,0,4.3744373,no
216,30,admin.,255,no,no,cellular,jan,1,-1,unknown,0,4.3792424,yes
712,35,blue-collar,2999,no,no,unknown,jun,6,-1,unknown,0,2.6949978,yes
3544,53,technician,629,yes,no,cellular,may,1,-1,unknown,0,2.727652,no
2442,35,technician,7050,no,no,cellular,aug,3,182,success,0,4.440139,yes
6982,50,management,299,no,no,cellular,nov,3,-1,unknown,0,2.176326,no
3493,30,services,101,yes,no,cellular,nov,2,-1,unknown,0,4.4650908,no
6166,47,services,367,yes,no,cellular,may,1,306,success,0,4.921728,yes
2170,46,technician,0,no,no,cellular,nov,1,167,failure,0,4.162958,yes
5305,29,management,307,yes,no,cellular,jun,1,-1,unknown,0,3.0183048,yes
3048,36,technician,98,no,no,cellular,jan,1,-1,unknown,0,3.881718,yes
2536,57,retired,9367,no,no,cellular,may,4,92,success,0,5.0010076,yes
336,69,retired,247,no,no,cellular,apr,2,-1,unknown,0,4.6128507,yes
1275,37,blue-collar,133,yes,no,cellular,may,2,-1,unknown,0,1.2204669,yes
2692,51,management,3463,no,yes,cellular,jul,2,166,other,0,5.664346,yes
822,48,technician,-938,yes,no,cellular,may,1,344,failure,0,3.6719854,no
6946,28,blue-collar,115,yes,no,unknown,may,4,-1,unknown,0,0.9679598,no
1441,26,unemployed,285,yes,no,cellular,may,2,342,failure,0,6.247284,no
308,50,management,-470,yes,no,cellular,nov,2,160,failure,0,3.8443625,no
7262,54,blue-collar,215,yes,no,unknown,jun,5,-1,unknown,0,2.0256972,no
2687,43,technician,1195,yes,no,unknown,may,9,-1,unknown,0,2.5918126,no
141,23,student,556,yes,no,cellular,may,2,-1,unknown,0,4.305947,no
4308,36,services,394,no,no,cellular,aug,1,-1,unknown,0,3.7492466,yes
6892,51,management,346,no,no,cellular,aug,1,180,success,0,3.9601517,yes
6051,37,management,792,yes,no,unknown,may,4,-1,unknown,0,2.2135563,yes
6378,42,services,473,yes,no,cellular,jan,1,-1,unknown,0,4.895847,no
2828,41,technician,-274,yes,no,unknown,may,3,-1,unknown,0,0.7688824,no
3486,30,admin.,4457,yes,no,cellular,nov,4,-1,unknown,0,3.4893696,yes
2541,31,admin.,355,yes,no,cellular,may,1,-1,unknown,0,2.05084,yes
5753,36,blue-collar,1830,no,no,cellular,oct,1,91,failure,0,5.1529517,no
7318,30,management,5561,yes,no,cellular,nov,1,-1,unknown,0,2.652576,yes
6646,32,technician,654,yes,no,cellular,may,4,-1,unknown,0,2.2869604,yes
2906,58,self-employed,2596,no,no,telephone,nov,2,-1,unknown,0,6.2447124,no
2352,33,blue-collar,312,yes,no,unknown,jun,2,-1,unknown,0,1.415853,no
359,28,blue-collar,3430,yes,no,unknown,jun,6,-1,unknown,0,2.149447,no
3133,43,management,2640,no,no,cellular,nov,4,-1,unknown,0,2.3596148,yes
7028,28,technician,2335,no,no,cellular,may,1,-1,unknown,0,2.3351896,yes
1569,42,blue-collar,803,yes,no,unknown,may,2,-1,unknown,0,0.43004867,no
7407,52,admin.,423,yes,yes,cellular,oct,2,96,failure,0,5.983082,no
4437,60,admin.,106,no,no,cellular,aug,3,91,success,0,4.3823647,yes
600,43,blue-collar,2952,no,no,cellular,aug,2,95,other,0,5.3138204,yes
5895,36,blue-collar,17,yes,no,cellular,jul,1,-1,unknown,0,1.7014815,no
4465,49,management,1167,yes,yes,cellular,sep,1,91,success,0,4.9975376,yes
4499,37,housemaid,7433,no,yes,cellular,feb,3,-1,unknown,0,6.555906,yes
2596,25,services,895,yes,no,unknown,jun,1,-1,unknown,0,2.867108,no
1508,40,unemployed,1077,yes,yes,cellular,nov,2,-1,unknown,0,5.800903,no
5603,33,services,152,yes,no,cellular,may,2,365,success,0,5.0823255,yes
6032,57,retired,604,no,no,cellular,nov,1,-1,unknown,0,4.8299713,no
7166,36,technician,368,yes,yes,unknown,may,2,-1,unknown,0,3.0803978,yes
3477,70,retired,2064,no,no,cellular,oct,1,-1,unknown,0,5.0216465,no
3405,45,unemployed,33,no,no,cellular,feb,1,-1,unknown,0,4.7986608,no
6453,32,blue-collar,1918,yes,no,cellular,may,1,172,failure,0,2.5980306,no
4995,34,blue-collar,262,no,no,cellular,jun,1,-1,unknown,0,3.7553756,yes
4759,53,services,3107,no,no,unknown,jun,1,-1,unknown,0,2.4742496,no
1241,59,retired,163,no,no,cellular,jul,1,-1,unknown,0,4.248116,no
32,28,admin.,785,yes,no,unknown,may,2,-1,unknown,0,2.2113895,yes
1672,51,admin.,658,yes,no,unknown,may,1,-1,unknown,0,1.2321492,no
2449,34,blue-collar,4622,yes,yes,unknown,may,1,-1,unknown,0,2.0556407,no
5151,51,entrepreneur,538,no,no,cellular,nov,4,-1,unknown,0,4.7879453,yes
6463,40,management,257,no,no,cellular,feb,1,209,failure,0,4.379163,no
6643,37,services,1694,yes,yes,cellular,jan,2,251,failure,0,6.49579,no
7113,55,housemaid,77,no,no,cellular,jul,6,-1,unknown,0,4.547581,yes
995,30,management,4642,yes,no,cellular,nov,1,-1,unknown,0,2.5080419,yes
1250,27,services,223,yes,yes,cellular,may,2,-1,unknown,0,3.2556095,no
5443,34,management,3031,no,no,cellular,aug,6,-1,unknown,0,1.2606761,no
3054,48,admin.,1544,yes,no,telephone,jun,1,450,failure,0,6.56334,yes
4245,54,blue-collar,1636,no,no,telephone,jul,2,-1,unknown,0,4.3391595,yes
7100,41,self-employed,0,no,no,cellular,nov,1,-1,unknown,0,4.738373,no
893,38,management,1704,no,no,cellular,sep,1,-1,unknown,0,4.4908743,no
5993,52,management,7192,no,no,cellular,aug,1,-1,unknown,0,2.5007412,yes
2481,35,technician,670,no,no,cellular,oct,2,-1,unknown,0,4.0569944,yes
4707,33,services,133,no,no,cellular,jan,2,274,success,0,6.2910566,yes
6136,34,technician,161,no,yes,cellular,aug,2,-1,unknown,0,3.2798886,no
3353,21,technician,360,no,no,cellular,may,2,-1,unknown,0,2.4475799,yes
5610,62,blue-collar,180,no,no,cellular,jan,1,90,other,0,6.4925117,yes
886,39,admin.,-367,yes,no,cellular,apr,2,-1,unknown,0,2.9769316,no
3471,38,services,322,yes,no,unknown,may,1,-1,unknown,0,0.65297115,no
4302,30,management,697,no,no,cellular,aug,3,102,success,0,3.92958,yes
1437,42,blue-collar,260,yes,no,telephone,jul,2,-1,unknown,0,3.9114559,no
2870,59,retired,1423,yes,no,unknown,may,2,-1,unknown,0,3.9902864,no
6076,25,student,3090,no,no,cellular,aug,1,-1,unknown,0,4.38133,no
2096,38,student,64,no,no,cellular,aug,1,-1,unknown,0,4.406379,no
6910,26,management,2613,no,no,cellular,jun,1,-1,unknown,0,2.5953126,yes
2861,39,management,937,no,no,cellular,apr,4,-1,unknown,0,1.6220845,yes
5255,31,management,477,yes,no,cellular,nov,5,-1,unknown,0,2.486606,no
795,40,management,-240,no,yes,unknown,may,3,-1,unknown,0,3.5137253,no
4756,50,services,1501,no,no,cellular,aug,4,-1,unknown,0,3.727034,yes
3219,46,management,2817,no,no,cellular,sep,1,-1,unknown,0,4.225381,yes
4235,29,admin.,500,yes,no,cellular,may,8,-1,unknown,0,2.963704,no
5903,38,management,623,no,no,cellular,jun,4,144,other,0,4.9469643,yes
6027,47,unemployed,817,no,no,cellular,apr,4,-1,unknown,0,4.814682,yes
4349,51,housemaid,108,no,no,unknown,jun,2,-1,unknown,0,3.1779912,no
6193,39,blue-collar,172,yes,no,cellular,feb,2,183,failure,0,4.4698815,yes
3154,30,technician,590,yes,no,unknown,may,3,-1,unknown,0,0.7581825,no
4860,33,management,7084,no,no,cellular,aug,8,-1,unknown,0,2.7167387,yes
5122,53,management,3634,no,no,cellular,may,4,88,success,0,4.102533,yes
6923,60,management,1034,yes,no,cellular,aug,3,-1,unknown,0,2.5483034,yes
3796,29,technician,590,no,no,cellular,may,1,-1,unknown,0,2.2919679,yes
5706,48,admin.,4099,no,no,cellular,apr,2,-1,unknown,0,2.8499334,yes
3590,38,management,633,no,no,cellular,jul,3,-1,unknown,0,2.1139252,no
7412,31,admin.,54,yes,no,cellular,nov,1,-1,unknown,0,2.9715483,no
2036,29,management,983,yes,no,cellular,jul,2,-1,unknown,0,2.1452477,yes
7129,59,retired,417,yes,no,cellular,may,2,-1,unknown,0,4.079528,no
3232,36,housemaid,2880,no,no,unknown,jun,1,-1,unknown,0,3.7051506,no
2035,31,blue-collar,136,no,no,cellular,may,2,267,failure,0,3.155425,yes
6085,42,unemployed,1713,yes,no,unknown,may,2,-1,unknown,0,4.5867023,yes
3049,50,technician,2497,yes,no,cellular,nov,1,176,failure,0,3.839991,no
6837,53,technician,6181,no,no,cellular,jul,2,209,other,0,5.471878,yes
1298,36,technician,202,no,no,cellular,jan,1,120,failure,0,4.951343,yes
3914,39,blue-collar,167,yes,yes,cellular,may,1,-1,unknown,0,3.1400464,yes
1058,33,admin.,2780,no,no,cellular,nov,1,-1,unknown,0,3.0617926,yes
2796,55,services,-40,yes,no,unknown,may,2,-1,unknown,0,1.5573319,no
265,48,services,-139,no,no,cellular,may,2,-1,unknown,0,2.5794222,no
6996,54,retired,129,no,yes,cellular,jul,2,-1,unknown,0,4.6574306,yes
598,26,management,1094,yes,no,cellular,sep,1,-1,unknown,0,4.406376,yes
7312,33,management,2071,no,no,cellular,aug,2,-1,unknown,0,0.71261966,no
5596,59,retired,1521,yes,yes,unknown,may,2,-1,unknown,0,4.668741,yes
2589,45,management,237,yes,no,cellular,nov,1,-1,unknown,0,2.0215268,no
5105,60,entrepreneur,83,yes,no,cellular,jul,2,-1,unknown,0,3.9347012,no
7112,25,services,0,yes,no,cellular,jul,9,-1,unknown,0,3.5169578,yes
7041,32,services,1659,yes,no,unknown,may,6,-1,unknown,0,1.9031906,no
4627,33,management,369,no,no,cellular,aug,10,-1,unknown,0,2.0169013,no
181,59,management,2239,no,no,cellular,may,1,-1,unknown,0,2.9404542,yes
1331,23,management,2605,yes,no,unknown,may,6,-1,unknown,0,2.057953,no
542,32,student,14,no,no,cellular,aug,3,136,other,0,5.8458877,no
5127,28,management,637,yes,no,cellular,feb,1,-1,unknown,0,2.974221,no
3347,46,management,0,no,no,cellular,aug,5,-1,unknown,0,1.4037685,yes
4128,32,technician,550,no,no,cellular,nov,1,-1,unknown,0,2.8512044,yes
6981,36,management,630,no,no,cellular,feb,1,-1,unknown,0,2.0914547,yes
5865,30,blue-collar,185,no,no,unknown,jun,1,-1,unknown,0,2.0685825,no
7402,34,unemployed,978,no,no,cellular,jun,2,71,success,0,5.238548,yes
940,45,technician,2033,no,no,cellular,jun,5,285,success,0,4.5833135,yes
766,76,retired,8919,no,no,cellular,jan,1,-1,unknown,0,6.15047,no
5240,49,services,463,yes,no,telephone,jul,2,-1,unknown,0,4.8570175,no
2204,39,management,2454,yes,no,cellular,may,3,263,failure,0,3.6545498,yes
1187,37,self-employed,0,no,no,unknown,jun,1,-1,unknown,0,4.1639376,no
5571,35,blue-collar,855,yes,no,cellular,may,1,300,success,0,4.5103245,yes
4225,42,blue-collar,704,yes,yes,telephone,jul,10,-1,unknown,0,5.0630403,no
79,35,self-employed,951,yes,no,cellular,nov,2,-1,unknown,0,4.7012196,no
1756,43,blue-collar,245,yes,no,cellular,apr,1,-1,unknown,0,1.6313146,no
91,33,management,4570,no,no,cellular,aug,2,-1,unknown,0,1.512099,yes
5509,41,self-employed,4418,yes,no,cellular,nov,3,-1,unknown,0,4.80679,no
1067,42,management,238,no,no,cellular,sep,1,-1,unknown,0,4.1174064,yes
6229,37,management,2173,no,no,cellular,nov,3,114,failure,0,3.7043095,no
2016,26,admin.,141,yes,no,cellular,may,4,349,other,0,4.636874,no
6662,34,technician,-276,yes,no,unknown,may,3,-1,unknown,0,0.7611252,no
5469,32,management,4,no,no,cellular,jan,1,-1,unknown,0,3.6166282,no
4526,77,retired,4112,no,no,telephone,jul,1,184,success,0,5.9141526,yes
6835,50,management,1165,no,no,cellular,jul,1,-1,unknown,0,2.3332992,yes
1725,28,management,187,no,no,cellular,sep,1,93,success,0,4.177276,yes
1987,34,management,1310,no,yes,cellular,nov,3,-1,unknown,0,3.6563895,no
4898,43,management,1304,no,no,cellular,aug,2,-1,unknown,0,1.0304928,yes
5448,65,admin.,952,no,no,cellular,jun,1,-1,unknown,0,4.2061405,yes
3842,59,blue-collar,0,yes,no,unknown,may,1,-1,unknown,0,1.3953577,no
4228,51,technician,0,no,no,cellular,may,2,66,success,0,4.181645,yes
3275,40,management,0,no,no,cellular,aug,2,98,success,0,3.791845,yes
4701,37,technician,197,no,no,cellular,may,1,87,success,0,4.0578227,yes
5802,56,blue-collar,1187,yes,no,cellular,feb,2,-1,unknown,0,4.146239,no
452,58,management,50,yes,no,unknown,jun,4,-1,unknown,0,2.4791656,no
3685,41,technician,2123,no,no,cellular,aug,2,-1,unknown,0,0.8784281,no
1442,55,admin.,602,no,no,cellular,sep,1,98,success,0,4.4449577,yes
3416,29,admin.,-498,yes,no,cellular,feb,3,227,failure,0,4.643908,no
5435,50,technician,3654,no,no,cellular,oct,2,78,other,0,5.860324,yes
644,34,admin.,6979,yes,no,cellular,may,5,-1,unknown,0,2.9700873,no
6963,60,admin.,1614,no,no,cellular,aug,6,-1,unknown,0,2.84038,yes
2908,32,blue-collar,121,yes,no,cellular,nov,1,-1,unknown,0,2.9385495,yes
1978,35,blue-collar,1949,yes,no,unknown,jun,3,-1,unknown,0,1.3296463,no
2395,33,unemployed,1211,no,no,cellular,feb,1,188,success,0,5.044465,yes
4838,54,self-employed,384,no,yes,cellular,may,1,-1,unknown,0,4.9461613,yes
5803,50,blue-collar,71,yes,no,unknown,may,1,-1,unknown,0,0.7599898,no
6031,30,blue-collar,953,yes,no,unknown,jun,2,-1,unknown,0,2.1285222,yes
1359,51,self-employed,1178,no,no,cellular,aug,2,-1,unknown,0,3.4174008,no
3004,49,services,411,no,no,telephone,may,6,-1,unknown,0,5.058532,no
4702,33,blue-collar,910,yes,no,cellular,apr,1,-1,unknown,0,1.4854082,no
595,45,unemployed,-44,yes,no,cellular,jul,2,-1,unknown,0,4.8068547,no
1744,46,admin.,1264,no,no,telephone,jan,2,-1,unknown,0,6.190959,no
1685,28,services,373,yes,no,cellular,may,2,-1,unknown,0,2.043987,no
6588,28,services,340,yes,no,cellular,jul,2,-1,unknown,0,2.2726824,yes
4828,36,management,871,no,no,cellular,nov,1,-1,unknown,0,2.0774076,no
1847,60,management,3401,no,no,cellular,oct,1,270,failure,0,4.874975,yes
5499,39,admin.,2345,yes,no,cellular,may,2,344,failure,0,2.9975736,yes
4788,37,services,6089,yes,no,cellular,may,2,-1,unknown,0,2.7641444,yes
6088,40,blue-collar,2158,no,no,cellular,jul,1,-1,unknown,0,2.1975014,no
6648,37,technician,3665,no,no,cellular,aug,3,-1,unknown,0,1.2952963,yes
5872,34,technician,174,no,no,telephone,may,4,-1,unknown,0,4.5086207,no
1950,27,technician,3933,no,no,cellular,jul,3,-1,unknown,0,2.6620102,yes
1591,30,self-employed,251,no,no,cellular,jul,1,-1,unknown,0,4.255857,yes
1198,34,management,3047,no,no,cellular,apr,1,160,other,0,4.8486886,yes
299,27,admin.,73,no,no,cellular,jan,1,-1,unknown,0,4.2830076,no
1128,47,management,4189,yes,no,cellular,nov,3,-1,unknown,0,2.3882275,yes
3191,33,services,-384,yes,no,cellular,jul,1,-1,unknown,0,2.1585026,no
1381,46,technician,2149,yes,no,cellular,apr,2,-1,unknown,0,2.2485237,yes
