,job,balance,housing,loan,contact,campaign,pdays,poutcome,education,default,duration,previous,deposit
3871,admin.,994,no,no,cellular,2,105,success,tertiary,no,185,3,0
2533,retired,1257,no,no,cellular,1,-1,unknown,tertiary,no,503,0,1
4099,management,2764,no,no,cellular,1,56,failure,tertiary,no,459,3,0
1839,admin.,-247,yes,yes,cellular,2,76,failure,secondary,no,751,4,1
2449,management,1882,no,no,cellular,5,-1,unknown,tertiary,no,497,0,1
5847,entrepreneur,5802,no,no,cellular,3,104,success,secondary,no,175,2,0
3653,technician,20,no,no,cellular,1,-1,unknown,secondary,no,147,0,0
3903,housemaid,88,yes,no,cellular,5,-1,unknown,primary,no,63,0,0
383,services,1189,no,no,cellular,1,-1,unknown,tertiary,no,220,0,1
1323,admin.,79,yes,no,cellular,3,-1,unknown,secondary,no,219,0,0
4226,technician,2,no,no,cellular,2,-1,unknown,secondary,no,164,0,0
3483,technician,801,no,no,cellular,5,-1,unknown,secondary,no,341,0,1
181,admin.,-213,yes,yes,unknown,1,-1,unknown,secondary,no,751,0,1
2618,management,-700,yes,no,unknown,1,-1,unknown,tertiary,no,110,0,0
6052,management,453,no,yes,unknown,1,-1,unknown,tertiary,no,608,0,0
63,retired,1269,no,no,cellular,1,-1,unknown,tertiary,no,1120,0,1
5868,admin.,313,yes,no,cellular,2,-1,unknown,secondary,no,1121,0,1
3564,technician,1227,no,no,cellular,4,90,other,secondary,no,593,6,1
1558,services,2881,no,no,cellular,1,-1,unknown,secondary,no,356,0,1
6443,technician,999,yes,no,unknown,2,-1,unknown,secondary,no,656,0,0
1749,admin.,1264,no,no,telephone,2,-1,unknown,secondary,no,100,0,0
2018,blue-collar,2787,no,no,cellular,1,-1,unknown,secondary,no,479,0,1
1786,management,992,no,no,unknown,1,-1,unknown,secondary,no,351,0,0
2698,technician,177,yes,no,unknown,1,-1,unknown,secondary,no,293,0,0
2307,technician,197,no,no,cellular,1,200,success,tertiary,no,175,1,1
6813,technician,1211,yes,no,unknown,1,-1,unknown,secondary,no,795,0,1
6809,blue-collar,476,yes,no,unknown,1,-1,unknown,secondary,no,161,0,0
5529,technician,205,yes,no,unknown,2,-1,unknown,secondary,no,342,0,0
5060,admin.,-32,no,yes,cellular,2,178,success,secondary,no,366,9,1
857,management,170,no,no,cellular,1,-1,unknown,tertiary,no,129,0,1
4217,admin.,500,yes,no,cellular,8,-1,unknown,secondary,no,8,0,0
52,management,533,no,no,cellular,3,93,success,tertiary,no,90,6,1
6278,management,11891,no,no,cellular,5,242,success,tertiary,no,821,1,1
5058,technician,705,no,no,cellular,1,-1,unknown,tertiary,no,544,0,1
2503,admin.,4023,no,no,unknown,2,-1,unknown,secondary,no,339,0,0
4591,management,282,no,no,cellular,2,-1,unknown,tertiary,no,92,0,0
3033,blue-collar,6004,yes,no,cellular,6,-1,unknown,secondary,no,157,0,0
5155,management,3050,yes,no,cellular,1,-1,unknown,tertiary,no,469,0,1
1084,management,3371,no,no,cellular,1,178,success,tertiary,no,187,2,1
6130,technician,226,yes,no,unknown,3,-1,unknown,secondary,no,762,0,1
297,blue-collar,409,yes,no,unknown,3,-1,unknown,primary,no,81,0,0
6592,management,315,no,no,cellular,1,176,failure,tertiary,no,591,2,1
7376,blue-collar,776,yes,no,unknown,1,-1,unknown,secondary,no,306,0,0
6578,admin.,321,no,no,cellular,1,412,other,secondary,no,143,3,1
1184,technician,236,no,no,cellular,4,-1,unknown,secondary,no,263,0,0
392,management,2240,no,no,cellular,1,-1,unknown,tertiary,no,198,0,1
4245,technician,4513,yes,no,unknown,3,-1,unknown,tertiary,no,167,0,0
3574,student,1134,no,no,cellular,1,183,success,tertiary,no,825,4,1
4927,blue-collar,431,yes,no,cellular,2,363,failure,primary,no,68,2,0
7026,management,1738,yes,no,cellular,1,358,other,tertiary,no,633,1,1
1417,technician,1938,no,yes,cellular,3,-1,unknown,secondary,no,551,0,1
2155,services,11462,yes,no,cellular,1,-1,unknown,secondary,no,993,0,1
4787,services,1227,yes,yes,cellular,5,341,failure,secondary,no,775,3,1
5048,unemployed,881,no,no,cellular,5,-1,unknown,unknown,no,79,0,0
668,entrepreneur,2315,yes,yes,cellular,1,-1,unknown,primary,no,42,0,0
3798,blue-collar,-37,yes,no,unknown,3,-1,unknown,primary,no,78,0,0
5012,management,4331,yes,no,cellular,1,-1,unknown,tertiary,no,318,0,0
1798,management,597,no,no,unknown,1,-1,unknown,tertiary,no,392,0,1
6741,technician,902,yes,no,cellular,2,180,failure,secondary,no,691,5,1
4303,retired,4692,yes,no,cellular,1,-1,unknown,tertiary,no,73,0,0
6437,retired,670,no,no,cellular,5,-1,unknown,primary,no,266,0,1
727,retired,1821,no,no,cellular,2,-1,unknown,primary,no,224,0,0
2561,housemaid,879,no,no,unknown,2,-1,unknown,secondary,no,1053,0,1
6173,entrepreneur,114,no,yes,cellular,3,-1,unknown,tertiary,no,57,0,0
5836,retired,3417,no,no,cellular,1,181,success,secondary,no,309,1,1
772,services,9,no,yes,cellular,2,-1,unknown,secondary,no,285,0,0
1507,technician,2567,no,no,cellular,4,-1,unknown,secondary,no,813,0,1
255,management,693,yes,no,unknown,3,-1,unknown,secondary,no,124,0,0
7226,self-employed,42,yes,no,cellular,1,94,success,tertiary,no,149,1,1
2251,blue-collar,-206,yes,no,unknown,2,-1,unknown,secondary,no,177,0,0
4636,blue-collar,6212,yes,no,cellular,2,-1,unknown,primary,no,574,0,0
2596,admin.,0,yes,yes,cellular,1,-1,unknown,secondary,no,94,0,0
6803,blue-collar,982,yes,yes,cellular,2,-1,unknown,unknown,no,135,0,0
3031,services,194,yes,no,unknown,1,-1,unknown,secondary,no,326,0,0
1799,management,25,yes,yes,cellular,2,-1,unknown,tertiary,no,117,0,1
2010,blue-collar,1250,yes,no,unknown,2,-1,unknown,primary,no,1392,0,1
6635,management,2367,no,no,cellular,1,113,success,tertiary,no,83,3,1
242,management,0,no,no,cellular,5,-1,unknown,tertiary,no,276,0,0
4334,management,80,no,no,cellular,3,-1,unknown,secondary,no,155,0,0
7110,management,782,no,yes,cellular,2,-1,unknown,tertiary,yes,127,0,0
1614,technician,556,yes,no,cellular,2,-1,unknown,secondary,no,460,0,1
1242,retired,820,no,no,telephone,2,181,success,secondary,no,330,4,1
4338,services,205,yes,no,cellular,1,-1,unknown,secondary,no,465,0,0
416,technician,660,no,no,cellular,2,490,failure,secondary,no,226,1,1
4071,retired,997,no,no,cellular,2,86,other,primary,no,746,1,1
5237,management,-311,yes,no,unknown,2,-1,unknown,secondary,no,305,0,0
132,admin.,177,yes,no,cellular,1,-1,unknown,secondary,no,100,0,0
2394,services,-143,yes,no,cellular,1,-1,unknown,secondary,no,85,0,0
6772,unemployed,221,no,no,cellular,4,-1,unknown,secondary,no,61,0,0
1445,blue-collar,640,yes,no,cellular,2,-1,unknown,secondary,no,636,0,1
5822,blue-collar,1207,yes,no,unknown,1,-1,unknown,secondary,no,905,0,1
832,self-employed,353,no,no,cellular,1,183,success,tertiary,no,352,1,1
3458,technician,518,yes,no,cellular,1,-1,unknown,secondary,no,616,0,1
1731,retired,203,no,no,cellular,1,266,success,secondary,no,405,2,1
734,entrepreneur,762,no,no,cellular,11,-1,unknown,tertiary,no,187,0,1
5760,services,688,no,no,cellular,2,-1,unknown,secondary,no,152,0,0
1502,retired,13,no,no,cellular,4,-1,unknown,secondary,no,92,0,0
7008,management,716,yes,yes,cellular,1,172,failure,tertiary,no,557,1,0
7208,admin.,223,no,no,cellular,1,-1,unknown,secondary,no,277,0,0
3521,technician,58,yes,no,unknown,1,-1,unknown,secondary,no,82,0,0
2852,services,803,yes,no,cellular,4,316,failure,secondary,no,592,3,1
2154,admin.,-466,no,yes,telephone,15,-1,unknown,primary,no,94,0,0
5028,technician,432,yes,no,cellular,3,255,failure,secondary,no,61,2,0
1535,admin.,198,yes,no,unknown,2,-1,unknown,secondary,no,431,0,1
7251,admin.,260,yes,no,cellular,1,94,success,secondary,no,226,4,1
4438,blue-collar,515,yes,no,cellular,1,-1,unknown,primary,no,182,0,0
1506,management,243,yes,no,unknown,3,-1,unknown,tertiary,no,102,0,0
7077,blue-collar,-9,yes,yes,cellular,1,-1,unknown,primary,no,728,0,1
5546,admin.,592,yes,yes,cellular,3,-1,unknown,secondary,no,466,0,0
5630,management,205,no,no,cellular,1,-1,unknown,tertiary,no,357,0,0
4848,management,500,yes,no,unknown,1,-1,unknown,tertiary,no,399,0,0
3537,retired,0,no,no,cellular,2,-1,unknown,secondary,no,412,0,1
6884,admin.,305,no,no,cellular,1,85,success,tertiary,no,633,2,1
5906,services,281,yes,no,unknown,1,-1,unknown,unknown,no,515,0,1
3575,technician,120,yes,no,cellular,1,-1,unknown,secondary,no,74,0,0
4449,unemployed,804,no,no,cellular,1,-1,unknown,secondary,no,1087,0,1
4822,management,6368,yes,no,cellular,4,-1,unknown,tertiary,no,922,0,1
769,management,8,no,no,cellular,4,-1,unknown,tertiary,no,169,0,0
3366,self-employed,5214,yes,no,unknown,1,-1,unknown,tertiary,no,94,0,0
685,admin.,350,no,yes,cellular,5,-1,unknown,secondary,no,171,0,0
393,technician,994,yes,no,cellular,3,93,success,secondary,no,227,6,1
4655,management,431,no,no,cellular,1,-1,unknown,tertiary,no,401,0,0
2013,management,786,no,no,cellular,3,-1,unknown,tertiary,no,84,0,1
5368,technician,0,yes,no,cellular,3,-1,unknown,secondary,no,1288,0,1
3722,technician,3370,no,no,cellular,2,-1,unknown,secondary,no,160,0,1
5849,management,2081,no,no,cellular,3,-1,unknown,tertiary,no,554,0,1
5983,admin.,446,yes,no,unknown,1,-1,unknown,unknown,no,386,0,0
3676,management,2384,yes,no,cellular,2,-1,unknown,tertiary,no,608,0,0
5384,blue-collar,-209,yes,no,cellular,3,367,failure,secondary,no,154,2,0
7204,technician,834,yes,yes,cellular,1,-1,unknown,secondary,no,390,0,0
163,blue-collar,625,yes,no,unknown,1,-1,unknown,secondary,no,175,0,0
3185,services,-384,yes,no,cellular,1,-1,unknown,secondary,no,125,0,0
4909,services,466,yes,yes,cellular,1,-1,unknown,secondary,no,377,0,1
709,management,98,no,no,cellular,2,-1,unknown,tertiary,no,69,0,0
4128,admin.,410,no,no,cellular,1,185,success,secondary,no,182,1,1
4376,services,10,yes,no,cellular,1,294,failure,secondary,no,51,1,0
1335,technician,4136,yes,no,unknown,3,-1,unknown,secondary,no,812,0,1
199,admin.,60,no,no,cellular,2,-1,unknown,secondary,no,55,0,0
5998,admin.,154,yes,no,cellular,2,-1,unknown,secondary,no,24,0,0
3540,management,1331,no,no,cellular,1,92,failure,tertiary,no,126,5,1
5816,blue-collar,-390,yes,no,cellular,1,-1,unknown,secondary,no,275,0,0
4757,management,1377,no,no,cellular,2,-1,unknown,tertiary,no,548,0,1
2471,technician,1313,no,no,cellular,4,-1,unknown,secondary,no,237,0,0
3717,entrepreneur,598,no,no,cellular,6,-1,unknown,tertiary,no,135,0,0
6187,admin.,898,yes,no,cellular,1,-1,unknown,secondary,no,214,0,1
5494,blue-collar,0,no,no,cellular,4,-1,unknown,secondary,no,864,0,1
4445,management,1167,yes,yes,cellular,1,91,success,tertiary,no,249,14,1
5749,self-employed,3003,no,no,cellular,3,-1,unknown,tertiary,no,358,0,0
6550,blue-collar,112,yes,no,unknown,2,-1,unknown,primary,no,225,0,0
505,blue-collar,581,yes,no,cellular,6,-1,unknown,secondary,no,79,0,0
3047,blue-collar,193,yes,no,unknown,1,-1,unknown,secondary,no,130,0,0
1191,management,2364,no,no,cellular,1,-1,unknown,tertiary,no,508,0,1
3950,technician,1570,yes,no,cellular,4,286,failure,tertiary,no,277,1,1
458,technician,0,no,no,cellular,6,-1,unknown,tertiary,no,581,0,1
4770,technician,0,yes,yes,cellular,2,-1,unknown,secondary,no,163,0,0
603,admin.,131,yes,no,cellular,1,183,success,secondary,no,522,2,1
4754,admin.,0,yes,yes,cellular,1,98,failure,secondary,no,1452,2,1
4627,technician,549,no,no,cellular,1,-1,unknown,tertiary,no,239,0,1
1073,entrepreneur,179,no,no,cellular,2,-1,unknown,secondary,no,47,0,0
3244,services,450,yes,no,unknown,2,-1,unknown,primary,no,374,0,0
5100,services,-271,yes,no,unknown,1,-1,unknown,secondary,no,578,0,1
6670,housemaid,5260,yes,no,cellular,2,-1,unknown,tertiary,no,51,0,0
7309,entrepreneur,905,no,no,cellular,1,-1,unknown,secondary,no,121,0,0
3282,management,2417,yes,no,cellular,2,-1,unknown,tertiary,no,126,0,0
6464,management,399,no,yes,cellular,1,-1,unknown,tertiary,no,126,0,0
5959,technician,477,no,no,cellular,1,-1,unknown,secondary,no,146,0,0
1275,entrepreneur,259,no,no,cellular,1,-1,unknown,unknown,no,63,0,0
6728,blue-collar,73,no,no,unknown,1,-1,unknown,primary,no,116,0,0
1744,management,473,no,no,cellular,1,262,success,tertiary,no,1109,1,1
4619,unemployed,377,no,no,cellular,1,59,failure,tertiary,no,158,2,0
4866,management,278,no,yes,cellular,1,-1,unknown,tertiary,no,194,0,0
4716,services,-349,yes,no,cellular,2,328,failure,secondary,no,111,5,0
6398,admin.,131,yes,yes,unknown,1,-1,unknown,secondary,no,237,0,0
4436,housemaid,212,no,no,cellular,4,-1,unknown,primary,no,81,0,0
829,management,1855,no,no,telephone,6,-1,unknown,tertiary,no,78,0,1
2020,admin.,90,yes,no,cellular,2,347,failure,secondary,no,77,4,0
6529,services,-314,yes,no,unknown,2,-1,unknown,secondary,no,66,0,0
1053,technician,147,yes,no,unknown,1,-1,unknown,secondary,no,374,0,0
2617,technician,0,yes,no,unknown,2,-1,unknown,secondary,no,463,0,0
4706,services,4017,no,no,cellular,1,-1,unknown,secondary,no,156,0,1
6380,retired,9367,no,no,cellular,2,-1,unknown,primary,no,617,0,1
4764,management,1675,no,no,cellular,1,-1,unknown,tertiary,no,181,0,0
1405,management,186,yes,no,cellular,3,-1,unknown,secondary,no,235,0,0
6459,technician,158,no,no,unknown,2,-1,unknown,secondary,no,650,0,1
5180,services,0,yes,yes,cellular,1,-1,unknown,secondary,no,161,0,0
3754,blue-collar,7119,no,yes,telephone,3,-1,unknown,secondary,no,871,0,1
778,management,1795,no,no,cellular,7,-1,unknown,tertiary,no,922,0,1
7111,technician,1838,yes,yes,cellular,8,-1,unknown,secondary,no,221,0,0
1047,services,367,yes,yes,cellular,1,261,failure,secondary,no,155,2,0
856,retired,2048,no,no,cellular,1,-1,unknown,secondary,no,212,0,1
4112,entrepreneur,183,yes,no,unknown,9,-1,unknown,secondary,no,203,0,0
225,blue-collar,377,no,no,cellular,2,-1,unknown,primary,no,645,0,1
1987,technician,99,no,no,telephone,2,-1,unknown,secondary,no,396,0,1
1250,technician,122,no,no,unknown,5,-1,unknown,tertiary,no,73,0,0
7391,admin.,602,no,no,cellular,3,90,success,secondary,no,324,2,1
5823,management,1101,yes,no,telephone,1,-1,unknown,tertiary,no,43,0,0
545,blue-collar,379,yes,yes,cellular,2,-1,unknown,secondary,no,263,0,1
1841,admin.,299,yes,no,cellular,1,321,failure,secondary,no,209,1,0
6028,unemployed,1032,no,no,telephone,1,-1,unknown,tertiary,no,63,0,0
2199,management,1466,no,no,cellular,4,-1,unknown,tertiary,no,111,0,0
5726,blue-collar,5603,no,no,cellular,6,-1,unknown,primary,no,2372,0,1
3500,technician,1612,no,no,cellular,2,353,other,secondary,no,262,1,1
3198,management,104,no,yes,cellular,1,185,success,tertiary,no,509,3,1
614,technician,223,no,yes,cellular,3,-1,unknown,secondary,no,1002,0,1
4042,technician,940,no,no,cellular,2,-1,unknown,secondary,no,1227,0,1
2874,management,6,no,no,telephone,1,-1,unknown,tertiary,no,57,0,0
3737,blue-collar,4996,yes,no,unknown,2,-1,unknown,secondary,no,205,0,0
4109,self-employed,6,yes,no,cellular,1,182,success,tertiary,no,210,2,1
6594,management,385,yes,no,telephone,1,-1,unknown,tertiary,no,154,0,1
1492,technician,165,no,no,cellular,4,-1,unknown,tertiary,no,218,0,0
453,management,2223,no,no,unknown,3,-1,unknown,tertiary,no,67,0,0
3605,blue-collar,7895,yes,no,cellular,1,-1,unknown,secondary,no,872,0,1
2047,retired,7802,no,no,telephone,1,92,success,tertiary,no,421,2,1
1711,management,10583,no,no,cellular,3,98,success,tertiary,no,341,3,1
6962,retired,1843,no,no,cellular,2,-1,unknown,tertiary,no,106,0,1
5448,management,291,yes,no,telephone,2,-1,unknown,tertiary,no,350,0,0
5735,blue-collar,201,yes,no,cellular,2,-1,unknown,primary,no,582,0,1
245,management,37,yes,no,unknown,1,-1,unknown,tertiary,no,412,0,0
387,admin.,30,yes,no,cellular,1,266,failure,secondary,no,98,3,0
2398,blue-collar,1064,yes,no,cellular,2,-1,unknown,primary,no,31,0,0
569,technician,967,no,no,cellular,3,-1,unknown,tertiary,no,210,0,0
1268,services,471,yes,no,cellular,1,345,failure,primary,no,1156,2,1
3191,management,2983,yes,no,cellular,1,-1,unknown,tertiary,no,153,0,0
5500,blue-collar,-81,yes,no,cellular,2,-1,unknown,secondary,no,339,0,0
4975,blue-collar,1125,no,yes,unknown,1,-1,unknown,secondary,no,548,0,0
592,management,558,no,no,cellular,5,-1,unknown,primary,no,268,0,1
2791,unemployed,302,no,no,cellular,3,-1,unknown,tertiary,no,528,0,1
6682,management,416,no,no,cellular,4,-1,unknown,tertiary,no,1217,0,0
5197,services,-504,no,no,cellular,1,-1,unknown,secondary,no,228,0,0
4199,technician,1075,no,no,cellular,1,-1,unknown,tertiary,no,658,0,1
5700,retired,828,no,no,cellular,1,-1,unknown,secondary,no,305,0,1
2339,technician,2838,yes,no,cellular,3,-1,unknown,tertiary,no,620,0,1
7366,blue-collar,1879,no,no,cellular,8,-1,unknown,secondary,no,591,0,1
6593,services,820,yes,no,cellular,2,-1,unknown,secondary,no,135,0,0
6823,entrepreneur,887,yes,no,cellular,1,14,failure,secondary,no,519,2,0
7076,entrepreneur,860,yes,yes,cellular,2,295,failure,secondary,no,96,5,0
714,blue-collar,885,yes,no,cellular,6,-1,unknown,secondary,no,632,0,1
6887,services,702,yes,no,cellular,1,300,failure,secondary,no,303,1,0
4203,technician,2565,yes,no,cellular,2,-1,unknown,tertiary,no,128,0,0
275,management,265,yes,no,unknown,4,-1,unknown,tertiary,no,45,0,0
836,management,-547,yes,yes,cellular,10,-1,unknown,tertiary,no,101,0,0
2736,admin.,1060,yes,no,cellular,2,318,failure,secondary,no,87,3,0
5937,entrepreneur,3676,yes,yes,unknown,1,-1,unknown,primary,no,101,0,0
5445,blue-collar,0,no,no,cellular,1,-1,unknown,secondary,no,133,0,1
4201,admin.,598,yes,no,unknown,1,-1,unknown,secondary,no,189,0,0
1012,technician,2323,yes,yes,cellular,10,-1,unknown,secondary,no,151,0,0
6266,entrepreneur,0,no,no,unknown,1,-1,unknown,secondary,no,1446,0,1
3946,admin.,-122,yes,no,unknown,3,-1,unknown,primary,no,670,0,1
471,management,6840,yes,no,unknown,2,-1,unknown,tertiary,no,1560,0,1
1449,management,441,yes,no,cellular,2,167,other,secondary,no,189,2,0
5,admin.,-76,yes,no,cellular,1,-1,unknown,secondary,no,263,0,0
1257,blue-collar,2265,no,no,cellular,4,99,success,secondary,no,156,2,0
7351,admin.,473,no,no,cellular,2,8,other,secondary,no,175,1,0
5067,technician,3818,no,no,cellular,4,-1,unknown,tertiary,no,100,0,0
4468,management,303,yes,no,cellular,1,195,failure,tertiary,no,50,2,0
6338,housemaid,1015,yes,no,unknown,2,-1,unknown,secondary,no,406,0,1
5042,technician,316,no,no,cellular,2,263,failure,secondary,no,545,4,1
3819,blue-collar,971,yes,no,cellular,1,317,other,secondary,no,283,2,0
2666,management,1299,no,no,cellular,2,-1,unknown,secondary,no,515,0,0
6615,admin.,36,no,no,cellular,6,-1,unknown,secondary,no,192,0,0
6220,retired,1,no,no,cellular,1,184,success,secondary,no,302,1,1
1287,self-employed,931,yes,no,unknown,4,-1,unknown,tertiary,no,200,0,0
707,services,-762,yes,yes,unknown,2,-1,unknown,secondary,no,408,0,0
384,blue-collar,863,yes,no,telephone,3,-1,unknown,primary,no,622,0,1
6972,management,630,no,no,cellular,1,-1,unknown,tertiary,no,285,0,1
6058,student,468,no,no,cellular,2,-1,unknown,unknown,no,270,0,0
4119,technician,1066,no,no,cellular,1,-1,unknown,tertiary,no,200,0,1
4669,management,71,no,no,cellular,1,287,failure,tertiary,no,136,1,0
1006,management,0,yes,no,cellular,1,-1,unknown,tertiary,yes,824,0,1
5512,retired,79,no,no,cellular,2,-1,unknown,primary,no,1106,0,1
4193,services,1625,no,no,cellular,2,-1,unknown,primary,no,459,0,1
3525,entrepreneur,306,yes,no,unknown,3,-1,unknown,tertiary,no,102,0,0
2344,self-employed,3343,no,no,cellular,1,-1,unknown,tertiary,no,235,0,1
5517,management,789,yes,yes,cellular,1,190,other,tertiary,no,93,2,0
2594,technician,720,no,no,cellular,4,-1,unknown,tertiary,no,234,0,0
5648,technician,154,no,no,cellular,2,-1,unknown,tertiary,no,159,0,0
1951,services,81,no,no,cellular,1,-1,unknown,tertiary,no,145,0,1
5948,admin.,265,yes,no,cellular,1,184,failure,secondary,no,414,1,1
5243,services,437,yes,no,cellular,3,-1,unknown,primary,no,546,0,1
3120,self-employed,1579,no,no,cellular,3,-1,unknown,tertiary,no,122,0,0
2057,blue-collar,630,yes,no,cellular,5,-1,unknown,primary,no,219,0,0
5265,management,203,no,no,cellular,1,-1,unknown,tertiary,no,70,0,0
4667,admin.,383,no,yes,cellular,1,214,failure,tertiary,no,119,1,0
504,management,-183,no,no,cellular,1,-1,unknown,tertiary,no,65,0,0
1876,retired,3771,no,no,telephone,1,183,failure,secondary,no,186,1,1
2899,services,43,yes,no,cellular,1,-1,unknown,secondary,no,199,0,0
7411,unknown,179,no,no,cellular,8,-1,unknown,secondary,no,14,0,0
3361,blue-collar,1137,no,no,telephone,1,-1,unknown,primary,no,176,0,1
2237,blue-collar,22,yes,no,cellular,2,302,other,primary,no,1190,2,1
4324,housemaid,-187,yes,no,telephone,7,-1,unknown,primary,no,118,0,0
4538,management,3143,no,no,cellular,2,-1,unknown,tertiary,no,421,0,1
2772,self-employed,1815,no,no,telephone,1,-1,unknown,tertiary,no,1541,0,1
6281,blue-collar,4287,no,no,cellular,1,-1,unknown,secondary,no,171,0,0
2557,entrepreneur,189,no,no,cellular,2,-1,unknown,tertiary,no,253,0,1
3711,self-employed,10052,no,no,cellular,2,-1,unknown,secondary,no,665,0,1
5606,blue-collar,0,yes,no,unknown,3,-1,unknown,secondary,no,48,0,0
4163,blue-collar,-196,yes,no,unknown,2,-1,unknown,primary,no,166,0,0
2379,unemployed,115,no,no,cellular,2,-1,unknown,secondary,no,71,0,0
7154,admin.,146,no,no,cellular,1,91,success,tertiary,no,380,3,1
1100,blue-collar,2655,yes,no,cellular,1,-1,unknown,unknown,no,195,0,0
7310,management,385,no,yes,cellular,4,193,failure,tertiary,no,79,7,0
610,technician,462,no,no,cellular,2,-1,unknown,secondary,no,116,0,0
2697,management,128,yes,no,cellular,3,-1,unknown,tertiary,no,320,0,0
6735,technician,1044,yes,no,cellular,19,-1,unknown,secondary,no,15,0,0
1852,blue-collar,129,yes,no,cellular,2,-1,unknown,primary,no,611,0,1
3261,management,-516,yes,no,unknown,2,-1,unknown,tertiary,no,226,0,0
1158,management,1585,no,no,telephone,5,-1,unknown,tertiary,no,91,0,0
2514,self-employed,2289,yes,yes,cellular,1,-1,unknown,tertiary,no,81,0,0
2442,blue-collar,766,yes,no,unknown,3,-1,unknown,primary,no,350,0,0
6171,management,1223,no,no,cellular,5,-1,unknown,tertiary,no,1092,0,1
7071,technician,-411,yes,no,cellular,3,-1,unknown,tertiary,no,212,0,0
2295,admin.,46,no,no,cellular,4,-1,unknown,tertiary,no,59,0,0
3825,blue-collar,1330,no,no,cellular,1,-1,unknown,secondary,no,390,0,1
6690,entrepreneur,1110,yes,no,cellular,2,183,failure,tertiary,no,888,2,1
7102,unknown,526,no,no,cellular,13,-1,unknown,tertiary,no,130,0,0
2022,services,0,yes,yes,unknown,1,-1,unknown,secondary,no,203,0,0
335,services,1830,yes,no,cellular,1,179,success,primary,no,261,1,1
4312,blue-collar,12198,yes,no,cellular,1,-1,unknown,primary,no,178,0,1
5933,retired,1714,no,no,telephone,1,-1,unknown,secondary,no,127,0,1
5640,blue-collar,3558,no,no,cellular,10,-1,unknown,secondary,no,84,0,0
2927,management,1241,yes,no,cellular,2,-1,unknown,tertiary,no,138,0,0
2556,blue-collar,1844,yes,no,cellular,1,-1,unknown,secondary,no,231,0,0
4414,management,0,yes,no,cellular,1,-1,unknown,tertiary,no,76,0,0
2302,self-employed,347,no,no,unknown,1,-1,unknown,secondary,no,231,0,0
6998,technician,-805,no,no,cellular,6,-1,unknown,tertiary,no,103,0,0
1708,self-employed,14522,no,no,cellular,7,-1,unknown,tertiary,no,221,0,0
3661,admin.,6005,yes,no,cellular,1,323,failure,secondary,no,704,6,1
3923,blue-collar,1238,yes,no,unknown,1,-1,unknown,secondary,no,246,0,0
4273,technician,206,no,no,cellular,2,-1,unknown,tertiary,no,350,0,1
5699,technician,1982,yes,yes,cellular,1,-1,unknown,secondary,no,160,0,1
2015,technician,664,no,no,cellular,3,-1,unknown,secondary,no,309,0,0
3701,blue-collar,4979,no,no,telephone,1,-1,unknown,primary,no,180,0,1
5668,admin.,261,yes,yes,cellular,2,98,success,secondary,no,259,4,1
6456,retired,11,yes,yes,cellular,10,-1,unknown,primary,no,48,0,0
2721,housemaid,454,no,no,cellular,1,-1,unknown,secondary,no,162,0,0
3116,services,48,yes,no,cellular,13,-1,unknown,secondary,no,662,0,1
4453,blue-collar,297,yes,no,unknown,1,-1,unknown,tertiary,no,55,0,0
3880,management,3283,no,no,cellular,2,191,success,tertiary,no,623,2,1
2008,technician,922,yes,no,cellular,1,-1,unknown,secondary,no,304,0,0
3685,technician,-38,no,no,unknown,1,-1,unknown,secondary,no,613,0,0
2963,retired,243,no,no,cellular,1,180,success,primary,no,275,2,1
3843,technician,1473,yes,no,unknown,3,-1,unknown,tertiary,no,84,0,0
5151,retired,315,no,no,cellular,1,-1,unknown,primary,no,154,0,1
2785,management,4348,yes,no,cellular,3,217,failure,tertiary,no,1074,8,0
1481,technician,0,yes,yes,cellular,2,-1,unknown,tertiary,no,440,0,1
2167,retired,999,no,no,cellular,6,-1,unknown,primary,no,188,0,0
6865,management,1308,no,no,cellular,3,-1,unknown,tertiary,no,323,0,0
6824,management,2547,no,no,cellular,1,-1,unknown,tertiary,no,292,0,0
5562,management,0,no,no,cellular,6,-1,unknown,tertiary,no,101,0,0
2273,technician,550,yes,no,unknown,2,-1,unknown,secondary,no,412,0,0
2860,management,490,no,no,cellular,8,98,failure,tertiary,no,207,1,1
6196,technician,514,yes,yes,cellular,1,168,failure,tertiary,no,138,1,0
2115,blue-collar,1568,yes,no,cellular,1,55,other,secondary,no,310,6,1
3949,admin.,139,no,no,cellular,1,-1,unknown,secondary,no,241,0,1
128,blue-collar,1895,yes,no,cellular,1,-1,unknown,primary,no,345,0,0
2540,retired,9367,no,no,cellular,4,92,success,primary,no,700,7,1
5678,management,2974,yes,no,cellular,1,4,failure,tertiary,no,227,1,1
3204,management,72,yes,yes,cellular,5,150,failure,tertiary,no,885,7,1
4412,management,0,yes,no,unknown,12,-1,unknown,tertiary,no,539,0,1
605,technician,1842,yes,yes,cellular,2,300,failure,secondary,no,687,1,0
1761,technician,1327,no,no,cellular,2,-1,unknown,tertiary,no,174,0,0
6990,management,273,yes,no,cellular,1,175,failure,tertiary,no,492,2,1
2016,services,689,yes,yes,cellular,3,-1,unknown,secondary,no,162,0,1
117,entrepreneur,1153,yes,yes,unknown,6,-1,unknown,primary,no,238,0,0
4529,management,2646,no,no,cellular,1,182,success,tertiary,no,221,1,1
