,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,default,day,duration,previous,deposit,prediction_label,prediction_score
6531,59,admin.,1575,yes,no,cellular,aug,11,-1,unknown,married,secondary,no,22,1241,0,1,1,0.8676
6266,40,entrepreneur,3676,yes,yes,unknown,may,1,-1,unknown,married,primary,no,15,101,0,0,0,0.9922
1055,29,blue-collar,16,no,no,unknown,may,3,-1,unknown,single,secondary,no,12,197,0,0,0,0.9832
7611,33,technician,0,no,no,cellular,apr,2,-1,unknown,married,tertiary,no,30,227,0,1,1,0.7987
4286,37,admin.,1967,no,no,telephone,oct,1,-1,unknown,married,secondary,no,27,376,0,1,1,0.9281
2934,32,admin.,620,no,no,cellular,apr,2,343,failure,single,secondary,no,17,211,3,0,1,0.4269
3799,45,blue-collar,2433,no,no,cellular,aug,2,-1,unknown,married,primary,no,6,133,0,0,0,0.9332
5297,36,admin.,465,yes,no,unknown,may,1,-1,unknown,married,secondary,no,20,160,0,0,0,0.9859
424,68,retired,2469,yes,no,telephone,jul,2,-1,unknown,married,secondary,no,15,552,0,1,1,0.737
3634,52,self-employed,385,no,yes,cellular,aug,4,-1,unknown,divorced,secondary,no,26,96,0,0,0,0.9823
1081,41,entrepreneur,8491,yes,no,cellular,nov,1,-1,unknown,married,secondary,no,18,929,0,1,1,0.8683
4377,42,blue-collar,413,yes,no,cellular,aug,2,-1,unknown,married,secondary,no,11,589,0,1,1,0.7087
3667,25,admin.,120,yes,no,unknown,jun,1,-1,unknown,single,secondary,no,3,542,0,0,1,0.7598
846,28,management,3,yes,no,cellular,sep,2,24,other,married,secondary,no,14,112,2,0,0,0.6993
604,56,services,191,no,no,cellular,jul,3,-1,unknown,divorced,secondary,no,23,335,0,0,0,0.7245
7247,56,management,-45,yes,no,unknown,may,6,-1,unknown,married,tertiary,no,30,116,0,0,0,0.9956
1576,32,management,131,no,no,unknown,jun,3,-1,unknown,single,tertiary,no,3,267,0,0,0,0.9454
4911,50,retired,8648,no,no,cellular,may,3,176,failure,married,secondary,no,12,731,1,1,1,0.8647
3801,31,self-employed,84,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,6,157,0,0,0,0.8985
948,28,management,258,no,yes,cellular,apr,1,-1,unknown,married,tertiary,no,17,93,0,0,0,0.6845
4969,35,technician,3549,yes,no,cellular,aug,4,-1,unknown,divorced,secondary,no,13,250,0,0,0,0.7536
4327,33,blue-collar,1240,yes,no,cellular,may,1,-1,unknown,married,secondary,no,12,844,0,1,1,0.8728
97,36,management,93,no,no,cellular,jul,2,182,failure,married,tertiary,no,12,262,7,1,1,0.8903
7520,34,technician,9851,yes,no,cellular,nov,5,-1,unknown,single,tertiary,no,20,128,0,0,0,0.9837
5775,37,admin.,-261,no,yes,cellular,jul,1,-1,unknown,single,secondary,no,10,259,0,0,0,0.9271
4793,59,retired,3444,no,no,cellular,aug,1,185,success,divorced,tertiary,no,10,252,2,1,1,0.9857
591,42,entrepreneur,233,no,no,cellular,feb,1,-1,unknown,married,tertiary,no,5,446,0,0,1,0.7015
2810,48,technician,10655,no,no,telephone,jul,3,-1,unknown,married,secondary,no,31,5,0,0,0,0.9954
2619,48,entrepreneur,318,yes,no,cellular,feb,4,-1,unknown,single,tertiary,no,5,1017,0,1,1,0.8868
4289,26,unemployed,3511,no,no,cellular,apr,2,-1,unknown,single,tertiary,no,30,439,0,1,1,0.8969
2334,37,management,1689,yes,no,unknown,may,2,-1,unknown,married,tertiary,no,29,645,0,0,1,0.4525
190,59,management,2239,no,no,cellular,may,1,-1,unknown,married,tertiary,no,22,431,0,1,1,0.8421
680,31,blue-collar,2194,no,no,cellular,may,2,357,other,single,secondary,no,13,275,1,0,1,0.5226
6363,40,management,0,no,no,cellular,aug,4,-1,unknown,married,tertiary,no,22,61,0,0,0,0.9961
4000,43,management,3518,no,no,cellular,dec,2,196,success,married,tertiary,no,28,206,2,1,1,0.9716
5968,44,technician,7863,no,no,cellular,aug,6,-1,unknown,married,secondary,no,26,59,0,0,0,0.9957
7446,60,retired,894,yes,no,unknown,may,7,-1,unknown,married,primary,no,15,65,0,0,0,0.9945
3107,30,services,117,no,no,cellular,jan,1,-1,unknown,single,secondary,no,28,135,0,0,0,0.6371
4491,28,technician,631,no,no,cellular,apr,7,-1,unknown,single,secondary,no,29,835,0,0,1,0.9173
6399,25,student,3090,no,no,cellular,aug,1,-1,unknown,single,secondary,no,21,139,0,0,0,0.897
2605,31,technician,373,no,no,cellular,aug,5,-1,unknown,single,secondary,no,22,346,0,0,0,0.7364
5719,50,services,1321,no,no,unknown,jun,2,-1,unknown,married,secondary,no,17,271,0,0,0,0.9744
1879,39,blue-collar,39,yes,no,unknown,jun,6,-1,unknown,married,secondary,no,18,34,0,0,0,0.996
5909,39,blue-collar,142,no,yes,cellular,jul,4,-1,unknown,married,secondary,no,14,424,0,0,0,0.6319
6874,37,management,6771,no,no,cellular,mar,1,-1,unknown,married,tertiary,no,5,319,0,1,1,0.9232
7404,59,retired,9676,no,no,telephone,mar,2,-1,unknown,married,tertiary,no,27,234,0,1,1,0.9418
2901,43,self-employed,3173,no,no,unknown,may,1,-1,unknown,single,unknown,no,15,746,0,1,1,0.7201
3372,22,management,104,no,yes,cellular,oct,1,185,success,single,tertiary,no,18,509,3,1,1,0.986
6034,27,technician,393,no,no,cellular,apr,2,-1,unknown,single,tertiary,no,1,165,0,1,1,0.6735
2047,49,blue-collar,408,no,no,cellular,aug,4,-1,unknown,married,primary,no,12,559,0,1,1,0.6228
5195,37,management,565,no,no,cellular,aug,1,93,failure,married,secondary,no,6,174,3,1,1,0.6301
4732,28,technician,11862,no,no,cellular,oct,2,238,other,single,tertiary,no,21,549,13,1,1,0.9219
1469,35,technician,670,no,no,cellular,apr,4,182,success,single,tertiary,no,13,278,2,1,1,0.9753
1596,35,blue-collar,520,yes,no,cellular,apr,1,-1,unknown,married,unknown,no,17,476,0,1,1,0.4955
3340,32,services,0,no,no,cellular,aug,12,-1,unknown,single,tertiary,no,28,23,0,0,0,0.9964
1883,35,management,0,yes,no,telephone,oct,1,-1,unknown,divorced,tertiary,no,29,171,0,1,1,0.8696
1069,29,management,1441,yes,no,cellular,feb,2,-1,unknown,married,tertiary,no,4,80,0,1,0,0.8466
6899,34,entrepreneur,7279,yes,no,cellular,may,1,-1,unknown,married,primary,no,12,882,0,1,1,0.8949
2912,40,technician,2266,no,no,cellular,oct,1,147,failure,married,secondary,no,16,447,5,1,1,0.9325
5979,32,management,1966,no,no,cellular,aug,3,-1,unknown,single,tertiary,no,18,176,0,0,0,0.8739
6697,44,management,0,no,no,unknown,jun,1,-1,unknown,divorced,tertiary,no,6,373,0,0,0,0.8589
670,30,self-employed,2666,no,no,cellular,may,3,89,success,married,tertiary,no,4,781,1,1,1,0.9596
4298,29,management,572,no,no,cellular,jun,1,-1,unknown,single,tertiary,no,4,224,0,1,1,0.9077
2330,30,management,2995,yes,no,cellular,nov,1,-1,unknown,single,tertiary,no,18,329,0,0,0,0.8101
5851,56,management,616,no,no,cellular,apr,1,83,success,married,tertiary,no,30,225,1,1,1,0.9681
1753,41,admin.,2550,yes,no,cellular,may,2,347,failure,divorced,secondary,no,15,894,2,0,1,0.7837
6080,67,management,1287,no,no,cellular,feb,1,-1,unknown,married,secondary,no,2,511,0,0,1,0.7629
3,38,services,-87,yes,no,cellular,may,1,-1,unknown,single,primary,no,13,531,0,0,1,0.6068
4356,38,services,105,no,no,cellular,jul,2,-1,unknown,married,secondary,no,30,244,0,0,0,0.9081
7398,31,management,12569,no,no,cellular,sep,1,295,failure,single,tertiary,no,9,344,1,1,1,0.9454
4584,31,admin.,212,yes,no,cellular,jul,3,-1,unknown,married,secondary,no,18,191,0,0,0,0.9391
4218,32,student,0,no,no,cellular,feb,3,276,failure,single,tertiary,no,4,233,2,1,1,0.6655
3111,35,technician,22,no,no,cellular,aug,1,-1,unknown,married,tertiary,no,11,109,0,0,0,0.8331
2169,61,retired,86,no,no,cellular,jan,1,94,success,married,secondary,no,25,639,1,1,1,0.944
6923,33,student,1170,no,no,cellular,apr,1,-1,unknown,single,unknown,no,30,352,0,1,1,0.9342
4780,56,management,2333,no,no,cellular,may,1,-1,unknown,married,tertiary,no,4,244,0,1,1,0.9158
2591,33,blue-collar,0,yes,no,telephone,jul,3,-1,unknown,married,secondary,no,14,305,0,0,0,0.8371
4016,48,management,1808,yes,no,cellular,feb,1,-1,unknown,married,tertiary,no,26,245,0,1,1,0.8647
2723,32,technician,1097,yes,no,unknown,may,2,-1,unknown,divorced,secondary,no,12,298,0,0,0,0.9692
3459,25,management,219,no,no,cellular,aug,1,96,success,single,tertiary,no,4,576,1,1,1,0.9757
4438,44,technician,945,yes,no,cellular,aug,1,-1,unknown,married,secondary,no,4,190,0,0,1,0.7317
5407,31,admin.,4198,no,no,cellular,nov,1,-1,unknown,single,secondary,no,25,234,0,1,1,0.6207
7206,39,blue-collar,462,yes,no,cellular,may,1,-1,unknown,married,secondary,no,13,590,0,1,1,0.675
4477,32,services,5806,yes,no,cellular,nov,2,-1,unknown,single,secondary,no,20,1503,0,1,1,0.922
1503,33,student,1536,no,no,cellular,feb,1,92,success,married,secondary,no,9,359,3,1,1,0.965
2979,33,management,516,yes,no,cellular,nov,4,-1,unknown,married,tertiary,no,19,245,0,0,0,0.9267
492,34,blue-collar,261,yes,no,cellular,feb,5,251,failure,married,secondary,no,3,88,3,0,0,0.9869
368,71,retired,4388,no,no,cellular,jul,2,-1,unknown,married,tertiary,no,8,896,0,1,1,0.8977
7591,46,technician,1353,no,no,cellular,aug,5,-1,unknown,married,secondary,no,18,528,0,1,1,0.8519
6702,56,retired,5769,no,no,unknown,jun,3,-1,unknown,married,tertiary,no,20,15,0,0,0,0.9922
4516,50,services,77,no,no,cellular,may,2,-1,unknown,married,secondary,no,27,138,0,0,0,0.8807
7064,36,services,472,yes,no,unknown,jun,1,-1,unknown,married,secondary,no,19,1017,0,0,1,0.7232
3248,28,technician,227,no,no,cellular,apr,1,-1,unknown,single,secondary,no,30,278,0,1,1,0.8949
251,46,technician,1590,yes,no,cellular,jul,2,-1,unknown,married,secondary,no,15,59,0,0,0,0.9899
2240,48,blue-collar,1596,yes,no,unknown,may,1,-1,unknown,married,secondary,no,14,760,0,1,1,0.6947
2936,30,unemployed,302,no,no,cellular,feb,3,-1,unknown,single,tertiary,no,11,528,0,1,1,0.8847
2753,51,technician,0,yes,no,unknown,may,2,-1,unknown,divorced,secondary,no,28,463,0,0,0,0.7569
3456,23,blue-collar,94,yes,no,unknown,may,1,-1,unknown,married,secondary,no,5,193,0,0,0,0.9873
5764,40,blue-collar,188,yes,yes,unknown,jun,2,-1,unknown,married,secondary,no,20,570,0,1,1,0.7086
4866,27,unemployed,771,no,no,cellular,oct,1,302,other,single,secondary,no,21,181,3,1,1,0.8343
2099,42,blue-collar,490,yes,no,unknown,may,2,-1,unknown,married,secondary,no,5,386,0,0,0,0.9544
6074,31,student,3511,no,no,cellular,oct,1,96,success,single,secondary,no,6,311,1,1,1,0.961
575,25,admin.,220,no,no,cellular,may,1,-1,unknown,single,tertiary,no,26,68,0,0,0,0.9173
7767,51,management,4305,yes,no,cellular,may,1,-1,unknown,single,tertiary,no,4,126,0,0,0,0.8461
7368,44,self-employed,1070,yes,no,cellular,apr,1,160,other,divorced,tertiary,no,30,381,2,1,1,0.7589
5785,32,management,2431,yes,no,cellular,may,5,-1,unknown,married,tertiary,no,14,646,0,1,1,0.8009
1878,40,services,19343,yes,no,cellular,nov,4,179,failure,single,secondary,no,21,13,4,0,0,0.9917
2274,60,admin.,478,no,no,cellular,jul,2,311,failure,married,unknown,no,19,173,8,1,1,0.4214
5016,57,blue-collar,8403,no,no,unknown,jun,11,-1,unknown,married,primary,no,20,11,0,0,0,0.9958
3238,34,blue-collar,505,yes,no,unknown,may,1,-1,unknown,single,primary,no,13,351,0,0,0,0.9632
6968,36,management,3949,no,no,cellular,jan,2,-1,unknown,married,tertiary,no,28,130,0,1,1,0.4683
7658,33,management,1514,no,no,cellular,aug,1,728,failure,married,tertiary,no,10,447,2,1,1,0.9738
6328,67,retired,1746,no,no,cellular,aug,1,-1,unknown,divorced,primary,no,5,134,0,0,0,0.8273
6635,35,admin.,304,no,no,cellular,mar,1,-1,unknown,married,secondary,no,18,237,0,1,1,0.8668
3384,31,services,181,no,no,cellular,aug,1,104,success,single,secondary,no,12,182,1,1,1,0.964
2025,58,self-employed,1636,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,15,187,0,0,1,0.8245
6924,29,blue-collar,0,no,no,cellular,feb,2,-1,unknown,single,secondary,no,6,437,0,0,1,0.4891
7480,41,management,456,yes,no,cellular,aug,4,-1,unknown,married,secondary,no,11,734,0,1,1,0.7488
6160,24,management,1506,no,no,cellular,jun,2,95,success,single,tertiary,no,12,239,4,1,1,0.9693
5760,36,management,335,no,no,unknown,oct,1,772,failure,single,tertiary,no,10,5,4,0,0,0.9029
2884,30,management,502,no,yes,cellular,jul,1,-1,unknown,single,tertiary,no,18,572,0,1,1,0.7911
1505,57,management,657,yes,no,telephone,may,5,-1,unknown,married,secondary,no,11,20,0,0,0,0.993
74,35,technician,13658,yes,no,telephone,dec,2,-1,unknown,married,secondary,no,9,220,0,0,1,0.6092
3748,30,management,7,yes,no,cellular,aug,1,164,other,married,tertiary,no,28,173,4,1,1,0.7637
1944,31,entrepreneur,301,yes,no,cellular,feb,1,-1,unknown,single,unknown,no,4,371,0,0,0,0.6834
3108,48,technician,197,no,yes,cellular,feb,2,222,other,married,secondary,no,3,47,3,0,0,0.9928
2675,59,retired,3444,no,no,cellular,feb,2,-1,unknown,divorced,tertiary,no,6,241,0,1,1,0.7832
7059,40,technician,-496,no,no,telephone,jul,2,-1,unknown,married,secondary,no,28,22,0,0,0,0.9951
972,48,technician,479,no,no,unknown,may,5,-1,unknown,single,secondary,no,20,148,0,0,0,0.99
69,65,retired,1948,no,no,cellular,feb,2,-1,unknown,married,tertiary,no,2,102,0,0,0,0.7773
791,77,retired,0,no,no,cellular,sep,1,-1,unknown,divorced,secondary,no,25,210,0,1,1,0.9115
6873,35,admin.,404,yes,no,unknown,may,1,-1,unknown,married,secondary,no,29,539,0,1,1,0.4424
4467,44,admin.,429,yes,no,telephone,oct,1,-1,unknown,divorced,primary,no,23,80,0,1,1,0.6052
1691,55,blue-collar,660,no,no,unknown,jun,1,-1,unknown,married,secondary,no,5,348,0,0,0,0.9607
7403,52,blue-collar,-191,yes,no,unknown,may,1,-1,unknown,divorced,primary,no,15,755,0,1,1,0.7307
1378,37,management,586,yes,no,cellular,jul,2,-1,unknown,married,tertiary,no,11,141,0,0,0,0.9663
2415,56,blue-collar,771,yes,yes,unknown,jun,1,-1,unknown,married,secondary,no,19,254,0,0,0,0.9746
4418,25,admin.,1141,yes,no,cellular,may,1,347,failure,single,tertiary,no,5,718,1,0,1,0.6469
689,49,services,7019,yes,no,cellular,jun,1,368,failure,married,secondary,no,2,263,3,1,1,0.7885
6896,51,unemployed,0,no,no,cellular,jul,2,-1,unknown,divorced,tertiary,no,31,574,0,1,1,0.9054
3074,29,management,573,yes,yes,unknown,jun,4,-1,unknown,single,tertiary,no,16,190,0,0,0,0.9828
5526,33,technician,5083,no,no,cellular,oct,1,96,other,married,secondary,no,27,161,2,0,1,0.7478
3489,41,blue-collar,0,yes,yes,unknown,may,1,-1,unknown,married,primary,no,6,238,0,0,0,0.9872
6675,45,admin.,205,no,no,cellular,aug,1,92,success,married,secondary,no,4,180,3,1,1,0.9624
3339,30,blue-collar,49,no,no,cellular,jan,2,-1,unknown,single,secondary,no,30,808,0,1,1,0.71
6550,56,management,870,no,no,cellular,may,1,179,success,married,primary,no,14,220,1,1,1,0.9684
6483,33,student,2321,no,no,cellular,apr,2,381,failure,single,unknown,no,15,699,2,0,1,0.8368
3499,31,unknown,3,no,no,cellular,jul,2,-1,unknown,married,secondary,no,20,91,0,0,0,0.9739
5849,18,student,608,no,no,cellular,nov,1,93,success,single,primary,no,13,210,1,1,1,0.9868
4369,25,technician,139,no,yes,cellular,oct,1,-1,unknown,single,secondary,no,12,138,0,1,1,0.7952
1948,54,management,2895,yes,no,cellular,feb,2,256,failure,married,secondary,no,9,20,1,0,0,0.9226
82,35,self-employed,951,yes,no,cellular,nov,2,-1,unknown,single,secondary,no,19,220,0,0,0,0.955
6067,32,admin.,620,yes,no,unknown,may,3,-1,unknown,single,secondary,no,26,1234,0,1,1,0.9198
5814,58,retired,565,no,no,telephone,oct,1,93,success,married,primary,no,8,153,1,1,1,0.9444
404,22,admin.,114,no,no,cellular,mar,1,-1,unknown,single,secondary,no,30,517,0,1,1,0.9372
844,31,self-employed,2589,no,no,cellular,nov,1,-1,unknown,single,tertiary,no,21,614,0,1,1,0.82
769,40,admin.,877,yes,no,cellular,nov,3,177,failure,single,secondary,no,21,12,6,0,0,0.9937
2104,27,management,178,yes,no,unknown,jun,2,-1,unknown,single,secondary,no,3,732,0,1,1,0.8885
267,32,technician,599,no,no,cellular,nov,1,-1,unknown,married,secondary,no,19,79,0,0,0,0.964
3707,44,technician,7649,no,no,cellular,aug,6,-1,unknown,married,secondary,no,20,188,0,0,0,0.8913
3291,54,management,24,no,no,cellular,jul,10,-1,unknown,married,unknown,no,31,12,0,0,0,0.9981
3851,38,technician,20,no,no,cellular,feb,1,-1,unknown,married,secondary,no,2,147,0,0,0,0.8235
5801,34,blue-collar,129,yes,yes,cellular,nov,1,200,success,single,unknown,no,16,295,2,1,1,0.9853
3642,29,self-employed,2305,no,no,cellular,may,2,-1,unknown,married,tertiary,no,27,82,0,0,0,0.8848
1405,40,management,964,yes,no,telephone,may,3,-1,unknown,married,tertiary,no,13,95,0,0,0,0.9786
5616,34,admin.,140,yes,no,cellular,may,2,365,failure,divorced,secondary,no,8,81,1,0,0,0.8751
4885,46,blue-collar,336,yes,no,cellular,aug,3,457,other,married,unknown,no,14,260,1,1,1,0.786
2246,45,unknown,406,no,no,cellular,sep,1,-1,unknown,married,tertiary,no,7,314,0,1,1,0.8772
3817,26,entrepreneur,101,yes,no,cellular,feb,1,268,failure,single,secondary,no,5,810,1,1,1,0.8524
6950,31,blue-collar,1779,yes,no,unknown,jun,2,-1,unknown,married,secondary,no,5,85,0,0,0,0.9807
3777,56,technician,751,yes,no,cellular,may,8,177,failure,single,secondary,no,15,43,5,0,0,0.9781
4812,30,admin.,4448,no,no,cellular,feb,8,-1,unknown,single,secondary,no,11,112,0,1,1,0.702
3711,29,technician,2178,no,no,cellular,oct,2,139,other,single,tertiary,no,22,260,1,1,1,0.9169
3324,36,management,0,no,no,cellular,aug,1,-1,unknown,divorced,tertiary,no,4,1165,0,1,1,0.9301
6447,32,entrepreneur,73,yes,no,cellular,nov,1,135,failure,married,unknown,no,21,158,1,0,0,0.9044
585,77,retired,2590,no,no,telephone,nov,3,277,failure,married,primary,no,13,212,12,1,1,0.8611
7781,55,admin.,602,no,no,cellular,jun,3,90,success,married,secondary,no,1,324,2,1,1,0.9837
7786,41,management,465,yes,no,cellular,jul,1,-1,unknown,divorced,unknown,no,22,1508,0,1,1,0.8518
6081,30,student,1681,no,no,cellular,mar,1,106,success,single,secondary,no,23,128,2,1,1,0.9267
5475,26,management,390,no,no,cellular,aug,1,-1,unknown,single,tertiary,no,7,325,0,1,1,0.6745
4984,41,unemployed,0,no,no,cellular,oct,3,-1,unknown,married,tertiary,no,30,373,0,1,1,0.9376
6822,48,management,399,no,yes,cellular,aug,1,-1,unknown,single,tertiary,no,7,126,0,0,0,0.9398
4331,26,unemployed,111,no,no,cellular,jul,1,-1,unknown,single,secondary,no,9,537,0,1,1,0.8696
556,39,technician,130,no,no,cellular,jul,2,-1,unknown,married,secondary,no,8,202,0,0,0,0.9167
4535,48,technician,759,yes,no,cellular,jul,5,-1,unknown,married,secondary,no,28,84,0,0,0,0.9937
6031,26,technician,855,yes,no,unknown,may,2,-1,unknown,single,secondary,no,28,87,0,0,0,0.9805
4205,37,technician,265,yes,yes,cellular,feb,1,366,failure,single,secondary,no,3,140,2,1,0,0.8215
6611,48,technician,0,no,no,unknown,jun,4,-1,unknown,single,tertiary,no,16,73,0,0,0,0.9925
4998,53,management,232,yes,no,telephone,jan,1,-1,unknown,married,tertiary,no,29,32,0,0,0,0.9942
199,39,entrepreneur,1,yes,yes,unknown,may,1,-1,unknown,married,tertiary,yes,29,102,0,0,0,0.9939
3008,36,management,490,no,no,cellular,aug,8,98,failure,single,tertiary,no,28,207,1,1,1,0.7397
4758,39,management,51,no,no,cellular,aug,2,-1,unknown,married,tertiary,no,20,140,0,0,0,0.9773
4696,49,management,1167,yes,yes,cellular,sep,1,91,success,married,tertiary,no,24,249,14,1,1,0.975
73,40,management,193,no,no,cellular,aug,6,-1,unknown,married,tertiary,no,18,105,0,0,0,0.9834
2176,41,blue-collar,1461,yes,no,unknown,jun,2,-1,unknown,married,primary,no,6,554,0,1,1,0.6531
3139,35,blue-collar,51,yes,no,unknown,may,2,-1,unknown,married,primary,no,28,593,0,0,1,0.4763
3828,30,management,2,no,no,cellular,aug,21,-1,unknown,single,tertiary,no,27,19,0,0,0,0.996
2547,50,self-employed,5312,no,no,cellular,jul,3,-1,unknown,married,secondary,no,23,106,0,0,0,0.9877
6963,50,technician,-97,yes,no,cellular,apr,1,306,failure,single,secondary,no,8,425,2,0,0,0.7569
2699,56,services,616,no,no,unknown,jun,1,-1,unknown,married,unknown,no,18,1812,0,0,1,0.8467
6613,32,management,935,no,no,cellular,nov,1,91,success,single,tertiary,no,9,165,7,1,1,0.9468
5634,34,management,757,no,no,cellular,aug,4,-1,unknown,single,tertiary,no,18,37,0,0,0,0.9901
2640,66,housemaid,1230,no,no,cellular,dec,3,-1,unknown,married,primary,no,17,726,0,1,1,0.8964
76,36,student,172,no,no,unknown,jun,1,-1,unknown,single,unknown,no,12,81,0,0,0,0.9315
3549,32,blue-collar,415,yes,no,unknown,jun,4,-1,unknown,married,primary,no,2,777,0,1,1,0.713
3381,30,admin.,1794,no,no,cellular,nov,1,-1,unknown,married,secondary,no,20,1035,0,1,1,0.9093
6665,46,technician,332,yes,no,unknown,may,1,-1,unknown,married,secondary,no,9,772,0,1,1,0.7058
3649,35,technician,518,yes,no,cellular,apr,1,-1,unknown,married,secondary,no,30,616,0,1,1,0.8715
787,45,self-employed,7,no,no,cellular,nov,1,-1,unknown,married,secondary,no,20,691,0,1,1,0.7906
3116,51,management,469,no,no,cellular,oct,1,182,success,married,tertiary,no,14,491,3,1,1,0.9888
656,28,admin.,5,yes,no,cellular,jul,1,-1,unknown,married,secondary,no,18,121,0,0,0,0.9632
7259,30,admin.,305,no,no,cellular,apr,1,85,success,single,tertiary,no,30,633,2,1,1,0.958
4241,45,blue-collar,0,yes,no,cellular,apr,1,192,failure,single,secondary,no,26,1472,4,1,1,0.958
2807,28,blue-collar,-46,yes,no,cellular,mar,1,89,failure,single,secondary,no,2,525,11,1,1,0.7734
1293,31,admin.,430,yes,no,cellular,apr,2,-1,unknown,single,secondary,no,15,103,0,0,0,0.867
4096,26,unemployed,461,no,no,cellular,jan,1,-1,unknown,single,secondary,no,28,214,0,0,0,0.7678
5102,78,retired,527,no,no,cellular,sep,1,-1,unknown,divorced,primary,no,16,193,0,1,1,0.9249
4170,55,admin.,139,no,no,cellular,apr,1,-1,unknown,married,secondary,no,30,241,0,1,1,0.7569
7470,30,services,1336,yes,no,cellular,may,3,355,failure,divorced,secondary,no,18,13,5,0,0,0.9885
1699,31,self-employed,17924,yes,no,cellular,nov,3,-1,unknown,single,tertiary,no,21,608,0,0,1,0.7205
2383,41,admin.,982,no,no,cellular,jul,1,-1,unknown,single,tertiary,no,23,105,0,0,0,0.9585
5541,29,technician,-397,yes,no,unknown,may,1,-1,unknown,single,secondary,yes,28,114,0,0,0,0.9838
6446,49,blue-collar,23,yes,no,unknown,may,1,-1,unknown,married,primary,no,23,247,0,0,0,0.9862
7775,29,admin.,127,yes,yes,cellular,apr,1,-1,unknown,single,secondary,no,20,314,0,0,0,0.8254
6630,28,blue-collar,4287,no,no,cellular,apr,1,-1,unknown,married,secondary,no,30,171,0,0,1,0.6511
6493,36,admin.,4708,no,no,cellular,dec,1,171,failure,divorced,tertiary,no,3,284,1,1,1,0.9486
428,64,retired,4833,no,no,cellular,oct,1,181,failure,divorced,secondary,no,20,621,3,1,1,0.903
5929,38,management,5432,yes,yes,cellular,apr,1,149,failure,married,tertiary,no,17,707,2,0,1,0.7579
387,35,self-employed,524,yes,no,cellular,nov,4,-1,unknown,married,secondary,no,21,484,0,0,1,0.6124
5482,31,management,924,no,no,cellular,feb,1,-1,unknown,single,tertiary,no,27,172,0,1,1,0.8867
4386,43,technician,3723,yes,no,cellular,aug,4,-1,unknown,married,secondary,no,11,134,0,0,0,0.9729
7441,25,student,480,no,no,cellular,sep,1,-1,unknown,single,unknown,no,8,140,0,1,1,0.8278
4378,27,management,151,yes,no,cellular,jul,1,-1,unknown,single,tertiary,no,16,496,0,1,1,0.7979
5896,43,housemaid,800,yes,no,cellular,may,1,-1,unknown,single,primary,no,13,902,0,1,1,0.9097
2345,27,blue-collar,2486,yes,no,unknown,may,1,-1,unknown,single,secondary,no,29,733,0,1,1,0.7899
922,41,management,0,yes,no,cellular,nov,3,-1,unknown,married,tertiary,no,18,897,0,1,1,0.8448
3503,35,technician,410,yes,no,cellular,nov,2,-1,unknown,married,secondary,no,20,67,0,0,0,0.9869
2666,26,blue-collar,-29,yes,no,cellular,jul,4,-1,unknown,single,secondary,no,10,998,0,1,1,0.9429
1603,46,self-employed,0,no,no,unknown,aug,1,-1,unknown,divorced,secondary,no,10,6,0,0,0,0.9949
1509,46,blue-collar,2775,no,yes,cellular,jul,1,-1,unknown,divorced,primary,no,8,188,0,0,0,0.8877
2928,26,management,943,no,no,cellular,nov,1,195,success,single,tertiary,no,11,166,1,1,1,0.9618
2010,32,management,578,no,yes,cellular,jul,2,-1,unknown,married,tertiary,no,22,29,0,0,0,0.9932
2825,34,services,2918,no,yes,cellular,jun,1,196,success,married,secondary,no,4,246,2,1,1,0.9739
5317,37,technician,6714,yes,no,unknown,may,1,-1,unknown,single,secondary,no,23,90,0,0,0,0.9795
7128,36,unemployed,1766,no,no,unknown,jun,2,-1,unknown,married,secondary,no,11,595,0,1,1,0.7537
5709,32,blue-collar,70,yes,no,unknown,may,6,-1,unknown,single,secondary,no,26,118,0,0,0,0.9923
1375,34,technician,883,no,no,cellular,aug,3,-1,unknown,married,secondary,no,14,163,0,0,0,0.7912
4742,32,management,623,no,no,cellular,jul,3,194,failure,single,tertiary,no,6,335,2,1,1,0.8679
2739,51,management,4917,no,no,cellular,apr,1,-1,unknown,married,tertiary,no,23,113,0,1,1,0.8696
6410,44,blue-collar,1529,yes,no,cellular,apr,1,-1,unknown,married,unknown,no,30,347,0,1,1,0.6758
1059,44,self-employed,2734,yes,no,cellular,may,4,-1,unknown,single,tertiary,no,12,897,0,1,1,0.8813
4033,36,admin.,810,yes,no,unknown,jun,1,-1,unknown,single,secondary,no,17,296,0,0,0,0.9482
254,40,management,37,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,no,16,412,0,0,0,0.9348
7015,38,technician,1478,no,no,cellular,aug,4,-1,unknown,married,secondary,no,12,926,0,1,1,0.9123
6387,50,management,453,no,yes,unknown,jul,1,-1,unknown,married,tertiary,no,4,608,0,0,1,0.7671
1629,39,blue-collar,186,yes,no,unknown,may,3,-1,unknown,married,primary,no,16,208,0,0,0,0.9918
5328,60,technician,316,no,no,cellular,may,2,263,failure,married,secondary,no,4,545,4,1,1,0.8418
860,31,management,354,no,no,cellular,apr,1,9,success,single,tertiary,no,30,502,2,1,1,0.9531
