,age,job,balance,contact,campaign,pdays,poutcome,deposit
3062,33,self-employed,215,cellular,12,-1,unknown,no
5760,36,management,335,unknown,1,772,failure,no
4738,31,management,713,cellular,1,-1,unknown,no
6979,33,technician,303,cellular,1,301,success,yes
957,33,blue-collar,661,cellular,1,-1,unknown,yes
1967,50,entrepreneur,556,unknown,2,-1,unknown,no
6715,44,management,3665,cellular,1,-1,unknown,no
780,54,blue-collar,-636,unknown,3,-1,unknown,no
3285,55,management,7803,cellular,1,-1,unknown,yes
4473,29,admin.,382,unknown,1,-1,unknown,no
5894,36,unemployed,871,cellular,3,-1,unknown,yes
3858,38,unemployed,7005,cellular,1,202,success,yes
4622,47,housemaid,1453,unknown,1,-1,unknown,no
6990,83,retired,1097,telephone,1,-1,unknown,yes
1464,37,admin.,0,unknown,1,-1,unknown,no
7385,37,services,608,cellular,3,-1,unknown,no
3144,26,blue-collar,184,cellular,2,6,other,no
2310,70,retired,4982,cellular,2,-1,unknown,no
3777,56,technician,751,cellular,8,177,failure,no
3168,45,blue-collar,61,cellular,1,-1,unknown,no
5459,60,blue-collar,1262,unknown,1,-1,unknown,yes
4994,38,blue-collar,0,cellular,1,173,failure,no
6951,45,services,482,unknown,2,-1,unknown,no
4852,32,management,282,cellular,2,-1,unknown,no
3293,24,management,448,cellular,1,-1,unknown,yes
3919,45,blue-collar,0,cellular,1,165,failure,no
5627,38,management,715,cellular,1,132,failure,no
6167,45,admin.,236,cellular,2,-1,unknown,yes
1902,30,admin.,370,unknown,1,-1,unknown,no
112,37,services,4151,cellular,4,-1,unknown,yes
6079,69,retired,4572,telephone,2,56,other,yes
460,26,admin.,313,cellular,1,96,success,yes
4448,35,blue-collar,106,cellular,5,-1,unknown,no
4290,26,blue-collar,941,cellular,1,-1,unknown,yes
6407,42,admin.,445,unknown,2,-1,unknown,no
2609,38,blue-collar,0,cellular,2,-1,unknown,yes
6157,34,blue-collar,2994,cellular,1,176,failure,no
4516,50,services,77,cellular,2,-1,unknown,no
3316,30,technician,590,unknown,3,-1,unknown,no
3579,39,services,-311,cellular,2,345,other,no
6490,37,blue-collar,811,cellular,3,-1,unknown,no
2972,27,admin.,451,cellular,1,-1,unknown,yes
2864,32,technician,4654,cellular,1,128,failure,yes
5002,40,blue-collar,570,unknown,3,-1,unknown,no
756,31,student,3511,cellular,1,-1,unknown,yes
3303,48,entrepreneur,0,cellular,2,-1,unknown,yes
2110,25,unemployed,343,cellular,1,-1,unknown,yes
463,29,admin.,306,cellular,4,-1,unknown,yes
3011,60,retired,5632,cellular,7,-1,unknown,no
4856,28,student,205,cellular,3,184,other,yes
6199,38,admin.,0,cellular,3,-1,unknown,no
4211,30,services,-114,cellular,2,-1,unknown,no
6237,52,retired,603,unknown,1,-1,unknown,no
4483,41,admin.,2002,cellular,2,350,failure,no
2064,46,management,-337,cellular,2,-1,unknown,no
3450,40,technician,284,cellular,2,-1,unknown,yes
2638,80,retired,235,cellular,1,223,other,yes
6281,57,technician,96,cellular,4,-1,unknown,yes
288,35,blue-collar,1792,cellular,6,-1,unknown,yes
4042,40,blue-collar,830,cellular,3,370,failure,yes
5667,58,retired,3237,telephone,1,-1,unknown,yes
6551,35,admin.,11,cellular,4,-1,unknown,no
6044,31,technician,2544,cellular,1,184,success,yes
4984,41,unemployed,0,cellular,3,-1,unknown,yes
3733,35,management,1380,cellular,1,-1,unknown,yes
2218,45,unknown,44,unknown,1,-1,unknown,no
3088,34,management,557,cellular,1,-1,unknown,no
6034,27,technician,393,cellular,2,-1,unknown,yes
4659,32,management,11,cellular,1,-1,unknown,no
1899,25,self-employed,42,cellular,1,-1,unknown,yes
2870,30,technician,930,cellular,1,-1,unknown,yes
584,35,blue-collar,3623,telephone,1,-1,unknown,yes
1567,34,technician,294,cellular,3,-1,unknown,yes
861,35,management,2707,cellular,1,-1,unknown,yes
2133,56,blue-collar,665,unknown,2,-1,unknown,no
5974,27,student,6036,cellular,1,181,failure,yes
2382,25,management,-242,cellular,4,332,other,yes
6708,78,management,1780,cellular,2,185,success,yes
1297,41,services,241,unknown,1,-1,unknown,no
7053,28,unemployed,236,cellular,3,-1,unknown,no
2822,43,admin.,59,cellular,3,-1,unknown,no
5145,32,blue-collar,700,unknown,1,-1,unknown,yes
2174,34,management,13014,cellular,1,-1,unknown,yes
2348,59,blue-collar,-546,cellular,6,-1,unknown,yes
2281,50,technician,1717,telephone,8,-1,unknown,no
3569,47,technician,-813,unknown,25,-1,unknown,no
1217,38,admin.,1767,cellular,7,-1,unknown,yes
2624,30,management,222,cellular,4,-1,unknown,no
787,45,self-employed,7,cellular,1,-1,unknown,yes
2342,34,technician,7050,cellular,1,-1,unknown,yes
4205,37,technician,265,cellular,1,366,failure,yes
3534,39,unemployed,265,unknown,1,555,other,yes
4345,26,services,-72,unknown,9,-1,unknown,no
5866,37,services,0,cellular,4,-1,unknown,no
4623,25,services,10,cellular,1,294,failure,no
3287,28,self-employed,1579,cellular,3,-1,unknown,no
1147,40,management,0,cellular,1,-1,unknown,no
3942,32,blue-collar,4996,unknown,2,-1,unknown,no
5226,52,housemaid,3798,cellular,1,-1,unknown,yes
4281,49,services,1114,cellular,1,-1,unknown,no
951,34,management,11,cellular,1,-1,unknown,no
2014,28,technician,1086,cellular,3,-1,unknown,yes
654,22,student,64,cellular,1,-1,unknown,no
2839,33,technician,177,unknown,1,-1,unknown,no
4441,36,technician,376,cellular,1,92,success,yes
4621,41,unemployed,7968,cellular,1,184,success,yes
5905,33,services,152,cellular,2,365,success,yes
4553,49,management,0,telephone,1,-1,unknown,yes
7254,34,admin.,79,cellular,1,92,success,yes
2153,39,management,2981,cellular,1,-1,unknown,yes
816,39,management,1234,telephone,4,-1,unknown,no
7437,29,technician,2485,telephone,6,-1,unknown,no
1806,35,management,146,cellular,2,-1,unknown,yes
3541,23,services,31,cellular,1,-1,unknown,yes
3340,32,services,0,cellular,12,-1,unknown,no
6901,29,management,1566,unknown,1,-1,unknown,no
886,30,management,222,cellular,1,204,other,no
4341,57,blue-collar,2058,telephone,2,-1,unknown,no
5831,74,retired,1413,cellular,2,-1,unknown,yes
5940,26,technician,237,cellular,3,-1,unknown,yes
1648,52,self-employed,517,cellular,4,-1,unknown,no
118,29,blue-collar,162,cellular,3,-1,unknown,no
6026,50,blue-collar,204,unknown,1,-1,unknown,no
2389,31,self-employed,414,cellular,5,-1,unknown,no
1522,54,admin.,1693,cellular,1,87,other,yes
2858,40,blue-collar,34,cellular,2,344,failure,no
1846,51,management,1610,unknown,3,-1,unknown,yes
7059,40,technician,-496,telephone,2,-1,unknown,no
2861,60,retired,8121,cellular,7,-1,unknown,no
2567,41,management,144,cellular,3,-1,unknown,no
7755,28,management,-994,cellular,2,-1,unknown,no
2121,39,technician,393,cellular,1,94,success,yes
5086,36,blue-collar,-308,cellular,1,-1,unknown,yes
6847,29,technician,344,unknown,2,-1,unknown,no
6864,31,technician,1173,cellular,3,-1,unknown,yes
4432,27,blue-collar,535,cellular,1,87,success,yes
1505,57,management,657,telephone,5,-1,unknown,no
6823,32,technician,267,cellular,1,-1,unknown,no
3273,34,blue-collar,6718,cellular,4,97,other,no
115,44,management,4119,telephone,1,-1,unknown,yes
4855,61,blue-collar,1428,unknown,2,-1,unknown,no
4883,31,technician,109,unknown,1,-1,unknown,no
3290,64,retired,380,cellular,1,-1,unknown,yes
366,65,retired,2416,cellular,2,-1,unknown,yes
7364,39,technician,211,telephone,2,-1,unknown,no
6688,36,housemaid,78,telephone,9,-1,unknown,yes
5380,31,technician,2388,cellular,1,-1,unknown,no
5657,51,housemaid,9228,cellular,4,-1,unknown,yes
3322,35,technician,13460,cellular,3,-1,unknown,yes
354,27,blue-collar,1049,telephone,3,-1,unknown,no
5819,39,management,120,unknown,1,-1,unknown,no
4039,41,entrepreneur,1588,unknown,8,-1,unknown,no
476,56,self-employed,0,cellular,1,-1,unknown,no
4562,42,blue-collar,0,cellular,2,-1,unknown,no
5758,46,admin.,517,cellular,3,-1,unknown,no
6515,54,technician,2102,cellular,1,626,failure,yes
1290,27,services,504,cellular,5,362,other,no
5195,37,management,565,cellular,1,93,failure,yes
7333,37,blue-collar,168,cellular,2,-1,unknown,no
6781,44,management,1058,cellular,3,-1,unknown,yes
4808,32,blue-collar,604,cellular,2,196,other,no
1639,37,management,620,cellular,3,-1,unknown,no
2936,30,unemployed,302,cellular,3,-1,unknown,yes
3741,31,unemployed,284,cellular,1,-1,unknown,yes
4401,31,services,447,cellular,3,-1,unknown,yes
1206,31,technician,454,cellular,1,-1,unknown,yes
3306,36,services,0,unknown,1,-1,unknown,yes
7021,28,blue-collar,0,cellular,4,-1,unknown,no
6358,33,technician,6843,cellular,1,100,other,yes
5544,34,management,676,telephone,1,-1,unknown,yes
1446,33,blue-collar,390,unknown,2,-1,unknown,yes
760,48,blue-collar,363,unknown,6,-1,unknown,no
7024,60,retired,1091,cellular,5,-1,unknown,yes
1603,46,self-employed,0,unknown,1,-1,unknown,no
3467,55,blue-collar,11,unknown,2,-1,unknown,no
6182,57,retired,842,cellular,3,-1,unknown,yes
2675,59,retired,3444,cellular,2,-1,unknown,yes
1317,47,services,-288,unknown,7,-1,unknown,no
3366,36,technician,1345,cellular,1,172,failure,no
316,41,blue-collar,5517,cellular,1,-1,unknown,yes
5639,38,blue-collar,0,telephone,1,181,success,yes
3324,36,management,0,cellular,1,-1,unknown,yes
2900,44,admin.,163,cellular,2,-1,unknown,yes
5909,39,blue-collar,142,cellular,4,-1,unknown,no
1525,34,technician,1313,cellular,1,21,failure,no
2697,22,student,423,cellular,1,179,success,yes
2902,63,blue-collar,641,cellular,2,-1,unknown,yes
6145,30,management,533,cellular,4,-1,unknown,yes
2856,30,admin.,28,unknown,1,-1,unknown,no
5329,39,blue-collar,581,cellular,1,270,other,yes
4663,31,management,0,cellular,1,-1,unknown,no
260,31,blue-collar,2591,cellular,1,-1,unknown,no
702,43,admin.,616,unknown,2,-1,unknown,no
1106,31,technician,147,unknown,1,-1,unknown,no
4546,39,management,481,cellular,5,189,other,yes
7417,29,management,698,cellular,1,-1,unknown,no
1330,26,blue-collar,-887,cellular,2,-1,unknown,yes
5748,33,services,523,unknown,1,-1,unknown,yes
919,57,admin.,169,cellular,1,-1,unknown,yes
554,28,blue-collar,759,unknown,1,-1,unknown,yes
664,26,technician,-211,unknown,3,-1,unknown,no
3529,56,admin.,360,cellular,2,-1,unknown,no
2085,36,admin.,592,cellular,2,99,failure,yes
6636,29,management,1387,cellular,2,-1,unknown,yes
4273,28,admin.,174,cellular,1,184,failure,no
195,37,technician,189,cellular,2,-1,unknown,yes
6297,54,unemployed,309,cellular,1,-1,unknown,yes
3115,69,retired,426,telephone,2,185,success,yes
2979,33,management,516,cellular,4,-1,unknown,no
5901,25,technician,505,cellular,2,-1,unknown,yes
6382,37,management,1730,cellular,1,-1,unknown,yes
1219,37,management,2283,cellular,2,92,success,yes
820,26,services,77,cellular,1,340,failure,yes
587,50,management,313,telephone,1,-1,unknown,yes
5031,29,management,1377,cellular,2,-1,unknown,yes
2958,49,management,22520,cellular,9,-1,unknown,yes
3003,44,management,709,cellular,1,-1,unknown,no
5644,77,retired,1492,telephone,1,208,other,no
4081,38,technician,631,cellular,2,-1,unknown,no
4374,37,unemployed,4969,cellular,1,-1,unknown,no
2343,31,management,825,unknown,2,-1,unknown,yes
377,34,management,6013,cellular,1,-1,unknown,yes
4217,38,admin.,0,cellular,1,181,success,yes
5637,30,technician,0,cellular,2,-1,unknown,yes
4006,50,blue-collar,-37,unknown,3,-1,unknown,no
4920,23,student,0,cellular,1,-1,unknown,yes
5482,31,management,924,cellular,1,-1,unknown,yes
1613,57,management,337,cellular,2,-1,unknown,no
1372,32,admin.,344,cellular,2,-1,unknown,yes
7259,30,admin.,305,cellular,1,85,success,yes
1382,37,self-employed,1549,unknown,7,-1,unknown,no
3699,66,management,587,cellular,2,392,success,yes
6668,45,admin.,1214,cellular,2,189,failure,no
5229,57,blue-collar,0,unknown,2,-1,unknown,no
540,44,management,7818,cellular,1,-1,unknown,yes
3723,41,services,727,cellular,1,-1,unknown,no
4654,35,blue-collar,67,unknown,6,-1,unknown,no
4443,42,blue-collar,704,telephone,10,-1,unknown,no
1691,55,blue-collar,660,unknown,1,-1,unknown,no
4204,71,retired,1712,cellular,1,-1,unknown,yes
1123,36,management,203,cellular,3,179,success,yes
407,31,technician,3338,cellular,2,-1,unknown,yes
570,33,blue-collar,379,cellular,2,-1,unknown,yes
5175,48,management,148,cellular,2,-1,unknown,no
7528,31,technician,2363,unknown,1,-1,unknown,no
625,33,management,296,cellular,2,-1,unknown,no
4474,42,management,441,cellular,9,-1,unknown,no
2934,32,admin.,620,cellular,2,343,failure,no
5089,31,technician,1109,cellular,1,167,failure,yes
2312,26,services,209,cellular,2,-1,unknown,no
5187,18,student,108,cellular,1,183,success,yes
1772,60,management,3387,cellular,2,-1,unknown,no
2181,40,blue-collar,665,cellular,1,-1,unknown,yes
7502,47,blue-collar,4709,cellular,4,-1,unknown,no
1890,35,unemployed,2080,telephone,3,-1,unknown,no
7678,40,blue-collar,0,cellular,1,-1,unknown,no
6910,32,technician,1547,cellular,1,805,other,yes
10,23,student,1234,cellular,1,91,success,yes
3532,48,technician,-154,unknown,3,-1,unknown,no
5994,51,management,-3,cellular,2,-1,unknown,no
4233,30,services,268,unknown,1,-1,unknown,no
2161,32,self-employed,0,cellular,1,-1,unknown,yes
6000,41,technician,5372,cellular,3,-1,unknown,yes
1878,40,services,19343,cellular,4,179,failure,no
478,39,admin.,6512,unknown,6,-1,unknown,no
2549,24,blue-collar,174,cellular,1,-1,unknown,yes
6517,38,management,1223,cellular,5,-1,unknown,yes
4955,36,management,532,cellular,1,-1,unknown,no
5387,35,management,-196,cellular,2,-1,unknown,no
5859,51,entrepreneur,805,cellular,4,-1,unknown,no
4717,35,technician,3490,cellular,2,-1,unknown,yes
5411,26,blue-collar,133,cellular,3,-1,unknown,no
1349,50,admin.,4117,cellular,1,-1,unknown,yes
7312,34,management,606,cellular,1,-1,unknown,yes
2275,34,management,575,cellular,1,-1,unknown,yes
5117,39,admin.,150,cellular,4,-1,unknown,yes
3552,59,self-employed,2013,cellular,4,94,success,yes
3421,33,unemployed,438,unknown,1,-1,unknown,no
2559,39,blue-collar,2715,unknown,3,-1,unknown,no
5321,34,management,73,cellular,2,-1,unknown,yes
3596,28,blue-collar,-46,cellular,1,92,success,yes
5201,45,blue-collar,5461,cellular,2,-1,unknown,yes
419,24,admin.,1295,cellular,1,-1,unknown,yes
6996,32,admin.,995,cellular,1,99,other,yes
5711,28,technician,375,cellular,1,350,other,no
4604,50,admin.,1575,cellular,1,-1,unknown,no
6842,52,technician,22755,unknown,2,-1,unknown,no
3767,48,housemaid,7195,cellular,2,-1,unknown,yes
2440,46,technician,3308,cellular,2,-1,unknown,yes
744,38,services,-762,unknown,2,-1,unknown,no
4612,36,management,62,cellular,1,182,failure,yes
5874,29,blue-collar,508,unknown,5,-1,unknown,no
3613,55,blue-collar,467,cellular,5,-1,unknown,no
6132,30,self-employed,3137,cellular,7,-1,unknown,no
4498,25,management,1602,cellular,1,-1,unknown,no
1692,53,admin.,-372,unknown,1,-1,unknown,no
380,50,admin.,1138,cellular,8,-1,unknown,no
6647,69,retired,2346,cellular,2,-1,unknown,yes
577,29,management,3317,telephone,7,-1,unknown,yes
3875,53,management,2578,cellular,4,107,failure,no
2846,23,admin.,299,unknown,1,-1,unknown,no
4679,39,management,1968,cellular,1,-1,unknown,yes
7073,46,management,0,cellular,1,-1,unknown,no
6804,42,technician,1533,cellular,1,-1,unknown,no
4916,34,technician,133,cellular,2,187,success,yes
4522,38,admin.,19,unknown,2,-1,unknown,yes
6600,25,services,4522,cellular,4,-1,unknown,no
2420,45,housemaid,317,cellular,2,-1,unknown,no
5038,30,management,1675,cellular,1,-1,unknown,no
5126,31,self-employed,2666,cellular,2,97,success,yes
2438,44,blue-collar,0,cellular,2,-1,unknown,yes
4393,38,management,3576,cellular,2,183,success,yes
2750,55,unemployed,274,cellular,5,-1,unknown,no
6455,50,unknown,558,cellular,1,683,failure,yes
1730,56,management,505,cellular,2,199,other,no
6217,38,management,623,cellular,4,144,other,yes
1265,32,services,201,unknown,2,-1,unknown,no
5950,51,technician,130,cellular,3,-1,unknown,no
1323,21,blue-collar,2265,cellular,4,99,success,no
5218,47,admin.,3676,cellular,2,342,other,yes
2796,50,housemaid,388,cellular,2,99,failure,yes
4187,42,blue-collar,366,cellular,1,106,failure,yes
110,41,unknown,1567,cellular,2,-1,unknown,no
6399,25,student,3090,cellular,1,-1,unknown,no
6327,57,retired,466,cellular,2,-1,unknown,yes
2908,49,technician,1071,cellular,1,91,success,yes
3148,54,blue-collar,1070,cellular,4,-1,unknown,no
7608,64,retired,1574,telephone,3,-1,unknown,yes
3039,32,management,294,cellular,1,274,success,yes
1367,22,self-employed,2138,cellular,1,109,other,yes
2791,56,admin.,1693,cellular,4,442,failure,yes
7550,31,self-employed,1134,cellular,2,-1,unknown,no
6567,49,technician,972,cellular,3,175,failure,no
6665,46,technician,332,unknown,1,-1,unknown,yes
6282,31,admin.,728,cellular,1,352,failure,no
7152,34,management,362,unknown,3,-1,unknown,no
187,45,technician,2403,cellular,1,-1,unknown,no
3556,33,admin.,855,cellular,1,-1,unknown,yes
2145,34,management,29,cellular,2,-1,unknown,no
1118,32,management,302,unknown,1,384,failure,yes
6441,34,admin.,0,cellular,1,183,success,yes
5800,37,unknown,0,cellular,2,97,success,yes
7496,50,technician,1838,cellular,8,-1,unknown,no
1024,54,management,8295,cellular,1,-1,unknown,yes
3999,46,technician,3455,unknown,2,-1,unknown,no
3328,61,self-employed,52587,cellular,1,-1,unknown,yes
4909,40,admin.,221,unknown,2,-1,unknown,no
7540,39,entrepreneur,11887,cellular,2,-1,unknown,yes
4431,56,technician,179,cellular,1,-1,unknown,yes
3725,53,technician,629,cellular,1,-1,unknown,no
4209,38,services,8876,cellular,1,-1,unknown,no
5008,52,retired,353,cellular,4,-1,unknown,no
7374,36,technician,15485,cellular,1,-1,unknown,yes
6177,44,technician,982,unknown,3,-1,unknown,yes
2328,34,management,402,cellular,1,-1,unknown,no
4218,32,student,0,cellular,3,276,failure,yes
177,73,retired,796,cellular,1,182,success,yes
7331,52,technician,337,cellular,1,261,failure,no
3547,33,technician,-74,cellular,4,-1,unknown,no
6627,43,management,11891,cellular,5,242,success,yes
5071,28,services,168,cellular,1,-1,unknown,no
5535,28,student,61,cellular,8,-1,unknown,no
3747,43,blue-collar,8,telephone,5,-1,unknown,no
4495,62,entrepreneur,3904,telephone,2,-1,unknown,yes
3246,24,services,2022,cellular,4,-1,unknown,yes
4033,36,admin.,810,unknown,1,-1,unknown,no
1148,60,management,544,cellular,7,357,failure,yes
547,31,admin.,941,cellular,4,-1,unknown,no
7086,60,technician,259,cellular,1,386,success,yes
5941,75,retired,6027,cellular,1,179,success,yes
41,38,housemaid,110,cellular,1,-1,unknown,no
3816,27,admin.,125,cellular,1,288,failure,no
2601,34,technician,1313,cellular,4,-1,unknown,no
6414,51,unemployed,1801,cellular,3,-1,unknown,yes
175,61,management,175,telephone,2,-1,unknown,yes
4008,32,blue-collar,-94,cellular,1,-1,unknown,no
3101,39,admin.,732,cellular,4,-1,unknown,yes
2790,34,management,1007,cellular,2,-1,unknown,no
5650,57,management,687,telephone,3,-1,unknown,no
1227,41,technician,30,cellular,1,-1,unknown,no
2407,34,technician,47,cellular,6,-1,unknown,no
2032,52,management,31,cellular,1,-1,unknown,yes
3808,35,services,819,telephone,14,-1,unknown,no
5693,34,management,1778,cellular,1,162,failure,yes
7781,55,admin.,602,cellular,3,90,success,yes
2168,32,management,0,cellular,4,-1,unknown,no
3628,39,blue-collar,463,cellular,1,-1,unknown,no
5479,35,management,802,cellular,2,-1,unknown,yes
3331,39,technician,1293,cellular,2,-1,unknown,yes
508,30,admin.,983,cellular,2,-1,unknown,yes
6616,35,admin.,3854,cellular,1,-1,unknown,no
1462,47,admin.,0,cellular,1,-1,unknown,no
3007,29,unemployed,670,unknown,1,-1,unknown,no
3982,52,management,583,cellular,1,181,success,yes
6977,31,admin.,217,cellular,2,-1,unknown,yes
1641,52,housemaid,3283,unknown,1,-1,unknown,no
2922,45,management,321,cellular,4,-1,unknown,no
7641,40,blue-collar,-509,unknown,1,-1,unknown,no
3998,35,unemployed,2228,unknown,2,-1,unknown,no
2311,32,admin.,281,unknown,1,-1,unknown,no
1271,36,technician,84,unknown,1,-1,unknown,no
2546,35,technician,0,cellular,7,-1,unknown,yes
2042,76,housemaid,1411,telephone,3,-1,unknown,yes
7446,60,retired,894,unknown,7,-1,unknown,no
4961,38,blue-collar,178,unknown,1,-1,unknown,no
7243,49,technician,3144,cellular,2,-1,unknown,no
6813,49,admin.,0,cellular,1,-1,unknown,yes
4120,36,technician,0,unknown,1,-1,unknown,yes
7732,49,services,0,cellular,2,166,failure,yes
5430,39,admin.,22086,cellular,1,-1,unknown,yes
6432,38,technician,183,cellular,3,339,failure,no
1071,48,unknown,558,cellular,6,-1,unknown,no
1804,57,housemaid,8278,cellular,3,-1,unknown,no
6242,39,blue-collar,284,cellular,2,318,failure,no
4761,34,management,161,cellular,1,-1,unknown,no
2005,30,management,398,cellular,1,180,success,yes
4766,29,student,110,unknown,3,-1,unknown,no
6390,27,student,4869,cellular,2,343,other,no
5170,28,management,229,cellular,2,315,other,yes
6042,57,services,443,telephone,1,-1,unknown,no
5203,25,management,490,cellular,1,-1,unknown,no
4726,43,technician,0,cellular,2,342,failure,no
2108,27,management,99,unknown,2,-1,unknown,yes
3076,31,technician,13711,cellular,3,-1,unknown,yes
2231,77,retired,3417,cellular,1,-1,unknown,yes
3813,30,management,2,cellular,1,-1,unknown,no
6499,43,technician,3288,cellular,3,-1,unknown,yes
5099,41,management,11008,unknown,1,-1,unknown,yes
7638,39,admin.,260,cellular,1,94,success,yes
6993,71,technician,383,cellular,3,-1,unknown,yes
6503,52,technician,851,unknown,2,-1,unknown,no
3519,46,management,0,cellular,5,-1,unknown,yes
7043,32,services,376,unknown,2,-1,unknown,no
5168,43,technician,13,cellular,4,-1,unknown,no
1721,31,blue-collar,953,cellular,1,346,success,yes
3433,43,blue-collar,1401,unknown,2,-1,unknown,no
5857,49,blue-collar,388,telephone,2,-1,unknown,no
1758,35,blue-collar,625,cellular,1,-1,unknown,no
4415,52,retired,6,cellular,2,-1,unknown,no
156,49,technician,905,cellular,1,-1,unknown,yes
2291,29,blue-collar,8,cellular,1,-1,unknown,yes
5780,40,entrepreneur,0,unknown,4,-1,unknown,yes
4816,35,management,97,unknown,4,-1,unknown,no
3142,41,management,141,unknown,3,-1,unknown,no
1057,40,management,1308,telephone,2,-1,unknown,yes
6346,51,management,1277,cellular,5,294,failure,no
179,38,technician,318,cellular,1,182,success,yes
7622,31,student,1776,cellular,1,207,other,yes
5454,29,technician,1856,cellular,1,-1,unknown,no
580,31,technician,465,cellular,3,-1,unknown,no
5851,56,management,616,cellular,1,83,success,yes
2396,62,retired,800,cellular,1,-1,unknown,yes
3297,27,technician,1075,cellular,2,184,success,yes
5860,42,services,115,cellular,1,149,failure,no
2434,71,retired,3230,cellular,2,133,failure,yes
3764,35,unemployed,68,cellular,1,-1,unknown,yes
7265,60,admin.,4519,cellular,1,-1,unknown,no
3106,49,technician,-74,cellular,1,-1,unknown,no
5797,28,blue-collar,1348,cellular,2,-1,unknown,yes
3868,49,blue-collar,-167,cellular,1,-1,unknown,no
323,29,unemployed,497,cellular,3,298,success,yes
1556,49,blue-collar,-9,unknown,1,-1,unknown,no
7304,29,self-employed,1579,cellular,1,92,success,yes
5366,51,blue-collar,3764,telephone,3,181,success,yes
2399,35,management,0,cellular,1,-1,unknown,no
4459,38,management,1722,cellular,1,-1,unknown,yes
111,34,blue-collar,855,cellular,1,-1,unknown,yes
7214,58,admin.,0,cellular,1,186,failure,no
5406,52,technician,36,unknown,1,-1,unknown,no
6890,59,management,7668,cellular,1,-1,unknown,no
5520,33,management,1304,cellular,2,-1,unknown,yes
4747,30,entrepreneur,0,unknown,1,-1,unknown,yes
4127,50,blue-collar,452,cellular,2,-1,unknown,no
4480,28,self-employed,-522,cellular,2,-1,unknown,yes
427,59,blue-collar,229,unknown,1,-1,unknown,no
5361,28,management,957,cellular,2,-1,unknown,yes
2615,51,blue-collar,4787,cellular,1,-1,unknown,yes
5788,32,housemaid,0,cellular,2,-1,unknown,no
2255,39,entrepreneur,283,unknown,2,-1,unknown,no
5600,31,self-employed,144,unknown,1,-1,unknown,yes
823,38,management,613,cellular,1,-1,unknown,yes
6444,31,technician,137,cellular,14,-1,unknown,no
4526,30,management,697,cellular,3,102,success,yes
5103,36,services,981,unknown,1,-1,unknown,yes
7650,44,technician,14,cellular,1,92,success,yes
2425,37,admin.,1000,cellular,1,90,success,yes
2082,37,self-employed,60,unknown,3,-1,unknown,no
1767,37,technician,1435,cellular,16,-1,unknown,yes
7048,42,technician,19,cellular,4,-1,unknown,yes
6796,34,admin.,598,cellular,1,324,failure,no
6992,33,technician,1257,cellular,1,-1,unknown,no
3309,56,admin.,602,cellular,1,130,success,yes
3362,27,services,54,cellular,1,370,failure,no
4075,83,retired,4565,cellular,2,-1,unknown,no
7041,57,services,2225,cellular,4,-1,unknown,no
4754,41,self-employed,3950,unknown,2,-1,unknown,no
2757,36,management,9324,cellular,8,-1,unknown,no
494,38,admin.,0,unknown,1,-1,unknown,no
573,43,unemployed,1854,cellular,2,197,success,no
2177,37,management,0,cellular,6,-1,unknown,no
5176,37,management,1775,cellular,5,-1,unknown,yes
4541,31,admin.,368,cellular,5,361,other,no
2586,36,blue-collar,722,unknown,2,-1,unknown,no
2419,42,entrepreneur,1002,unknown,3,-1,unknown,no
5311,37,entrepreneur,8,cellular,1,-1,unknown,no
6280,33,technician,34,cellular,30,-1,unknown,no
6465,32,management,4291,cellular,9,-1,unknown,yes
6396,37,blue-collar,288,cellular,6,-1,unknown,no
120,57,entrepreneur,1153,unknown,6,-1,unknown,no
4770,56,retired,158,cellular,1,-1,unknown,yes
1538,33,technician,8023,cellular,1,105,failure,no
5432,57,admin.,2120,cellular,4,-1,unknown,yes
2687,68,retired,2812,cellular,2,181,failure,yes
6589,54,blue-collar,2440,cellular,1,-1,unknown,no
7154,39,management,763,cellular,1,189,failure,yes
2927,34,blue-collar,1257,unknown,7,-1,unknown,no
2671,53,services,2925,unknown,4,-1,unknown,no
6080,67,management,1287,cellular,1,-1,unknown,no
5190,37,services,466,cellular,1,-1,unknown,yes
2950,54,retired,-152,unknown,11,-1,unknown,no
5607,43,management,481,cellular,1,20,other,yes
3722,46,self-employed,2032,cellular,2,-1,unknown,no
4160,38,entrepreneur,4,cellular,1,-1,unknown,no
5022,42,management,11008,cellular,6,405,success,yes
6498,50,self-employed,202,cellular,1,148,failure,no
3259,51,management,469,cellular,1,181,success,yes
835,43,services,2557,telephone,3,183,success,yes
4500,46,blue-collar,640,cellular,1,55,success,yes
4571,59,housemaid,-187,telephone,7,-1,unknown,no
5068,35,technician,840,cellular,4,-1,unknown,no
2324,35,management,839,unknown,3,-1,unknown,no
802,40,self-employed,0,unknown,1,-1,unknown,no
2478,37,entrepreneur,4798,unknown,2,-1,unknown,no
7735,40,admin.,764,unknown,1,-1,unknown,yes
2823,37,blue-collar,1322,cellular,8,185,other,no
3664,35,technician,183,cellular,2,130,failure,no
913,42,technician,1013,cellular,8,-1,unknown,no
1350,39,blue-collar,138,unknown,2,-1,unknown,no
6838,31,services,1783,cellular,1,-1,unknown,no
4757,60,unemployed,0,cellular,1,412,other,yes
5807,26,blue-collar,249,cellular,3,262,failure,no
3840,44,housemaid,1059,unknown,1,-1,unknown,yes
1760,48,management,159,telephone,1,251,success,yes
