,job,balance,housing,loan,contact,pdays,poutcome,default,duration,deposit
6592,management,315,no,no,cellular,176,failure,no,591,1
7376,blue-collar,776,yes,no,unknown,-1,unknown,no,306,0
6578,admin.,321,no,no,cellular,412,other,no,143,1
1184,technician,236,no,no,cellular,-1,unknown,no,263,0
392,management,2240,no,no,cellular,-1,unknown,no,198,1
4245,technician,4513,yes,no,unknown,-1,unknown,no,167,0
3574,student,1134,no,no,cellular,183,success,no,825,1
4927,blue-collar,431,yes,no,cellular,363,failure,no,68,0
7026,management,1738,yes,no,cellular,358,other,no,633,1
1417,technician,1938,no,yes,cellular,-1,unknown,no,551,1
2155,services,11462,yes,no,cellular,-1,unknown,no,993,1
4787,services,1227,yes,yes,cellular,341,failure,no,775,1
5048,unemployed,881,no,no,cellular,-1,unknown,no,79,0
668,entrepreneur,2315,yes,yes,cellular,-1,unknown,no,42,0
3798,blue-collar,-37,yes,no,unknown,-1,unknown,no,78,0
5012,management,4331,yes,no,cellular,-1,unknown,no,318,0
1798,management,597,no,no,unknown,-1,unknown,no,392,1
6741,technician,902,yes,no,cellular,180,failure,no,691,1
4303,retired,4692,yes,no,cellular,-1,unknown,no,73,0
6437,retired,670,no,no,cellular,-1,unknown,no,266,1
727,retired,1821,no,no,cellular,-1,unknown,no,224,0
2561,housemaid,879,no,no,unknown,-1,unknown,no,1053,1
6173,entrepreneur,114,no,yes,cellular,-1,unknown,no,57,0
5836,retired,3417,no,no,cellular,181,success,no,309,1
772,services,9,no,yes,cellular,-1,unknown,no,285,0
1507,technician,2567,no,no,cellular,-1,unknown,no,813,1
255,management,693,yes,no,unknown,-1,unknown,no,124,0
7226,self-employed,42,yes,no,cellular,94,success,no,149,1
2251,blue-collar,-206,yes,no,unknown,-1,unknown,no,177,0
4636,blue-collar,6212,yes,no,cellular,-1,unknown,no,574,0
2596,admin.,0,yes,yes,cellular,-1,unknown,no,94,0
6803,blue-collar,982,yes,yes,cellular,-1,unknown,no,135,0
3031,services,194,yes,no,unknown,-1,unknown,no,326,0
1799,management,25,yes,yes,cellular,-1,unknown,no,117,1
2010,blue-collar,1250,yes,no,unknown,-1,unknown,no,1392,1
6635,management,2367,no,no,cellular,113,success,no,83,1
242,management,0,no,no,cellular,-1,unknown,no,276,0
4334,management,80,no,no,cellular,-1,unknown,no,155,0
7110,management,782,no,yes,cellular,-1,unknown,yes,127,0
1614,technician,556,yes,no,cellular,-1,unknown,no,460,1
1242,retired,820,no,no,telephone,181,success,no,330,1
4338,services,205,yes,no,cellular,-1,unknown,no,465,0
416,technician,660,no,no,cellular,490,failure,no,226,1
4071,retired,997,no,no,cellular,86,other,no,746,1
5237,management,-311,yes,no,unknown,-1,unknown,no,305,0
132,admin.,177,yes,no,cellular,-1,unknown,no,100,0
2394,services,-143,yes,no,cellular,-1,unknown,no,85,0
6772,unemployed,221,no,no,cellular,-1,unknown,no,61,0
1445,blue-collar,640,yes,no,cellular,-1,unknown,no,636,1
5822,blue-collar,1207,yes,no,unknown,-1,unknown,no,905,1
832,self-employed,353,no,no,cellular,183,success,no,352,1
3458,technician,518,yes,no,cellular,-1,unknown,no,616,1
1731,retired,203,no,no,cellular,266,success,no,405,1
734,entrepreneur,762,no,no,cellular,-1,unknown,no,187,1
5760,services,688,no,no,cellular,-1,unknown,no,152,0
1502,retired,13,no,no,cellular,-1,unknown,no,92,0
7008,management,716,yes,yes,cellular,172,failure,no,557,0
7208,admin.,223,no,no,cellular,-1,unknown,no,277,0
3521,technician,58,yes,no,unknown,-1,unknown,no,82,0
2852,services,803,yes,no,cellular,316,failure,no,592,1
2154,admin.,-466,no,yes,telephone,-1,unknown,no,94,0
5028,technician,432,yes,no,cellular,255,failure,no,61,0
1535,admin.,198,yes,no,unknown,-1,unknown,no,431,1
7251,admin.,260,yes,no,cellular,94,success,no,226,1
4438,blue-collar,515,yes,no,cellular,-1,unknown,no,182,0
1506,management,243,yes,no,unknown,-1,unknown,no,102,0
7077,blue-collar,-9,yes,yes,cellular,-1,unknown,no,728,1
5546,admin.,592,yes,yes,cellular,-1,unknown,no,466,0
5630,management,205,no,no,cellular,-1,unknown,no,357,0
4848,management,500,yes,no,unknown,-1,unknown,no,399,0
3537,retired,0,no,no,cellular,-1,unknown,no,412,1
6884,admin.,305,no,no,cellular,85,success,no,633,1
5906,services,281,yes,no,unknown,-1,unknown,no,515,1
3575,technician,120,yes,no,cellular,-1,unknown,no,74,0
4449,unemployed,804,no,no,cellular,-1,unknown,no,1087,1
4822,management,6368,yes,no,cellular,-1,unknown,no,922,1
769,management,8,no,no,cellular,-1,unknown,no,169,0
3366,self-employed,5214,yes,no,unknown,-1,unknown,no,94,0
685,admin.,350,no,yes,cellular,-1,unknown,no,171,0
393,technician,994,yes,no,cellular,93,success,no,227,1
4655,management,431,no,no,cellular,-1,unknown,no,401,0
2013,management,786,no,no,cellular,-1,unknown,no,84,1
5368,technician,0,yes,no,cellular,-1,unknown,no,1288,1
3722,technician,3370,no,no,cellular,-1,unknown,no,160,1
5849,management,2081,no,no,cellular,-1,unknown,no,554,1
5983,admin.,446,yes,no,unknown,-1,unknown,no,386,0
3676,management,2384,yes,no,cellular,-1,unknown,no,608,0
5384,blue-collar,-209,yes,no,cellular,367,failure,no,154,0
7204,technician,834,yes,yes,cellular,-1,unknown,no,390,0
163,blue-collar,625,yes,no,unknown,-1,unknown,no,175,0
3185,services,-384,yes,no,cellular,-1,unknown,no,125,0
4909,services,466,yes,yes,cellular,-1,unknown,no,377,1
709,management,98,no,no,cellular,-1,unknown,no,69,0
4128,admin.,410,no,no,cellular,185,success,no,182,1
4376,services,10,yes,no,cellular,294,failure,no,51,0
1335,technician,4136,yes,no,unknown,-1,unknown,no,812,1
199,admin.,60,no,no,cellular,-1,unknown,no,55,0
5998,admin.,154,yes,no,cellular,-1,unknown,no,24,0
3540,management,1331,no,no,cellular,92,failure,no,126,1
5816,blue-collar,-390,yes,no,cellular,-1,unknown,no,275,0
4757,management,1377,no,no,cellular,-1,unknown,no,548,1
2471,technician,1313,no,no,cellular,-1,unknown,no,237,0
3717,entrepreneur,598,no,no,cellular,-1,unknown,no,135,0
6187,admin.,898,yes,no,cellular,-1,unknown,no,214,1
5494,blue-collar,0,no,no,cellular,-1,unknown,no,864,1
4445,management,1167,yes,yes,cellular,91,success,no,249,1
5749,self-employed,3003,no,no,cellular,-1,unknown,no,358,0
6550,blue-collar,112,yes,no,unknown,-1,unknown,no,225,0
505,blue-collar,581,yes,no,cellular,-1,unknown,no,79,0
3047,blue-collar,193,yes,no,unknown,-1,unknown,no,130,0
1191,management,2364,no,no,cellular,-1,unknown,no,508,1
3950,technician,1570,yes,no,cellular,286,failure,no,277,1
458,technician,0,no,no,cellular,-1,unknown,no,581,1
4770,technician,0,yes,yes,cellular,-1,unknown,no,163,0
603,admin.,131,yes,no,cellular,183,success,no,522,1
4754,admin.,0,yes,yes,cellular,98,failure,no,1452,1
4627,technician,549,no,no,cellular,-1,unknown,no,239,1
1073,entrepreneur,179,no,no,cellular,-1,unknown,no,47,0
3244,services,450,yes,no,unknown,-1,unknown,no,374,0
5100,services,-271,yes,no,unknown,-1,unknown,no,578,1
6670,housemaid,5260,yes,no,cellular,-1,unknown,no,51,0
7309,entrepreneur,905,no,no,cellular,-1,unknown,no,121,0
3282,management,2417,yes,no,cellular,-1,unknown,no,126,0
6464,management,399,no,yes,cellular,-1,unknown,no,126,0
5959,technician,477,no,no,cellular,-1,unknown,no,146,0
1275,entrepreneur,259,no,no,cellular,-1,unknown,no,63,0
6728,blue-collar,73,no,no,unknown,-1,unknown,no,116,0
1744,management,473,no,no,cellular,262,success,no,1109,1
4619,unemployed,377,no,no,cellular,59,failure,no,158,0
4866,management,278,no,yes,cellular,-1,unknown,no,194,0
4716,services,-349,yes,no,cellular,328,failure,no,111,0
6398,admin.,131,yes,yes,unknown,-1,unknown,no,237,0
4436,housemaid,212,no,no,cellular,-1,unknown,no,81,0
829,management,1855,no,no,telephone,-1,unknown,no,78,1
2020,admin.,90,yes,no,cellular,347,failure,no,77,0
6529,services,-314,yes,no,unknown,-1,unknown,no,66,0
1053,technician,147,yes,no,unknown,-1,unknown,no,374,0
2617,technician,0,yes,no,unknown,-1,unknown,no,463,0
4706,services,4017,no,no,cellular,-1,unknown,no,156,1
6380,retired,9367,no,no,cellular,-1,unknown,no,617,1
4764,management,1675,no,no,cellular,-1,unknown,no,181,0
1405,management,186,yes,no,cellular,-1,unknown,no,235,0
6459,technician,158,no,no,unknown,-1,unknown,no,650,1
5180,services,0,yes,yes,cellular,-1,unknown,no,161,0
3754,blue-collar,7119,no,yes,telephone,-1,unknown,no,871,1
778,management,1795,no,no,cellular,-1,unknown,no,922,1
7111,technician,1838,yes,yes,cellular,-1,unknown,no,221,0
1047,services,367,yes,yes,cellular,261,failure,no,155,0
856,retired,2048,no,no,cellular,-1,unknown,no,212,1
4112,entrepreneur,183,yes,no,unknown,-1,unknown,no,203,0
225,blue-collar,377,no,no,cellular,-1,unknown,no,645,1
1987,technician,99,no,no,telephone,-1,unknown,no,396,1
1250,technician,122,no,no,unknown,-1,unknown,no,73,0
7391,admin.,602,no,no,cellular,90,success,no,324,1
5823,management,1101,yes,no,telephone,-1,unknown,no,43,0
545,blue-collar,379,yes,yes,cellular,-1,unknown,no,263,1
1841,admin.,299,yes,no,cellular,321,failure,no,209,0
6028,unemployed,1032,no,no,telephone,-1,unknown,no,63,0
2199,management,1466,no,no,cellular,-1,unknown,no,111,0
5726,blue-collar,5603,no,no,cellular,-1,unknown,no,2372,1
3500,technician,1612,no,no,cellular,353,other,no,262,1
3198,management,104,no,yes,cellular,185,success,no,509,1
614,technician,223,no,yes,cellular,-1,unknown,no,1002,1
4042,technician,940,no,no,cellular,-1,unknown,no,1227,1
2874,management,6,no,no,telephone,-1,unknown,no,57,0
3737,blue-collar,4996,yes,no,unknown,-1,unknown,no,205,0
4109,self-employed,6,yes,no,cellular,182,success,no,210,1
6594,management,385,yes,no,telephone,-1,unknown,no,154,1
1492,technician,165,no,no,cellular,-1,unknown,no,218,0
453,management,2223,no,no,unknown,-1,unknown,no,67,0
3605,blue-collar,7895,yes,no,cellular,-1,unknown,no,872,1
2047,retired,7802,no,no,telephone,92,success,no,421,1
1711,management,10583,no,no,cellular,98,success,no,341,1
6962,retired,1843,no,no,cellular,-1,unknown,no,106,1
5448,management,291,yes,no,telephone,-1,unknown,no,350,0
5735,blue-collar,201,yes,no,cellular,-1,unknown,no,582,1
245,management,37,yes,no,unknown,-1,unknown,no,412,0
387,admin.,30,yes,no,cellular,266,failure,no,98,0
2398,blue-collar,1064,yes,no,cellular,-1,unknown,no,31,0
569,technician,967,no,no,cellular,-1,unknown,no,210,0
1268,services,471,yes,no,cellular,345,failure,no,1156,1
3191,management,2983,yes,no,cellular,-1,unknown,no,153,0
5500,blue-collar,-81,yes,no,cellular,-1,unknown,no,339,0
4975,blue-collar,1125,no,yes,unknown,-1,unknown,no,548,0
592,management,558,no,no,cellular,-1,unknown,no,268,1
2791,unemployed,302,no,no,cellular,-1,unknown,no,528,1
6682,management,416,no,no,cellular,-1,unknown,no,1217,0
5197,services,-504,no,no,cellular,-1,unknown,no,228,0
4199,technician,1075,no,no,cellular,-1,unknown,no,658,1
5700,retired,828,no,no,cellular,-1,unknown,no,305,1
2339,technician,2838,yes,no,cellular,-1,unknown,no,620,1
7366,blue-collar,1879,no,no,cellular,-1,unknown,no,591,1
6593,services,820,yes,no,cellular,-1,unknown,no,135,0
6823,entrepreneur,887,yes,no,cellular,14,failure,no,519,0
7076,entrepreneur,860,yes,yes,cellular,295,failure,no,96,0
714,blue-collar,885,yes,no,cellular,-1,unknown,no,632,1
6887,services,702,yes,no,cellular,300,failure,no,303,0
4203,technician,2565,yes,no,cellular,-1,unknown,no,128,0
275,management,265,yes,no,unknown,-1,unknown,no,45,0
836,management,-547,yes,yes,cellular,-1,unknown,no,101,0
2736,admin.,1060,yes,no,cellular,318,failure,no,87,0
5937,entrepreneur,3676,yes,yes,unknown,-1,unknown,no,101,0
5445,blue-collar,0,no,no,cellular,-1,unknown,no,133,1
4201,admin.,598,yes,no,unknown,-1,unknown,no,189,0
1012,technician,2323,yes,yes,cellular,-1,unknown,no,151,0
6266,entrepreneur,0,no,no,unknown,-1,unknown,no,1446,1
3946,admin.,-122,yes,no,unknown,-1,unknown,no,670,1
471,management,6840,yes,no,unknown,-1,unknown,no,1560,1
1449,management,441,yes,no,cellular,167,other,no,189,0
5,admin.,-76,yes,no,cellular,-1,unknown,no,263,0
1257,blue-collar,2265,no,no,cellular,99,success,no,156,0
7351,admin.,473,no,no,cellular,8,other,no,175,0
5067,technician,3818,no,no,cellular,-1,unknown,no,100,0
4468,management,303,yes,no,cellular,195,failure,no,50,0
6338,housemaid,1015,yes,no,unknown,-1,unknown,no,406,1
5042,technician,316,no,no,cellular,263,failure,no,545,1
3819,blue-collar,971,yes,no,cellular,317,other,no,283,0
2666,management,1299,no,no,cellular,-1,unknown,no,515,0
6615,admin.,36,no,no,cellular,-1,unknown,no,192,0
6220,retired,1,no,no,cellular,184,success,no,302,1
1287,self-employed,931,yes,no,unknown,-1,unknown,no,200,0
707,services,-762,yes,yes,unknown,-1,unknown,no,408,0
384,blue-collar,863,yes,no,telephone,-1,unknown,no,622,1
6972,management,630,no,no,cellular,-1,unknown,no,285,1
6058,student,468,no,no,cellular,-1,unknown,no,270,0
4119,technician,1066,no,no,cellular,-1,unknown,no,200,1
4669,management,71,no,no,cellular,287,failure,no,136,0
1006,management,0,yes,no,cellular,-1,unknown,yes,824,1
5512,retired,79,no,no,cellular,-1,unknown,no,1106,1
4193,services,1625,no,no,cellular,-1,unknown,no,459,1
3525,entrepreneur,306,yes,no,unknown,-1,unknown,no,102,0
2344,self-employed,3343,no,no,cellular,-1,unknown,no,235,1
5517,management,789,yes,yes,cellular,190,other,no,93,0
2594,technician,720,no,no,cellular,-1,unknown,no,234,0
5648,technician,154,no,no,cellular,-1,unknown,no,159,0
1951,services,81,no,no,cellular,-1,unknown,no,145,1
5948,admin.,265,yes,no,cellular,184,failure,no,414,1
5243,services,437,yes,no,cellular,-1,unknown,no,546,1
3120,self-employed,1579,no,no,cellular,-1,unknown,no,122,0
2057,blue-collar,630,yes,no,cellular,-1,unknown,no,219,0
5265,management,203,no,no,cellular,-1,unknown,no,70,0
4667,admin.,383,no,yes,cellular,214,failure,no,119,0
504,management,-183,no,no,cellular,-1,unknown,no,65,0
1876,retired,3771,no,no,telephone,183,failure,no,186,1
2899,services,43,yes,no,cellular,-1,unknown,no,199,0
7411,unknown,179,no,no,cellular,-1,unknown,no,14,0
3361,blue-collar,1137,no,no,telephone,-1,unknown,no,176,1
2237,blue-collar,22,yes,no,cellular,302,other,no,1190,1
4324,housemaid,-187,yes,no,telephone,-1,unknown,no,118,0
4538,management,3143,no,no,cellular,-1,unknown,no,421,1
2772,self-employed,1815,no,no,telephone,-1,unknown,no,1541,1
6281,blue-collar,4287,no,no,cellular,-1,unknown,no,171,0
2557,entrepreneur,189,no,no,cellular,-1,unknown,no,253,1
3711,self-employed,10052,no,no,cellular,-1,unknown,no,665,1
5606,blue-collar,0,yes,no,unknown,-1,unknown,no,48,0
4163,blue-collar,-196,yes,no,unknown,-1,unknown,no,166,0
2379,unemployed,115,no,no,cellular,-1,unknown,no,71,0
7154,admin.,146,no,no,cellular,91,success,no,380,1
1100,blue-collar,2655,yes,no,cellular,-1,unknown,no,195,0
7310,management,385,no,yes,cellular,193,failure,no,79,0
610,technician,462,no,no,cellular,-1,unknown,no,116,0
2697,management,128,yes,no,cellular,-1,unknown,no,320,0
6735,technician,1044,yes,no,cellular,-1,unknown,no,15,0
1852,blue-collar,129,yes,no,cellular,-1,unknown,no,611,1
3261,management,-516,yes,no,unknown,-1,unknown,no,226,0
1158,management,1585,no,no,telephone,-1,unknown,no,91,0
2514,self-employed,2289,yes,yes,cellular,-1,unknown,no,81,0
2442,blue-collar,766,yes,no,unknown,-1,unknown,no,350,0
6171,management,1223,no,no,cellular,-1,unknown,no,1092,1
7071,technician,-411,yes,no,cellular,-1,unknown,no,212,0
2295,admin.,46,no,no,cellular,-1,unknown,no,59,0
3825,blue-collar,1330,no,no,cellular,-1,unknown,no,390,1
6690,entrepreneur,1110,yes,no,cellular,183,failure,no,888,1
7102,unknown,526,no,no,cellular,-1,unknown,no,130,0
2022,services,0,yes,yes,unknown,-1,unknown,no,203,0
335,services,1830,yes,no,cellular,179,success,no,261,1
4312,blue-collar,12198,yes,no,cellular,-1,unknown,no,178,1
5933,retired,1714,no,no,telephone,-1,unknown,no,127,1
5640,blue-collar,3558,no,no,cellular,-1,unknown,no,84,0
2927,management,1241,yes,no,cellular,-1,unknown,no,138,0
2556,blue-collar,1844,yes,no,cellular,-1,unknown,no,231,0
4414,management,0,yes,no,cellular,-1,unknown,no,76,0
2302,self-employed,347,no,no,unknown,-1,unknown,no,231,0
6998,technician,-805,no,no,cellular,-1,unknown,no,103,0
1708,self-employed,14522,no,no,cellular,-1,unknown,no,221,0
3661,admin.,6005,yes,no,cellular,323,failure,no,704,1
3923,blue-collar,1238,yes,no,unknown,-1,unknown,no,246,0
4273,technician,206,no,no,cellular,-1,unknown,no,350,1
5699,technician,1982,yes,yes,cellular,-1,unknown,no,160,1
2015,technician,664,no,no,cellular,-1,unknown,no,309,0
3701,blue-collar,4979,no,no,telephone,-1,unknown,no,180,1
5668,admin.,261,yes,yes,cellular,98,success,no,259,1
6456,retired,11,yes,yes,cellular,-1,unknown,no,48,0
2721,housemaid,454,no,no,cellular,-1,unknown,no,162,0
3116,services,48,yes,no,cellular,-1,unknown,no,662,1
4453,blue-collar,297,yes,no,unknown,-1,unknown,no,55,0
3880,management,3283,no,no,cellular,191,success,no,623,1
2008,technician,922,yes,no,cellular,-1,unknown,no,304,0
3685,technician,-38,no,no,unknown,-1,unknown,no,613,0
2963,retired,243,no,no,cellular,180,success,no,275,1
3843,technician,1473,yes,no,unknown,-1,unknown,no,84,0
5151,retired,315,no,no,cellular,-1,unknown,no,154,1
2785,management,4348,yes,no,cellular,217,failure,no,1074,0
1481,technician,0,yes,yes,cellular,-1,unknown,no,440,1
2167,retired,999,no,no,cellular,-1,unknown,no,188,0
6865,management,1308,no,no,cellular,-1,unknown,no,323,0
6824,management,2547,no,no,cellular,-1,unknown,no,292,0
5562,management,0,no,no,cellular,-1,unknown,no,101,0
2273,technician,550,yes,no,unknown,-1,unknown,no,412,0
2860,management,490,no,no,cellular,98,failure,no,207,1
6196,technician,514,yes,yes,cellular,168,failure,no,138,0
2115,blue-collar,1568,yes,no,cellular,55,other,no,310,1
3949,admin.,139,no,no,cellular,-1,unknown,no,241,1
128,blue-collar,1895,yes,no,cellular,-1,unknown,no,345,0
2540,retired,9367,no,no,cellular,92,success,no,700,1
5678,management,2974,yes,no,cellular,4,failure,no,227,1
3204,management,72,yes,yes,cellular,150,failure,no,885,1
4412,management,0,yes,no,unknown,-1,unknown,no,539,1
605,technician,1842,yes,yes,cellular,300,failure,no,687,0
1761,technician,1327,no,no,cellular,-1,unknown,no,174,0
6990,management,273,yes,no,cellular,175,failure,no,492,1
2016,services,689,yes,yes,cellular,-1,unknown,no,162,1
117,entrepreneur,1153,yes,yes,unknown,-1,unknown,no,238,0
4529,management,2646,no,no,cellular,182,success,no,221,1
2612,management,1199,no,no,cellular,-1,unknown,no,482,1
5761,retired,5584,no,no,cellular,-1,unknown,no,534,1
5697,admin.,930,yes,no,cellular,-1,unknown,no,46,0
448,management,0,no,no,cellular,-1,unknown,no,81,0
884,admin.,191,yes,no,cellular,-1,unknown,no,18,0
2699,admin.,1104,yes,no,cellular,-1,unknown,no,73,0
4604,management,0,no,no,cellular,-1,unknown,no,438,0
4480,technician,846,no,no,cellular,205,failure,no,405,1
4789,management,298,no,no,cellular,272,other,no,63,0
4059,admin.,41,yes,no,cellular,-1,unknown,no,148,1
6836,self-employed,551,no,no,cellular,-1,unknown,no,531,1
4686,retired,1495,no,no,telephone,-1,unknown,no,1946,1
1395,technician,670,no,no,cellular,182,success,no,278,1
860,management,282,no,no,cellular,-1,unknown,no,296,1
886,admin.,-367,yes,no,cellular,-1,unknown,no,667,0
3273,admin.,3480,no,no,cellular,-1,unknown,no,443,1
6981,blue-collar,0,yes,no,cellular,-1,unknown,no,444,0
2651,management,266,no,yes,cellular,-1,unknown,no,228,0
6745,management,314,no,no,cellular,175,success,no,364,0
827,blue-collar,4366,yes,no,unknown,-1,unknown,no,173,0
6430,technician,1580,no,no,cellular,-1,unknown,no,92,0
549,student,0,no,no,cellular,99,success,no,217,1
364,management,1050,yes,no,cellular,-1,unknown,no,924,1
6716,services,447,no,no,cellular,77,success,no,327,1
5742,management,3914,no,yes,cellular,-1,unknown,no,266,0
5408,retired,9367,no,no,cellular,90,success,no,981,1
1312,services,2965,yes,no,cellular,-1,unknown,no,1970,1
3491,services,418,yes,yes,cellular,-1,unknown,no,219,0
481,services,618,no,no,cellular,-1,unknown,no,193,1
2658,services,0,no,no,cellular,-1,unknown,no,33,0
7120,admin.,5231,no,yes,cellular,-1,unknown,no,222,0
4260,technician,515,no,no,cellular,-1,unknown,no,775,1
7186,student,2351,no,no,telephone,-1,unknown,no,157,1
2305,management,268,yes,no,cellular,-1,unknown,no,458,1
5156,management,613,no,no,cellular,86,success,no,242,1
2168,retired,2628,no,no,telephone,-1,unknown,no,129,0
3329,technician,-276,yes,no,unknown,-1,unknown,no,105,0
3467,management,0,yes,no,cellular,-1,unknown,no,378,1
2395,technician,1699,no,no,cellular,83,success,no,202,1
5123,blue-collar,1308,no,yes,unknown,-1,unknown,no,161,0
6141,student,2321,no,no,cellular,381,failure,no,699,0
4928,blue-collar,625,no,no,unknown,-1,unknown,no,651,1
1791,management,0,yes,no,telephone,-1,unknown,no,171,1
1429,management,657,yes,no,telephone,-1,unknown,no,20,0
1226,services,504,yes,no,cellular,362,other,no,106,0
79,self-employed,951,yes,no,cellular,-1,unknown,no,220,0
2824,services,775,no,no,cellular,182,success,no,1835,1
3168,blue-collar,0,yes,no,cellular,183,success,no,576,1
6148,services,659,yes,no,cellular,-1,unknown,no,12,0
2739,blue-collar,-191,yes,no,unknown,-1,unknown,no,958,1
2323,retired,148,yes,yes,cellular,366,other,no,685,1
4343,blue-collar,2176,yes,no,unknown,-1,unknown,no,52,0
2986,blue-collar,184,no,no,cellular,6,other,no,110,0
3588,technician,-50,no,no,cellular,-1,unknown,no,433,0
3496,services,0,no,no,cellular,-1,unknown,no,74,0
1512,housemaid,312,yes,yes,cellular,-1,unknown,no,137,0
3863,entrepreneur,488,yes,no,telephone,-1,unknown,no,90,0
6583,blue-collar,1432,no,no,cellular,-1,unknown,no,388,0
6175,blue-collar,316,yes,no,unknown,-1,unknown,no,27,0
6957,blue-collar,-398,yes,no,cellular,355,other,no,14,0
7063,blue-collar,10252,no,no,cellular,141,success,no,173,1
2520,technician,83,no,yes,cellular,-1,unknown,no,243,0
2840,technician,896,yes,no,cellular,-1,unknown,no,276,1
3555,blue-collar,102,no,no,cellular,-1,unknown,no,210,0
4216,management,62,yes,no,cellular,272,success,no,428,1
3314,admin.,30,yes,no,telephone,-1,unknown,no,125,0
459,services,167,no,yes,cellular,-1,unknown,no,614,1
4984,retired,0,yes,no,cellular,-1,unknown,no,159,0
7108,housemaid,77,no,no,cellular,-1,unknown,no,463,1
5731,management,222,no,no,cellular,120,success,no,318,1
3091,services,0,yes,no,telephone,-1,unknown,no,250,0
6729,retired,0,yes,yes,telephone,-1,unknown,no,280,0
2835,management,0,no,no,unknown,-1,unknown,no,85,0
4888,admin.,2033,no,no,cellular,-1,unknown,no,48,0
753,technician,788,no,no,unknown,-1,unknown,no,162,0
2354,admin.,607,yes,no,cellular,364,failure,no,454,1
7375,retired,1843,no,no,cellular,185,success,no,192,1
2559,unemployed,4874,no,no,telephone,-1,unknown,no,363,0
7056,technician,2485,no,no,telephone,-1,unknown,no,48,0
5171,retired,2787,no,no,telephone,-1,unknown,no,372,1
3122,admin.,873,no,no,cellular,216,failure,no,301,0
4030,technician,3020,no,no,telephone,270,failure,no,304,1
2238,blue-collar,694,yes,yes,cellular,-1,unknown,no,1806,1
1945,management,697,no,no,cellular,-1,unknown,no,206,1
3670,retired,1843,no,no,cellular,184,success,no,251,1
4525,management,78,yes,no,cellular,-1,unknown,no,369,0
5304,management,6468,yes,no,cellular,157,failure,no,730,1
7130,services,2081,yes,no,unknown,-1,unknown,no,150,0
5435,technician,7102,yes,no,unknown,-1,unknown,no,141,0
4043,blue-collar,756,yes,no,unknown,-1,unknown,no,179,0
1667,self-employed,0,yes,no,unknown,-1,unknown,no,210,0
4467,management,997,no,no,cellular,304,success,no,554,1
4602,services,302,no,no,cellular,-1,unknown,no,203,1
2348,technician,1013,no,no,cellular,92,failure,no,170,1
2624,technician,-300,no,no,cellular,-1,unknown,no,226,0
4306,technician,2313,no,no,cellular,-1,unknown,no,553,1
4254,technician,15,yes,no,cellular,-1,unknown,no,510,1
3300,management,985,no,no,cellular,-1,unknown,no,998,1
3743,unemployed,18,no,no,cellular,-1,unknown,no,70,0
7320,unemployed,150,yes,no,cellular,-1,unknown,no,165,0
1173,retired,5539,no,no,telephone,-1,unknown,no,338,1
5146,housemaid,1613,no,no,cellular,-1,unknown,no,870,1
235,management,3236,no,no,cellular,202,other,no,291,1
5834,management,1506,no,no,cellular,95,success,no,239,1
2919,management,533,no,no,cellular,-1,unknown,no,221,0
4442,admin.,56,yes,no,cellular,258,other,no,275,0
5088,entrepreneur,83,yes,no,cellular,-1,unknown,no,302,0
3559,management,1477,yes,no,cellular,-1,unknown,no,111,0
4653,student,0,no,no,cellular,-1,unknown,no,213,1
5843,management,2813,yes,no,cellular,-1,unknown,no,43,0
1537,admin.,2556,yes,no,cellular,-1,unknown,no,342,0
4835,admin.,1,yes,no,telephone,361,failure,no,327,1
1691,technician,1,yes,no,unknown,-1,unknown,no,608,1
6479,services,1783,yes,yes,cellular,-1,unknown,no,219,0
3070,blue-collar,137,no,yes,cellular,-1,unknown,no,214,0
5098,management,-196,yes,no,cellular,-1,unknown,no,216,0
1266,management,223,yes,no,cellular,278,success,no,303,1
6207,admin.,1206,no,no,telephone,446,failure,no,309,1
1775,admin.,122,yes,no,cellular,-1,unknown,no,481,1
2527,management,1114,yes,no,cellular,175,other,no,1195,0
6104,entrepreneur,1734,yes,no,unknown,-1,unknown,no,161,0
4748,management,11008,no,no,cellular,405,success,no,822,1
3625,entrepreneur,230,no,no,telephone,-1,unknown,no,1089,1
4702,services,955,no,no,cellular,-1,unknown,no,206,1
516,technician,-126,yes,yes,unknown,-1,unknown,no,382,0
4791,technician,441,yes,no,cellular,-1,unknown,no,535,0
3792,technician,3455,yes,no,unknown,-1,unknown,no,566,0
1978,self-employed,60,no,yes,unknown,-1,unknown,no,426,0
4543,management,335,no,no,cellular,182,failure,no,411,1
6150,student,198,no,no,cellular,-1,unknown,no,161,0
3173,management,156,no,no,cellular,-1,unknown,no,657,1
2186,management,2994,yes,no,cellular,137,other,no,156,0
5974,management,1425,yes,no,cellular,-1,unknown,no,775,1
1023,technician,2744,yes,no,cellular,-1,unknown,no,309,0
2740,retired,0,yes,no,cellular,363,failure,no,127,0
2590,management,4693,no,yes,cellular,394,failure,no,79,1
4211,services,636,yes,no,telephone,-1,unknown,no,15,0
1488,technician,488,no,no,unknown,-1,unknown,no,92,0
1728,management,1133,yes,no,cellular,181,other,no,293,1
6564,retired,995,no,no,cellular,-1,unknown,no,131,1
5876,admin.,0,yes,yes,cellular,-1,unknown,no,117,0
3839,blue-collar,113,yes,no,unknown,-1,unknown,no,276,0
6145,retired,2557,yes,no,cellular,216,success,no,211,1
