,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
4099,59,management,2764,no,no,cellular,feb,1,56,failure,married,tertiary,18,459,3,0
1839,43,admin.,-247,yes,yes,cellular,feb,2,76,failure,single,secondary,2,751,4,1
2449,32,management,1882,no,no,cellular,aug,5,-1,unknown,single,tertiary,25,497,0,1
5847,49,entrepreneur,5802,no,no,cellular,aug,3,104,success,single,secondary,12,175,2,0
3653,38,technician,20,no,no,cellular,feb,1,-1,unknown,married,secondary,2,147,0,0
3903,59,housemaid,88,yes,no,cellular,jul,5,-1,unknown,married,primary,28,63,0,0
383,36,services,1189,no,no,cellular,aug,1,-1,unknown,single,tertiary,17,220,0,1
1323,34,admin.,79,yes,no,cellular,jul,3,-1,unknown,single,secondary,28,219,0,0
4226,59,technician,2,no,no,cellular,aug,2,-1,unknown,divorced,secondary,26,164,0,0
3483,33,technician,801,no,no,cellular,aug,5,-1,unknown,divorced,secondary,7,341,0,1
181,30,admin.,-213,yes,yes,unknown,may,1,-1,unknown,single,secondary,27,751,0,1
2618,42,management,-700,yes,no,unknown,may,1,-1,unknown,married,tertiary,14,110,0,0
6052,50,management,453,no,yes,unknown,jul,1,-1,unknown,married,tertiary,4,608,0,0
63,57,retired,1269,no,no,cellular,aug,1,-1,unknown,married,tertiary,31,1120,0,1
5868,30,admin.,313,yes,no,cellular,feb,2,-1,unknown,single,secondary,4,1121,0,1
3564,35,technician,1227,no,no,cellular,mar,4,90,other,single,secondary,18,593,6,1
1558,32,services,2881,no,no,cellular,jul,1,-1,unknown,single,secondary,2,356,0,1
6443,45,technician,999,yes,no,unknown,may,2,-1,unknown,married,secondary,16,656,0,0
1749,46,admin.,1264,no,no,telephone,jan,2,-1,unknown,married,secondary,28,100,0,0
2018,47,blue-collar,2787,no,no,cellular,aug,1,-1,unknown,married,secondary,11,479,0,1
1786,36,management,992,no,no,unknown,jun,1,-1,unknown,single,secondary,6,351,0,0
2698,33,technician,177,yes,no,unknown,may,1,-1,unknown,single,secondary,23,293,0,0
2307,37,technician,197,no,no,cellular,nov,1,200,success,single,tertiary,16,175,1,1
6813,37,technician,1211,yes,no,unknown,may,1,-1,unknown,single,secondary,21,795,0,1
6809,24,blue-collar,476,yes,no,unknown,jun,1,-1,unknown,single,secondary,4,161,0,0
5529,31,technician,205,yes,no,unknown,jun,2,-1,unknown,single,secondary,3,342,0,0
5060,35,admin.,-32,no,yes,cellular,aug,2,178,success,single,secondary,6,366,9,1
857,26,management,170,no,no,cellular,jun,1,-1,unknown,single,tertiary,15,129,0,1
4217,29,admin.,500,yes,no,cellular,may,8,-1,unknown,married,secondary,8,8,0,0
52,31,management,533,no,no,cellular,nov,3,93,success,single,tertiary,12,90,6,1
6278,43,management,11891,no,no,cellular,dec,5,242,success,single,tertiary,4,821,1,1
5058,32,technician,705,no,no,cellular,jun,1,-1,unknown,single,tertiary,17,544,0,1
2503,38,admin.,4023,no,no,unknown,jun,2,-1,unknown,single,secondary,11,339,0,0
4591,32,management,282,no,no,cellular,aug,2,-1,unknown,married,tertiary,22,92,0,0
3033,57,blue-collar,6004,yes,no,cellular,aug,6,-1,unknown,married,secondary,12,157,0,0
5155,34,management,3050,yes,no,cellular,may,1,-1,unknown,married,tertiary,13,469,0,1
1084,62,management,3371,no,no,cellular,mar,1,178,success,married,tertiary,25,187,2,1
6130,38,technician,226,yes,no,unknown,may,3,-1,unknown,married,secondary,30,762,0,1
297,36,blue-collar,409,yes,no,unknown,jun,3,-1,unknown,married,primary,11,81,0,0
6592,59,management,315,no,no,cellular,mar,1,176,failure,married,tertiary,2,591,2,1
7376,44,blue-collar,776,yes,no,unknown,may,1,-1,unknown,married,secondary,29,306,0,0
6578,35,admin.,321,no,no,cellular,jul,1,412,other,single,secondary,21,143,3,1
1184,47,technician,236,no,no,cellular,aug,4,-1,unknown,divorced,secondary,18,263,0,0
392,33,management,2240,no,no,cellular,jun,1,-1,unknown,divorced,tertiary,3,198,0,1
4245,28,technician,4513,yes,no,unknown,may,3,-1,unknown,single,tertiary,27,167,0,0
3574,27,student,1134,no,no,cellular,oct,1,183,success,single,tertiary,21,825,4,1
4927,28,blue-collar,431,yes,no,cellular,may,2,363,failure,single,primary,13,68,2,0
7026,39,management,1738,yes,no,cellular,may,1,358,other,married,tertiary,14,633,1,1
1417,54,technician,1938,no,yes,cellular,jul,3,-1,unknown,married,secondary,28,551,0,1
2155,36,services,11462,yes,no,cellular,nov,1,-1,unknown,married,secondary,20,993,0,1
4787,36,services,1227,yes,yes,cellular,may,5,341,failure,single,secondary,4,775,3,1
5048,32,unemployed,881,no,no,cellular,feb,5,-1,unknown,married,unknown,9,79,0,0
668,43,entrepreneur,2315,yes,yes,cellular,may,1,-1,unknown,married,primary,14,42,0,0
3798,50,blue-collar,-37,yes,no,unknown,may,3,-1,unknown,married,primary,12,78,0,0
5012,31,management,4331,yes,no,cellular,jul,1,-1,unknown,single,tertiary,22,318,0,0
1798,53,management,597,no,no,unknown,feb,1,-1,unknown,married,tertiary,22,392,0,1
6741,39,technician,902,yes,no,cellular,feb,2,180,failure,divorced,secondary,10,691,5,1
4303,62,retired,4692,yes,no,cellular,oct,1,-1,unknown,married,tertiary,15,73,0,0
6437,74,retired,670,no,no,cellular,apr,5,-1,unknown,married,primary,23,266,0,1
727,55,retired,1821,no,no,cellular,aug,2,-1,unknown,married,primary,8,224,0,0
2561,41,housemaid,879,no,no,unknown,jun,2,-1,unknown,married,secondary,5,1053,0,1
6173,33,entrepreneur,114,no,yes,cellular,jul,3,-1,unknown,married,tertiary,28,57,0,0
5836,78,retired,3417,no,no,cellular,may,1,181,success,divorced,secondary,12,309,1,1
772,56,services,9,no,yes,cellular,aug,2,-1,unknown,married,secondary,20,285,0,0
1507,30,technician,2567,no,no,cellular,jun,4,-1,unknown,single,secondary,18,813,0,1
255,43,management,693,yes,no,unknown,may,3,-1,unknown,divorced,secondary,5,124,0,0
7226,25,self-employed,42,yes,no,cellular,jun,1,94,success,single,tertiary,5,149,1,1
2251,36,blue-collar,-206,yes,no,unknown,may,2,-1,unknown,married,secondary,8,177,0,0
4636,59,blue-collar,6212,yes,no,cellular,may,2,-1,unknown,married,primary,5,574,0,0
2596,36,admin.,0,yes,yes,cellular,may,1,-1,unknown,married,secondary,11,94,0,0
6803,56,blue-collar,982,yes,yes,cellular,may,2,-1,unknown,married,unknown,7,135,0,0
3031,27,services,194,yes,no,unknown,may,1,-1,unknown,single,secondary,16,326,0,0
1799,41,management,25,yes,yes,cellular,mar,2,-1,unknown,divorced,tertiary,26,117,0,1
2010,41,blue-collar,1250,yes,no,unknown,may,2,-1,unknown,married,primary,20,1392,0,1
6635,43,management,2367,no,no,cellular,sep,1,113,success,divorced,tertiary,22,83,3,1
242,35,management,0,no,no,cellular,aug,5,-1,unknown,single,tertiary,18,276,0,0
4334,37,management,80,no,no,cellular,aug,3,-1,unknown,married,secondary,27,155,0,0
7110,59,management,782,no,yes,cellular,aug,2,-1,unknown,married,tertiary,13,127,0,0
1614,24,technician,556,yes,no,cellular,aug,2,-1,unknown,married,secondary,18,460,0,1
1242,77,retired,820,no,no,telephone,oct,2,181,success,married,secondary,21,330,4,1
4338,31,services,205,yes,no,cellular,apr,1,-1,unknown,single,secondary,15,465,0,0
416,32,technician,660,no,no,cellular,oct,2,490,failure,married,secondary,25,226,1,1
4071,80,retired,997,no,no,cellular,oct,2,86,other,married,primary,29,746,1,1
5237,34,management,-311,yes,no,unknown,may,2,-1,unknown,married,secondary,27,305,0,0
132,33,admin.,177,yes,no,cellular,may,1,-1,unknown,married,secondary,11,100,0,0
2394,30,services,-143,yes,no,cellular,may,1,-1,unknown,single,secondary,15,85,0,0
6772,30,unemployed,221,no,no,cellular,aug,4,-1,unknown,married,secondary,8,61,0,0
1445,34,blue-collar,640,yes,no,cellular,apr,2,-1,unknown,married,secondary,29,636,0,1
5822,34,blue-collar,1207,yes,no,unknown,may,1,-1,unknown,married,secondary,21,905,0,1
832,35,self-employed,353,no,no,cellular,feb,1,183,success,single,tertiary,11,352,1,1
3458,35,technician,518,yes,no,cellular,apr,1,-1,unknown,married,secondary,30,616,0,1
1731,67,retired,203,no,no,cellular,oct,1,266,success,married,secondary,11,405,2,1
734,32,entrepreneur,762,no,no,cellular,jul,11,-1,unknown,married,tertiary,19,187,0,1
5760,58,services,688,no,no,cellular,aug,2,-1,unknown,married,secondary,6,152,0,0
1502,58,retired,13,no,no,cellular,aug,4,-1,unknown,married,secondary,7,92,0,0
7008,46,management,716,yes,yes,cellular,may,1,172,failure,married,tertiary,8,557,1,0
7208,39,admin.,223,no,no,cellular,feb,1,-1,unknown,single,secondary,4,277,0,0
3521,27,technician,58,yes,no,unknown,may,1,-1,unknown,married,secondary,28,82,0,0
2852,41,services,803,yes,no,cellular,apr,4,316,failure,married,secondary,9,592,3,1
2154,42,admin.,-466,no,yes,telephone,jul,15,-1,unknown,married,primary,31,94,0,0
5028,36,technician,432,yes,no,cellular,may,3,255,failure,married,secondary,11,61,2,0
1535,38,admin.,198,yes,no,unknown,may,2,-1,unknown,divorced,secondary,26,431,0,1
7251,39,admin.,260,yes,no,cellular,nov,1,94,success,married,secondary,13,226,4,1
4438,43,blue-collar,515,yes,no,cellular,nov,1,-1,unknown,divorced,primary,18,182,0,0
1506,35,management,243,yes,no,unknown,may,3,-1,unknown,single,tertiary,12,102,0,0
7077,56,blue-collar,-9,yes,yes,cellular,may,1,-1,unknown,divorced,primary,8,728,0,1
5546,27,admin.,592,yes,yes,cellular,feb,3,-1,unknown,single,secondary,5,466,0,0
5630,40,management,205,no,no,cellular,jul,1,-1,unknown,divorced,tertiary,25,357,0,0
4848,34,management,500,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,29,399,0,0
3537,69,retired,0,no,no,cellular,aug,2,-1,unknown,married,secondary,25,412,0,1
6884,30,admin.,305,no,no,cellular,apr,1,85,success,single,tertiary,30,633,2,1
5906,36,services,281,yes,no,unknown,may,1,-1,unknown,single,unknown,16,515,0,1
3575,30,technician,120,yes,no,cellular,may,1,-1,unknown,single,secondary,18,74,0,0
4449,38,unemployed,804,no,no,cellular,jun,1,-1,unknown,single,secondary,1,1087,0,1
4822,38,management,6368,yes,no,cellular,may,4,-1,unknown,divorced,tertiary,4,922,0,1
769,34,management,8,no,no,cellular,aug,4,-1,unknown,married,tertiary,25,169,0,0
3366,27,self-employed,5214,yes,no,unknown,may,1,-1,unknown,single,tertiary,28,94,0,0
685,30,admin.,350,no,yes,cellular,jul,5,-1,unknown,married,secondary,9,171,0,0
393,42,technician,994,yes,no,cellular,nov,3,93,success,married,secondary,12,227,6,1
4655,34,management,431,no,no,cellular,jul,1,-1,unknown,single,tertiary,16,401,0,0
2013,45,management,786,no,no,cellular,sep,3,-1,unknown,married,tertiary,10,84,0,1
5368,37,technician,0,yes,no,cellular,apr,3,-1,unknown,married,secondary,22,1288,0,1
3722,50,technician,3370,no,no,cellular,jun,2,-1,unknown,married,secondary,2,160,0,1
5849,43,management,2081,no,no,cellular,oct,3,-1,unknown,single,tertiary,22,554,0,1
5983,38,admin.,446,yes,no,unknown,may,1,-1,unknown,single,unknown,13,386,0,0
3676,31,management,2384,yes,no,cellular,apr,2,-1,unknown,single,tertiary,14,608,0,0
5384,31,blue-collar,-209,yes,no,cellular,may,3,367,failure,divorced,secondary,8,154,2,0
7204,39,technician,834,yes,yes,cellular,apr,1,-1,unknown,married,secondary,20,390,0,0
163,43,blue-collar,625,yes,no,unknown,sep,1,-1,unknown,married,secondary,30,175,0,0
3185,33,services,-384,yes,no,cellular,jul,1,-1,unknown,married,secondary,9,125,0,0
4909,37,services,466,yes,yes,cellular,may,1,-1,unknown,married,secondary,25,377,0,1
709,31,management,98,no,no,cellular,aug,2,-1,unknown,single,tertiary,11,69,0,0
4128,31,admin.,410,no,no,cellular,oct,1,185,success,single,secondary,25,182,1,1
4376,25,services,10,yes,no,cellular,may,1,294,failure,married,secondary,7,51,1,0
1335,36,technician,4136,yes,no,unknown,may,3,-1,unknown,single,secondary,30,812,0,1
199,30,admin.,60,no,no,cellular,jan,2,-1,unknown,single,secondary,29,55,0,0
5998,30,admin.,154,yes,no,cellular,nov,2,-1,unknown,single,secondary,21,24,0,0
3540,32,management,1331,no,no,cellular,nov,1,92,failure,married,tertiary,12,126,5,1
5816,30,blue-collar,-390,yes,no,cellular,may,1,-1,unknown,single,secondary,5,275,0,0
4757,29,management,1377,no,no,cellular,apr,2,-1,unknown,single,tertiary,8,548,0,1
2471,34,technician,1313,no,no,cellular,apr,4,-1,unknown,single,secondary,19,237,0,0
3717,32,entrepreneur,598,no,no,cellular,aug,6,-1,unknown,married,tertiary,18,135,0,0
6187,35,admin.,898,yes,no,cellular,apr,1,-1,unknown,married,secondary,9,214,0,1
5494,39,blue-collar,0,no,no,cellular,jul,4,-1,unknown,single,secondary,22,864,0,1
4445,49,management,1167,yes,yes,cellular,sep,1,91,success,married,tertiary,24,249,14,1
5749,43,self-employed,3003,no,no,cellular,aug,3,-1,unknown,married,tertiary,8,358,0,0
6550,44,blue-collar,112,yes,no,unknown,may,2,-1,unknown,married,primary,14,225,0,0
505,47,blue-collar,581,yes,no,cellular,aug,6,-1,unknown,married,secondary,26,79,0,0
3047,41,blue-collar,193,yes,no,unknown,may,1,-1,unknown,married,secondary,29,130,0,0
1191,33,management,2364,no,no,cellular,may,1,-1,unknown,single,tertiary,17,508,0,1
3950,31,technician,1570,yes,no,cellular,mar,4,286,failure,married,tertiary,8,277,1,1
458,31,technician,0,no,no,cellular,aug,6,-1,unknown,divorced,tertiary,27,581,0,1
4770,33,technician,0,yes,yes,cellular,nov,2,-1,unknown,married,secondary,19,163,0,0
603,32,admin.,131,yes,no,cellular,jun,1,183,success,single,secondary,22,522,2,1
4754,53,admin.,0,yes,yes,cellular,aug,1,98,failure,divorced,secondary,6,1452,2,1
4627,37,technician,549,no,no,cellular,mar,1,-1,unknown,married,tertiary,2,239,0,1
1073,56,entrepreneur,179,no,no,cellular,aug,2,-1,unknown,divorced,secondary,14,47,0,0
3244,41,services,450,yes,no,unknown,may,2,-1,unknown,married,primary,14,374,0,0
5100,29,services,-271,yes,no,unknown,jun,1,-1,unknown,single,secondary,4,578,0,1
6670,50,housemaid,5260,yes,no,cellular,jul,2,-1,unknown,married,tertiary,24,51,0,0
7309,57,entrepreneur,905,no,no,cellular,aug,1,-1,unknown,married,secondary,7,121,0,0
3282,29,management,2417,yes,no,cellular,may,2,-1,unknown,married,tertiary,7,126,0,0
6464,48,management,399,no,yes,cellular,aug,1,-1,unknown,single,tertiary,7,126,0,0
5959,31,technician,477,no,no,cellular,apr,1,-1,unknown,married,secondary,30,146,0,0
1275,38,entrepreneur,259,no,no,cellular,nov,1,-1,unknown,married,unknown,18,63,0,0
6728,58,blue-collar,73,no,no,unknown,jun,1,-1,unknown,married,primary,17,116,0,0
1744,58,management,473,no,no,cellular,feb,1,262,success,married,tertiary,18,1109,1,1
4619,49,unemployed,377,no,no,cellular,may,1,59,failure,married,tertiary,22,158,2,0
4866,28,management,278,no,yes,cellular,jan,1,-1,unknown,single,tertiary,29,194,0,0
4716,38,services,-349,yes,no,cellular,apr,2,328,failure,married,secondary,20,111,5,0
6398,25,admin.,131,yes,yes,unknown,may,1,-1,unknown,single,secondary,9,237,0,0
4436,54,housemaid,212,no,no,cellular,aug,4,-1,unknown,married,primary,12,81,0,0
829,40,management,1855,no,no,telephone,feb,6,-1,unknown,married,tertiary,8,78,0,1
2020,41,admin.,90,yes,no,cellular,may,2,347,failure,single,secondary,15,77,4,0
6529,38,services,-314,yes,no,unknown,may,2,-1,unknown,married,secondary,28,66,0,0
1053,31,technician,147,yes,no,unknown,may,1,-1,unknown,single,secondary,7,374,0,0
2617,51,technician,0,yes,no,unknown,may,2,-1,unknown,divorced,secondary,28,463,0,0
4706,37,services,4017,no,no,cellular,oct,1,-1,unknown,married,secondary,16,156,0,1
6380,56,retired,9367,no,no,cellular,may,2,-1,unknown,married,primary,4,617,0,1
4764,30,management,1675,no,no,cellular,sep,1,-1,unknown,single,tertiary,4,181,0,0
1405,30,management,186,yes,no,cellular,nov,3,-1,unknown,single,secondary,20,235,0,0
6459,27,technician,158,no,no,unknown,jul,2,-1,unknown,single,secondary,1,650,0,1
5180,44,services,0,yes,yes,cellular,may,1,-1,unknown,married,secondary,11,161,0,0
3754,52,blue-collar,7119,no,yes,telephone,nov,3,-1,unknown,married,secondary,20,871,0,1
778,39,management,1795,no,no,cellular,aug,7,-1,unknown,married,tertiary,8,922,0,1
7111,50,technician,1838,yes,yes,cellular,aug,8,-1,unknown,married,secondary,13,221,0,0
1047,53,services,367,yes,yes,cellular,jan,1,261,failure,married,secondary,29,155,2,0
856,66,retired,2048,no,no,cellular,aug,1,-1,unknown,married,secondary,27,212,0,1
4112,48,entrepreneur,183,yes,no,unknown,jun,9,-1,unknown,married,secondary,3,203,0,0
225,27,blue-collar,377,no,no,cellular,feb,2,-1,unknown,single,primary,19,645,0,1
1987,58,technician,99,no,no,telephone,sep,2,-1,unknown,married,secondary,22,396,0,1
1250,34,technician,122,no,no,unknown,may,5,-1,unknown,single,tertiary,27,73,0,0
7391,55,admin.,602,no,no,cellular,jun,3,90,success,married,secondary,1,324,2,1
5823,38,management,1101,yes,no,telephone,nov,1,-1,unknown,married,tertiary,9,43,0,0
545,33,blue-collar,379,yes,yes,cellular,jun,2,-1,unknown,married,secondary,16,263,0,1
1841,24,admin.,299,yes,no,cellular,may,1,321,failure,married,secondary,6,209,1,0
6028,37,unemployed,1032,no,no,telephone,feb,1,-1,unknown,single,tertiary,4,63,0,0
2199,30,management,1466,no,no,cellular,aug,4,-1,unknown,single,tertiary,12,111,0,0
5726,53,blue-collar,5603,no,no,cellular,aug,6,-1,unknown,married,primary,28,2372,0,1
3500,43,technician,1612,no,no,cellular,may,2,353,other,divorced,secondary,25,262,1,1
3198,22,management,104,no,yes,cellular,oct,1,185,success,single,tertiary,18,509,3,1
614,26,technician,223,no,yes,cellular,jul,3,-1,unknown,single,secondary,21,1002,0,1
4042,46,technician,940,no,no,cellular,aug,2,-1,unknown,married,secondary,5,1227,0,1
2874,52,management,6,no,no,telephone,oct,1,-1,unknown,married,tertiary,19,57,0,0
3737,32,blue-collar,4996,yes,no,unknown,may,2,-1,unknown,married,secondary,20,205,0,0
4109,61,self-employed,6,yes,no,cellular,oct,1,182,success,divorced,tertiary,13,210,2,1
6594,38,management,385,yes,no,telephone,oct,1,-1,unknown,married,tertiary,28,154,0,1
1492,31,technician,165,no,no,cellular,may,4,-1,unknown,married,tertiary,15,218,0,0
453,46,management,2223,no,no,unknown,jun,3,-1,unknown,single,tertiary,12,67,0,0
3605,45,blue-collar,7895,yes,no,cellular,feb,1,-1,unknown,married,secondary,4,872,0,1
2047,77,retired,7802,no,no,telephone,may,1,92,success,married,tertiary,4,421,2,1
1711,57,management,10583,no,no,cellular,sep,3,98,success,married,tertiary,28,341,3,1
6962,73,retired,1843,no,no,cellular,sep,2,-1,unknown,married,tertiary,11,106,0,1
5448,48,management,291,yes,no,telephone,jul,2,-1,unknown,married,tertiary,23,350,0,0
5735,51,blue-collar,201,yes,no,cellular,jul,2,-1,unknown,married,primary,17,582,0,1
245,40,management,37,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,16,412,0,0
387,42,admin.,30,yes,no,cellular,feb,1,266,failure,single,secondary,4,98,3,0
2398,50,blue-collar,1064,yes,no,cellular,aug,2,-1,unknown,married,primary,8,31,0,0
569,31,technician,967,no,no,cellular,nov,3,-1,unknown,single,tertiary,21,210,0,0
1268,40,services,471,yes,no,cellular,apr,1,345,failure,divorced,primary,16,1156,2,1
3191,31,management,2983,yes,no,cellular,jul,1,-1,unknown,single,tertiary,2,153,0,0
5500,33,blue-collar,-81,yes,no,cellular,jan,2,-1,unknown,married,secondary,29,339,0,0
4975,31,blue-collar,1125,no,yes,unknown,may,1,-1,unknown,divorced,secondary,15,548,0,0
592,44,management,558,no,no,cellular,feb,5,-1,unknown,married,primary,19,268,0,1
2791,30,unemployed,302,no,no,cellular,feb,3,-1,unknown,single,tertiary,11,528,0,1
6682,34,management,416,no,no,cellular,aug,4,-1,unknown,single,tertiary,14,1217,0,0
5197,35,services,-504,no,no,cellular,jul,1,-1,unknown,divorced,secondary,10,228,0,0
4199,27,technician,1075,no,no,cellular,mar,1,-1,unknown,single,tertiary,2,658,0,1
5700,65,retired,828,no,no,cellular,jul,1,-1,unknown,divorced,secondary,13,305,0,1
2339,34,technician,2838,yes,no,cellular,may,3,-1,unknown,single,tertiary,13,620,0,1
7366,32,blue-collar,1879,no,no,cellular,feb,8,-1,unknown,married,secondary,6,591,0,1
6593,52,services,820,yes,no,cellular,feb,2,-1,unknown,married,secondary,2,135,0,0
6823,44,entrepreneur,887,yes,no,cellular,apr,1,14,failure,married,secondary,17,519,2,0
7076,44,entrepreneur,860,yes,yes,cellular,may,2,295,failure,married,secondary,6,96,5,0
714,35,blue-collar,885,yes,no,cellular,jul,6,-1,unknown,single,secondary,15,632,0,1
6887,39,services,702,yes,no,cellular,apr,1,300,failure,married,secondary,8,303,1,0
4203,33,technician,2565,yes,no,cellular,may,2,-1,unknown,single,tertiary,13,128,0,0
275,30,management,265,yes,no,unknown,may,4,-1,unknown,married,tertiary,26,45,0,0
836,31,management,-547,yes,yes,cellular,jul,10,-1,unknown,divorced,tertiary,31,101,0,0
2736,48,admin.,1060,yes,no,cellular,apr,2,318,failure,married,secondary,20,87,3,0
5937,40,entrepreneur,3676,yes,yes,unknown,may,1,-1,unknown,married,primary,15,101,0,0
5445,44,blue-collar,0,no,no,cellular,apr,1,-1,unknown,single,secondary,20,133,0,1
4201,33,admin.,598,yes,no,unknown,may,1,-1,unknown,single,secondary,28,189,0,0
1012,51,technician,2323,yes,yes,cellular,aug,10,-1,unknown,divorced,secondary,18,151,0,0
6266,47,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,married,secondary,5,1446,0,1
3946,26,admin.,-122,yes,no,unknown,jun,3,-1,unknown,single,primary,23,670,0,1
471,26,management,6840,yes,no,unknown,may,2,-1,unknown,single,tertiary,28,1560,0,1
1449,51,management,441,yes,no,cellular,may,2,167,other,married,secondary,7,189,2,0
5,41,admin.,-76,yes,no,cellular,apr,1,-1,unknown,married,secondary,16,263,0,0
1257,21,blue-collar,2265,no,no,cellular,may,4,99,success,single,secondary,27,156,2,0
7351,60,admin.,473,no,no,cellular,feb,2,8,other,single,secondary,5,175,1,0
5067,32,technician,3818,no,no,cellular,aug,4,-1,unknown,single,tertiary,18,100,0,0
4468,34,management,303,yes,no,cellular,jan,1,195,failure,married,tertiary,29,50,2,0
6338,35,housemaid,1015,yes,no,unknown,jun,2,-1,unknown,single,secondary,5,406,0,1
5042,60,technician,316,no,no,cellular,may,2,263,failure,married,secondary,4,545,4,1
3819,30,blue-collar,971,yes,no,cellular,apr,1,317,other,single,secondary,17,283,2,0
2666,30,management,1299,no,no,cellular,aug,2,-1,unknown,single,secondary,14,515,0,0
6615,34,admin.,36,no,no,cellular,aug,6,-1,unknown,married,secondary,22,192,0,0
6220,60,retired,1,no,no,cellular,feb,1,184,success,divorced,secondary,19,302,1,1
1287,24,self-employed,931,yes,no,unknown,may,4,-1,unknown,single,tertiary,28,200,0,0
707,38,services,-762,yes,yes,unknown,may,2,-1,unknown,married,secondary,30,408,0,0
384,33,blue-collar,863,yes,no,telephone,may,3,-1,unknown,single,primary,13,622,0,1
6972,36,management,630,no,no,cellular,feb,1,-1,unknown,married,tertiary,2,285,0,1
6058,27,student,468,no,no,cellular,feb,2,-1,unknown,single,unknown,4,270,0,0
4119,26,technician,1066,no,no,cellular,apr,1,-1,unknown,single,tertiary,15,200,0,1
4669,33,management,71,no,no,cellular,nov,1,287,failure,married,tertiary,16,136,1,0
1006,42,management,0,yes,no,cellular,nov,1,-1,unknown,single,tertiary,21,824,0,1
5512,79,retired,79,no,no,cellular,oct,2,-1,unknown,divorced,primary,9,1106,0,1
4193,52,services,1625,no,no,cellular,aug,2,-1,unknown,married,primary,8,459,0,1
3525,41,entrepreneur,306,yes,no,unknown,jun,3,-1,unknown,married,tertiary,20,102,0,0
2344,30,self-employed,3343,no,no,cellular,jun,1,-1,unknown,single,tertiary,1,235,0,1
5517,37,management,789,yes,yes,cellular,aug,1,190,other,married,tertiary,11,93,2,0
2594,32,technician,720,no,no,cellular,aug,4,-1,unknown,single,tertiary,12,234,0,0
5648,33,technician,154,no,no,cellular,mar,2,-1,unknown,single,tertiary,18,159,0,0
1951,30,services,81,no,no,cellular,apr,1,-1,unknown,married,tertiary,22,145,0,1
5948,29,admin.,265,yes,no,cellular,nov,1,184,failure,single,secondary,25,414,1,1
5243,46,services,437,yes,no,cellular,may,3,-1,unknown,married,primary,13,546,0,1
3120,28,self-employed,1579,no,no,cellular,oct,3,-1,unknown,single,tertiary,14,122,0,0
2057,29,blue-collar,630,yes,no,cellular,jul,5,-1,unknown,married,primary,30,219,0,0
5265,54,management,203,no,no,cellular,nov,1,-1,unknown,married,tertiary,21,70,0,0
4667,31,admin.,383,no,yes,cellular,feb,1,214,failure,single,tertiary,6,119,1,0
504,43,management,-183,no,no,cellular,jul,1,-1,unknown,married,tertiary,24,65,0,0
1876,75,retired,3771,no,no,telephone,oct,1,183,failure,married,secondary,16,186,1,1
2899,43,services,43,yes,no,cellular,may,1,-1,unknown,married,secondary,18,199,0,0
7411,36,unknown,179,no,no,cellular,aug,8,-1,unknown,married,secondary,8,14,0,0
3361,56,blue-collar,1137,no,no,telephone,jul,1,-1,unknown,married,primary,2,176,0,1
2237,35,blue-collar,22,yes,no,cellular,may,2,302,other,married,primary,15,1190,2,1
4324,59,housemaid,-187,yes,no,telephone,jul,7,-1,unknown,married,primary,21,118,0,0
4538,33,management,3143,no,no,cellular,jun,2,-1,unknown,single,tertiary,29,421,0,1
2772,31,self-employed,1815,no,no,telephone,feb,1,-1,unknown,single,tertiary,9,1541,0,1
6281,28,blue-collar,4287,no,no,cellular,apr,1,-1,unknown,married,secondary,30,171,0,0
2557,37,entrepreneur,189,no,no,cellular,jun,2,-1,unknown,married,tertiary,2,253,0,1
3711,50,self-employed,10052,no,no,cellular,aug,2,-1,unknown,married,secondary,13,665,0,1
5606,26,blue-collar,0,yes,no,unknown,may,3,-1,unknown,divorced,secondary,19,48,0,0
4163,37,blue-collar,-196,yes,no,unknown,may,2,-1,unknown,married,primary,26,166,0,0
2379,36,unemployed,115,no,no,cellular,feb,2,-1,unknown,single,secondary,9,71,0,0
7154,33,admin.,146,no,no,cellular,oct,1,91,success,single,tertiary,22,380,3,1
1100,33,blue-collar,2655,yes,no,cellular,nov,1,-1,unknown,married,unknown,21,195,0,0
7310,28,management,385,no,yes,cellular,feb,4,193,failure,single,tertiary,9,79,7,0
610,55,technician,462,no,no,cellular,aug,2,-1,unknown,married,secondary,11,116,0,0
2697,32,management,128,yes,no,cellular,jul,3,-1,unknown,married,tertiary,28,320,0,0
6735,36,technician,1044,yes,no,cellular,aug,19,-1,unknown,single,secondary,20,15,0,0
1852,51,blue-collar,129,yes,no,cellular,may,2,-1,unknown,married,primary,15,611,0,1
3261,50,management,-516,yes,no,unknown,may,2,-1,unknown,married,tertiary,15,226,0,0
1158,59,management,1585,no,no,telephone,aug,5,-1,unknown,married,tertiary,28,91,0,0
2514,52,self-employed,2289,yes,yes,cellular,nov,1,-1,unknown,married,tertiary,21,81,0,0
2442,39,blue-collar,766,yes,no,unknown,jun,3,-1,unknown,married,primary,3,350,0,0
6171,38,management,1223,no,no,cellular,aug,5,-1,unknown,married,tertiary,12,1092,0,1
7071,42,technician,-411,yes,no,cellular,jul,3,-1,unknown,single,tertiary,24,212,0,0
