,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,day,duration,previous,deposit
3339,25,admin.,3730,yes,no,cellular,feb,1,-1,unknown,single,tertiary,27,353,0,1
2395,33,technician,1699,no,no,cellular,jan,1,83,success,married,tertiary,28,202,3,1
276,35,blue-collar,1792,yes,no,cellular,jul,6,-1,unknown,divorced,primary,31,630,0,1
4933,68,retired,2812,no,no,cellular,aug,4,181,success,married,tertiary,3,392,3,1
6844,40,services,1937,yes,no,unknown,jun,1,-1,unknown,divorced,primary,2,86,0,0
5067,32,technician,3818,no,no,cellular,aug,4,-1,unknown,single,tertiary,18,100,0,0
1668,31,self-employed,168,no,no,cellular,feb,2,-1,unknown,married,tertiary,4,193,0,1
5242,28,student,61,yes,no,cellular,jul,8,-1,unknown,single,tertiary,16,401,0,0
5147,37,management,6014,yes,no,cellular,jul,6,-1,unknown,married,tertiary,15,163,0,0
2511,54,retired,3538,no,no,cellular,may,1,-1,unknown,married,secondary,27,820,0,1
6078,51,unemployed,1801,no,no,cellular,apr,3,-1,unknown,married,tertiary,16,838,0,1
4530,57,blue-collar,1540,yes,no,cellular,nov,1,-1,unknown,married,secondary,17,564,0,1
7215,43,unemployed,0,no,no,cellular,oct,1,94,success,married,tertiary,18,464,2,1
5290,34,technician,1035,no,no,cellular,aug,10,-1,unknown,married,secondary,25,1374,0,1
5224,48,blue-collar,492,no,yes,cellular,aug,2,-1,unknown,married,primary,21,139,0,0
4234,29,admin.,382,yes,no,unknown,may,1,-1,unknown,single,secondary,12,460,0,0
4239,43,technician,2643,no,no,telephone,may,5,-1,unknown,married,tertiary,4,331,0,1
2046,39,management,2981,no,no,cellular,mar,1,-1,unknown,married,secondary,26,200,0,1
709,31,management,98,no,no,cellular,aug,2,-1,unknown,single,tertiary,11,69,0,0
3855,49,unemployed,518,no,no,cellular,jan,2,-1,unknown,married,primary,29,1917,0,1
6821,33,services,210,yes,no,cellular,may,2,-1,unknown,married,secondary,13,1207,0,1
3058,36,management,436,no,no,cellular,apr,1,595,failure,single,tertiary,13,567,2,1
776,39,management,1234,no,no,telephone,jul,4,-1,unknown,single,tertiary,29,64,0,0
5129,22,student,549,no,no,cellular,sep,1,-1,unknown,single,unknown,2,154,0,0
2970,54,technician,0,no,no,telephone,apr,3,84,success,married,secondary,30,766,3,1
5261,32,admin.,184,yes,no,unknown,may,4,-1,unknown,single,secondary,8,230,0,0
4850,80,retired,1610,no,no,cellular,aug,1,-1,unknown,married,secondary,12,71,0,0
2176,35,unemployed,127,yes,no,telephone,nov,1,-1,unknown,single,secondary,14,162,0,1
1864,36,management,2161,no,no,cellular,sep,2,183,success,married,tertiary,8,708,5,1
2191,48,management,0,no,no,unknown,jun,3,-1,unknown,single,tertiary,18,96,0,0
57,44,management,0,yes,no,unknown,may,1,-1,unknown,married,tertiary,28,260,0,0
7026,39,management,1738,yes,no,cellular,may,1,358,other,married,tertiary,14,633,1,1
2442,39,blue-collar,766,yes,no,unknown,jun,3,-1,unknown,married,primary,3,350,0,0
494,54,technician,3994,no,yes,cellular,apr,2,-1,unknown,married,secondary,16,299,0,1
7223,50,entrepreneur,2731,no,no,cellular,aug,2,-1,unknown,married,secondary,8,111,0,0
3754,52,blue-collar,7119,no,yes,telephone,nov,3,-1,unknown,married,secondary,20,871,0,1
6793,31,technician,2088,no,no,cellular,feb,14,-1,unknown,single,secondary,9,15,0,0
4092,32,management,1388,yes,no,cellular,apr,1,-1,unknown,married,tertiary,30,753,0,1
4998,40,management,10786,no,no,unknown,jun,3,-1,unknown,married,tertiary,20,111,0,0
4971,46,technician,1167,yes,no,cellular,nov,2,-1,unknown,married,secondary,21,1540,0,1
6618,42,unemployed,576,no,no,cellular,jun,2,96,success,married,tertiary,3,447,1,1
2697,32,management,128,yes,no,cellular,jul,3,-1,unknown,married,tertiary,28,320,0,0
4572,49,technician,12531,no,no,cellular,aug,8,-1,unknown,married,secondary,13,77,0,0
335,49,services,1830,yes,no,cellular,aug,1,179,success,married,primary,13,261,1,1
6060,54,management,-1415,yes,yes,cellular,nov,1,-1,unknown,married,tertiary,17,135,0,0
7360,57,retired,-157,no,no,cellular,aug,9,-1,unknown,married,unknown,28,31,0,0
967,38,blue-collar,2008,yes,no,cellular,nov,1,-1,unknown,married,secondary,18,354,0,0
4522,32,management,937,no,no,cellular,may,1,190,failure,married,tertiary,26,61,1,0
4905,58,retired,1230,no,no,cellular,may,1,87,failure,married,secondary,20,420,1,1
6151,37,admin.,192,yes,no,unknown,may,2,-1,unknown,single,secondary,23,105,0,0
303,41,blue-collar,5517,yes,no,cellular,jul,1,-1,unknown,married,secondary,10,584,0,1
6026,30,services,9,no,yes,cellular,jan,2,205,failure,single,secondary,29,194,2,0
3806,47,admin.,295,yes,no,unknown,jun,2,-1,unknown,divorced,secondary,6,94,0,1
5419,38,blue-collar,0,yes,no,unknown,jun,1,-1,unknown,married,secondary,9,254,0,0
5090,33,technician,66,no,no,cellular,jun,2,-1,unknown,single,secondary,5,157,0,1
2398,50,blue-collar,1064,yes,no,cellular,aug,2,-1,unknown,married,primary,8,31,0,0
4981,37,services,319,yes,no,unknown,jun,3,-1,unknown,divorced,secondary,6,467,0,1
3333,54,management,-449,yes,no,cellular,may,1,-1,unknown,divorced,tertiary,14,691,0,1
2287,21,management,243,no,yes,cellular,jun,2,-1,unknown,single,tertiary,17,181,0,0
6319,37,blue-collar,0,yes,no,unknown,may,1,-1,unknown,married,primary,26,24,0,0
7288,32,management,3696,no,no,unknown,may,3,-1,unknown,married,tertiary,21,315,0,0
4048,29,blue-collar,5,no,no,cellular,jun,1,-1,unknown,married,primary,3,321,0,1
1895,29,blue-collar,59,yes,yes,cellular,jul,4,-1,unknown,married,primary,29,665,0,0
4460,29,technician,113,no,no,cellular,feb,2,183,success,single,secondary,12,328,4,1
6458,31,admin.,747,yes,no,unknown,may,2,-1,unknown,single,secondary,26,543,0,1
5948,29,admin.,265,yes,no,cellular,nov,1,184,failure,single,secondary,25,414,1,1
3432,39,management,3261,yes,no,unknown,jun,17,-1,unknown,divorced,tertiary,9,150,0,0
3944,30,technician,728,yes,no,cellular,feb,1,261,other,single,secondary,5,393,1,0
7042,43,technician,136,no,no,cellular,aug,7,-1,unknown,married,secondary,25,363,0,1
6828,40,blue-collar,737,yes,yes,unknown,may,1,-1,unknown,divorced,primary,12,102,0,0
4997,67,retired,2027,no,no,cellular,mar,2,-1,unknown,divorced,primary,15,161,0,1
5625,35,management,687,yes,no,unknown,may,2,-1,unknown,single,tertiary,30,166,0,0
7022,52,blue-collar,-191,yes,no,unknown,may,1,-1,unknown,divorced,primary,15,755,0,1
7234,33,services,1697,no,no,cellular,may,1,182,success,married,secondary,4,489,1,1
7165,31,self-employed,1134,no,no,cellular,feb,2,-1,unknown,married,tertiary,6,174,0,0
5600,27,technician,1977,yes,no,cellular,may,1,-1,unknown,divorced,secondary,22,449,0,1
3685,52,technician,-38,no,no,unknown,jun,1,-1,unknown,married,secondary,6,613,0,0
3624,33,services,255,yes,yes,cellular,nov,2,184,failure,married,secondary,21,588,2,0
4643,40,admin.,221,yes,no,unknown,may,2,-1,unknown,divorced,secondary,13,154,0,0
2891,77,management,1780,yes,no,cellular,apr,2,182,success,married,unknown,23,361,5,1
6185,49,management,1601,no,no,cellular,jul,5,-1,unknown,married,secondary,29,47,0,0
2723,56,blue-collar,2442,no,yes,cellular,aug,7,-1,unknown,married,primary,18,111,0,0
27,49,technician,1684,no,yes,cellular,jun,2,-1,unknown,married,secondary,1,412,0,1
6615,34,admin.,36,no,no,cellular,aug,6,-1,unknown,married,secondary,22,192,0,0
2717,60,retired,381,yes,no,cellular,apr,2,344,failure,divorced,tertiary,17,208,4,0
2185,38,technician,4383,no,no,cellular,feb,4,-1,unknown,married,tertiary,4,1381,0,1
5214,39,blue-collar,0,yes,yes,cellular,may,5,-1,unknown,single,primary,13,1975,0,1
4338,31,services,205,yes,no,cellular,apr,1,-1,unknown,single,secondary,15,465,0,0
3933,73,retired,3203,no,no,cellular,apr,1,-1,unknown,divorced,tertiary,20,148,0,1
5001,25,student,486,no,no,cellular,sep,3,199,failure,single,secondary,13,273,4,1
6759,36,unemployed,1766,no,no,unknown,jun,2,-1,unknown,married,secondary,11,595,0,1
1110,29,services,6,yes,no,unknown,may,2,-1,unknown,married,tertiary,28,143,0,0
3028,53,admin.,291,no,no,unknown,jul,1,-1,unknown,single,secondary,23,145,0,0
1481,32,technician,0,yes,yes,cellular,may,2,-1,unknown,single,tertiary,13,440,0,1
2159,34,management,575,no,no,cellular,mar,1,-1,unknown,single,tertiary,9,116,0,1
5950,33,admin.,235,yes,no,cellular,may,1,-1,unknown,single,tertiary,18,525,0,1
1324,42,management,0,yes,no,cellular,nov,5,-1,unknown,divorced,primary,19,73,0,0
109,37,services,4151,yes,yes,cellular,jul,4,-1,unknown,married,secondary,30,543,0,1
4263,41,admin.,683,no,yes,cellular,nov,1,-1,unknown,married,secondary,20,77,0,0
5363,32,self-employed,102,yes,no,cellular,jul,1,-1,unknown,married,primary,18,560,0,1
1344,31,management,0,yes,yes,cellular,may,3,352,failure,single,tertiary,14,117,3,0
2773,20,blue-collar,76,yes,no,cellular,may,2,-1,unknown,single,secondary,18,639,0,1
280,34,unemployed,200,yes,no,unknown,may,6,-1,unknown,married,secondary,26,155,0,0
4710,25,management,1272,yes,no,cellular,jul,2,-1,unknown,single,secondary,24,342,0,0
5260,30,technician,-306,yes,yes,cellular,nov,1,186,failure,married,secondary,18,372,1,0
1647,56,management,505,no,no,cellular,feb,2,199,other,divorced,tertiary,9,108,3,0
1807,33,management,1323,no,no,cellular,jun,1,-1,unknown,married,tertiary,1,327,0,1
1986,49,management,5689,no,no,cellular,aug,1,97,failure,single,tertiary,31,470,3,1
4541,56,admin.,105,no,no,telephone,jul,2,-1,unknown,married,secondary,15,80,0,0
4588,49,admin.,168,yes,yes,unknown,may,1,-1,unknown,divorced,secondary,8,513,0,1
2618,42,management,-700,yes,no,unknown,may,1,-1,unknown,married,tertiary,14,110,0,0
4852,41,admin.,1536,no,no,cellular,aug,1,95,failure,married,tertiary,7,273,2,1
5268,32,management,222,no,yes,cellular,jul,4,-1,unknown,divorced,tertiary,15,820,0,1
6484,36,management,255,no,no,cellular,aug,6,95,success,married,tertiary,25,242,4,1
7230,42,blue-collar,108,yes,no,telephone,jul,21,-1,unknown,married,secondary,31,51,0,0
925,48,technician,479,no,no,unknown,may,5,-1,unknown,single,secondary,20,148,0,0
6653,58,retired,2714,no,no,cellular,may,1,287,failure,married,secondary,26,165,2,1
3766,37,services,775,no,yes,cellular,jul,1,-1,unknown,married,secondary,25,1000,0,1
2555,35,management,43,yes,no,cellular,apr,1,-1,unknown,married,tertiary,20,860,0,1
5493,22,services,129,no,no,cellular,apr,2,181,success,single,secondary,15,218,1,1
3184,35,management,2957,yes,yes,cellular,aug,3,-1,unknown,married,tertiary,8,733,0,1
2927,39,management,1241,yes,no,cellular,jun,2,-1,unknown,married,tertiary,5,138,0,0
3596,43,admin.,0,no,no,unknown,jun,12,-1,unknown,married,secondary,20,804,0,0
5641,30,management,1942,yes,yes,cellular,nov,2,178,other,married,tertiary,21,436,3,1
3756,49,blue-collar,134,yes,yes,unknown,may,2,-1,unknown,married,secondary,27,265,0,0
5520,38,admin.,3834,yes,no,cellular,apr,2,327,failure,divorced,secondary,13,363,1,0
4077,45,admin.,524,yes,no,cellular,jul,1,-1,unknown,married,secondary,23,808,0,1
6609,43,unknown,1517,no,no,unknown,jun,1,-1,unknown,married,unknown,20,45,0,0
3959,36,management,102,yes,no,cellular,apr,1,-1,unknown,divorced,tertiary,14,114,0,0
5986,27,admin.,16,yes,no,cellular,feb,3,-1,unknown,married,secondary,3,54,0,0
184,31,management,924,no,no,cellular,jun,2,98,success,single,tertiary,5,207,1,1
36,64,retired,1612,no,no,cellular,may,1,89,failure,married,secondary,18,336,5,1
3105,25,student,679,no,no,cellular,oct,5,94,other,single,secondary,25,297,6,1
1003,29,blue-collar,16,no,no,unknown,may,3,-1,unknown,single,secondary,12,197,0,0
2985,29,services,1386,yes,no,unknown,may,1,-1,unknown,married,secondary,28,166,0,0
1065,37,management,4089,yes,no,cellular,feb,2,174,other,married,tertiary,2,289,4,1
5727,33,unemployed,157,yes,no,unknown,may,5,-1,unknown,single,tertiary,26,897,0,0
3238,48,services,1573,no,no,cellular,aug,1,-1,unknown,married,secondary,5,165,0,0
1440,73,retired,2575,no,no,cellular,aug,1,-1,unknown,married,tertiary,17,152,0,0
4242,33,entrepreneur,606,yes,no,cellular,feb,1,-1,unknown,married,tertiary,2,194,0,0
4744,72,retired,1612,no,no,cellular,aug,2,-1,unknown,married,primary,7,530,0,1
6431,27,student,111,no,no,cellular,jul,2,-1,unknown,single,secondary,7,495,0,1
1227,45,entrepreneur,3133,yes,yes,cellular,jul,1,-1,unknown,married,unknown,10,804,0,1
7035,39,management,494,no,no,cellular,mar,2,478,failure,married,tertiary,10,106,3,1
6830,42,services,2567,yes,no,unknown,may,2,-1,unknown,married,primary,19,401,0,0
5086,41,self-employed,1755,no,no,unknown,jun,10,-1,unknown,single,tertiary,11,152,0,0
5371,28,technician,981,yes,no,cellular,jul,1,-1,unknown,single,secondary,24,225,0,0
5098,35,management,-196,yes,no,cellular,jul,2,-1,unknown,married,tertiary,22,216,0,0
1340,54,management,2587,no,no,cellular,jun,2,-1,unknown,married,primary,2,236,0,1
6136,22,student,1215,no,no,cellular,feb,3,192,failure,single,unknown,19,145,1,1
975,38,management,238,no,no,cellular,aug,1,92,failure,married,tertiary,4,139,3,1
2561,41,housemaid,879,no,no,unknown,jun,2,-1,unknown,married,secondary,5,1053,0,1
5475,32,management,2431,yes,no,cellular,may,5,-1,unknown,married,tertiary,14,646,0,1
836,31,management,-547,yes,yes,cellular,jul,10,-1,unknown,divorced,tertiary,31,101,0,0
2014,42,services,83,no,no,cellular,may,5,358,failure,divorced,secondary,13,300,6,0
6592,59,management,315,no,no,cellular,mar,1,176,failure,married,tertiary,2,591,2,1
3969,47,management,288,no,no,cellular,oct,1,-1,unknown,married,tertiary,1,101,0,1
525,65,retired,571,yes,no,cellular,oct,1,183,success,married,secondary,20,349,2,1
4452,46,services,375,no,no,telephone,jul,6,-1,unknown,married,secondary,31,172,0,0
6841,36,blue-collar,218,yes,no,cellular,may,6,-1,unknown,married,secondary,4,619,0,1
1798,53,management,597,no,no,unknown,feb,1,-1,unknown,married,tertiary,22,392,0,1
894,37,management,156,no,no,cellular,nov,3,-1,unknown,married,tertiary,19,366,0,1
446,40,entrepreneur,-164,no,no,cellular,may,1,-1,unknown,married,tertiary,7,87,0,0
7240,33,admin.,891,no,no,cellular,may,2,-1,unknown,divorced,tertiary,8,398,0,1
636,39,management,1836,no,no,cellular,aug,3,-1,unknown,married,tertiary,6,902,0,1
126,43,services,774,no,no,cellular,jun,1,91,success,married,secondary,24,482,2,1
5851,44,technician,982,yes,no,unknown,may,3,-1,unknown,divorced,secondary,20,650,0,1
265,32,technician,1995,yes,no,cellular,apr,1,-1,unknown,single,secondary,20,121,0,1
1766,83,retired,425,no,no,telephone,jun,1,140,failure,married,primary,22,883,1,1
2959,35,management,681,no,no,cellular,feb,1,561,success,single,tertiary,18,737,2,1
6742,37,technician,141,yes,no,cellular,may,1,364,failure,divorced,secondary,6,848,3,1
6452,55,management,3848,yes,no,cellular,apr,2,-1,unknown,married,tertiary,8,222,0,1
4502,30,blue-collar,5,no,no,cellular,dec,1,203,success,married,primary,23,282,1,1
4733,50,services,1501,no,no,cellular,aug,4,-1,unknown,married,secondary,21,946,0,1
3653,38,technician,20,no,no,cellular,feb,1,-1,unknown,married,secondary,2,147,0,0
3049,58,admin.,879,yes,no,unknown,may,7,-1,unknown,married,primary,16,242,0,0
5923,59,admin.,1575,yes,no,cellular,may,3,263,success,married,secondary,12,301,11,0
160,28,management,0,yes,no,cellular,jul,5,-1,unknown,single,tertiary,16,767,0,1
4087,44,technician,11016,no,no,unknown,jun,3,-1,unknown,married,secondary,9,252,0,0
5037,36,blue-collar,973,yes,yes,unknown,may,1,-1,unknown,married,primary,23,293,0,0
7096,41,management,456,yes,no,cellular,aug,4,-1,unknown,married,secondary,11,734,0,1
7119,36,management,9,no,no,cellular,aug,4,-1,unknown,married,tertiary,11,386,0,1
2570,30,management,-250,yes,no,unknown,jun,6,-1,unknown,married,tertiary,20,11,0,0
5657,57,services,1367,no,no,unknown,jun,3,-1,unknown,divorced,primary,9,144,0,0
4620,31,technician,109,yes,no,unknown,may,1,-1,unknown,single,secondary,21,419,0,0
6749,43,blue-collar,56,no,no,cellular,may,2,-1,unknown,married,primary,12,365,0,0
664,27,technician,337,no,no,unknown,jul,1,-1,unknown,single,secondary,9,23,0,1
3195,74,retired,3771,no,no,telephone,apr,1,-1,unknown,married,secondary,16,159,0,0
1376,30,technician,2544,no,no,cellular,apr,2,-1,unknown,single,secondary,8,108,0,1
6380,56,retired,9367,no,no,cellular,may,2,-1,unknown,married,primary,4,617,0,1
2841,58,technician,3399,no,no,cellular,may,1,97,other,married,secondary,26,1078,7,1
5901,55,unemployed,1436,yes,no,cellular,feb,2,-1,unknown,married,secondary,4,969,0,0
3345,48,self-employed,0,no,no,unknown,jun,1,-1,unknown,single,unknown,18,453,0,0
1205,46,technician,68,yes,yes,unknown,jun,3,-1,unknown,married,secondary,16,87,0,0
1779,46,management,4,no,no,cellular,aug,4,-1,unknown,married,tertiary,8,1206,0,1
755,51,management,0,yes,yes,unknown,may,5,-1,unknown,married,tertiary,29,410,0,0
5087,50,management,3537,no,no,unknown,oct,1,-1,unknown,single,tertiary,24,305,0,1
4481,31,management,713,no,no,cellular,aug,1,-1,unknown,single,tertiary,28,162,0,0
5307,28,management,12956,yes,no,cellular,jul,1,399,success,single,tertiary,2,940,3,1
2333,49,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,divorced,primary,29,468,0,0
2122,38,admin.,262,no,no,cellular,feb,2,180,failure,single,secondary,3,315,6,1
6408,69,retired,482,no,no,cellular,jul,2,-1,unknown,divorced,primary,2,260,0,1
2879,38,housemaid,0,yes,no,cellular,jul,1,-1,unknown,married,secondary,23,157,0,0
4593,46,blue-collar,668,yes,no,unknown,may,2,-1,unknown,married,secondary,15,1263,0,1
1478,30,management,850,no,no,cellular,aug,2,-1,unknown,married,secondary,12,507,0,1
4248,39,management,0,yes,no,unknown,jun,2,-1,unknown,married,tertiary,2,46,0,0
7183,45,unemployed,0,yes,no,cellular,feb,2,-1,unknown,married,primary,2,570,0,0
1439,23,admin.,1104,yes,no,unknown,may,2,-1,unknown,single,secondary,12,120,0,0
4865,32,blue-collar,700,no,no,unknown,nov,1,-1,unknown,single,tertiary,13,90,0,1
5539,33,management,373,no,yes,cellular,jul,1,180,failure,single,tertiary,27,267,4,1
2522,35,blue-collar,1160,no,yes,telephone,nov,1,-1,unknown,married,secondary,19,62,0,0
6036,43,services,519,yes,no,cellular,may,6,-1,unknown,married,tertiary,18,715,0,0
5707,25,management,3,yes,yes,cellular,apr,1,-1,unknown,single,tertiary,16,1034,0,1
6934,60,blue-collar,2090,yes,no,cellular,may,2,-1,unknown,married,unknown,7,957,0,1
4843,58,admin.,247,no,yes,unknown,jun,6,-1,unknown,single,secondary,20,66,0,0
5412,45,blue-collar,-320,yes,no,unknown,may,3,-1,unknown,married,unknown,28,204,0,0
2846,33,technician,317,yes,no,cellular,jun,1,80,other,single,tertiary,4,323,14,1
6699,42,technician,214,no,no,cellular,apr,1,-1,unknown,divorced,secondary,16,127,0,1
6049,30,management,19358,no,no,cellular,nov,2,-1,unknown,single,tertiary,19,258,0,0
5871,48,unemployed,3229,no,no,unknown,jun,1,-1,unknown,single,tertiary,16,1089,0,1
5150,29,blue-collar,3310,no,no,cellular,sep,1,91,failure,married,secondary,1,367,4,0
7388,53,entrepreneur,1129,no,yes,cellular,jul,8,-1,unknown,married,tertiary,28,241,0,0
5638,59,admin.,4196,no,no,telephone,jul,2,-1,unknown,married,secondary,31,10,0,0
3986,57,management,372,no,no,cellular,nov,3,-1,unknown,married,tertiary,21,553,0,1
2297,30,admin.,590,no,no,cellular,aug,3,-1,unknown,married,secondary,11,443,0,0
964,37,unemployed,1978,no,no,cellular,mar,1,-1,unknown,married,secondary,11,335,0,1
948,33,technician,8,no,no,cellular,aug,2,-1,unknown,married,secondary,29,462,0,0
3062,34,admin.,124,yes,no,telephone,may,4,366,other,married,secondary,14,604,2,1
6613,33,technician,303,yes,no,cellular,feb,1,301,success,married,secondary,3,355,5,1
4953,51,technician,11222,yes,no,cellular,nov,2,171,failure,single,tertiary,21,126,7,0
4259,36,management,219,no,no,cellular,feb,6,196,failure,single,tertiary,3,22,6,0
5302,31,self-employed,144,yes,no,unknown,may,1,-1,unknown,single,tertiary,16,676,0,1
2956,30,admin.,873,yes,no,unknown,may,3,-1,unknown,married,secondary,29,792,0,1
2819,48,blue-collar,-314,yes,no,cellular,may,5,-1,unknown,divorced,secondary,18,7,0,0
4499,63,retired,474,no,no,cellular,jan,1,-1,unknown,married,secondary,25,423,0,1
3452,28,student,1377,yes,no,cellular,may,2,-1,unknown,single,secondary,14,688,0,1
4432,39,blue-collar,398,yes,no,cellular,may,1,-1,unknown,married,primary,12,256,0,0
6276,35,services,377,no,yes,cellular,jul,13,-1,unknown,married,secondary,31,30,0,0
40,38,housemaid,110,no,no,cellular,may,1,-1,unknown,married,secondary,25,167,0,0
4388,47,retired,3033,no,no,cellular,sep,1,-1,unknown,single,primary,8,293,0,1
4635,47,self-employed,1011,no,no,cellular,oct,1,-1,unknown,married,tertiary,6,808,0,1
6166,38,technician,6728,no,no,cellular,aug,4,-1,unknown,married,secondary,21,252,0,1
5,41,admin.,-76,yes,no,cellular,apr,1,-1,unknown,married,secondary,16,263,0,0
193,38,admin.,46,no,no,cellular,aug,2,-1,unknown,married,secondary,7,48,0,0
4540,32,technician,4790,yes,no,cellular,jul,2,-1,unknown,married,secondary,22,314,0,0
6530,36,management,332,yes,no,cellular,may,7,-1,unknown,married,tertiary,22,566,0,0
5636,30,management,12857,yes,no,cellular,nov,1,-1,unknown,single,tertiary,6,150,0,1
2099,38,student,64,no,no,cellular,aug,1,-1,unknown,single,unknown,6,789,0,0
2415,46,management,149,no,no,cellular,nov,2,-1,unknown,married,secondary,21,1222,0,1
2495,51,entrepreneur,-799,no,yes,cellular,jul,3,-1,unknown,married,secondary,15,1001,0,1
6529,38,services,-314,yes,no,unknown,may,2,-1,unknown,married,secondary,28,66,0,0
5767,48,blue-collar,183,no,no,unknown,jun,1,-1,unknown,divorced,primary,9,940,0,1
501,56,management,2037,no,no,cellular,aug,1,91,failure,divorced,tertiary,5,318,6,1
2833,33,management,516,yes,no,cellular,nov,4,-1,unknown,married,tertiary,19,245,0,0
2925,39,technician,1524,no,no,cellular,apr,1,-1,unknown,married,tertiary,20,567,0,1
690,29,management,1808,no,no,cellular,jul,2,433,success,single,tertiary,7,273,1,1
1105,41,entrepreneur,406,no,no,unknown,jun,1,-1,unknown,married,primary,6,272,0,0
5013,46,management,0,no,no,cellular,nov,1,-1,unknown,married,secondary,18,1855,0,1
5617,48,management,263,yes,no,unknown,may,2,-1,unknown,married,tertiary,5,350,0,0
5681,51,self-employed,2094,no,no,cellular,jun,6,-1,unknown,married,unknown,8,458,0,1
6919,36,self-employed,506,no,no,cellular,nov,1,70,failure,married,tertiary,3,217,2,1
6237,28,management,939,yes,no,unknown,may,1,-1,unknown,single,tertiary,27,740,0,1
2704,46,admin.,1252,yes,yes,cellular,nov,1,-1,unknown,married,secondary,17,59,0,0
4361,47,management,761,yes,no,cellular,jul,2,-1,unknown,married,tertiary,11,80,0,0
261,53,management,720,yes,no,unknown,nov,1,-1,unknown,single,tertiary,17,99,0,0
308,45,management,623,no,no,cellular,sep,3,-1,unknown,married,tertiary,9,405,0,0
477,33,services,804,yes,yes,unknown,may,1,-1,unknown,married,secondary,8,266,0,0
6162,43,blue-collar,3917,no,no,cellular,jun,2,93,success,married,primary,3,725,1,1
685,30,admin.,350,no,yes,cellular,jul,5,-1,unknown,married,secondary,9,171,0,0
3147,30,technician,590,yes,no,unknown,may,3,-1,unknown,married,secondary,23,242,0,0
3579,43,management,46,no,no,cellular,aug,8,-1,unknown,married,tertiary,27,63,0,0
5175,29,blue-collar,922,yes,no,cellular,may,1,-1,unknown,single,secondary,18,72,0,0
1297,36,technician,202,no,no,cellular,jan,1,120,failure,married,tertiary,29,313,3,1
82,25,student,469,no,no,cellular,aug,1,86,other,single,secondary,21,273,1,1
5815,26,management,114,yes,no,cellular,may,1,-1,unknown,single,tertiary,7,457,0,1
692,39,management,633,no,no,cellular,nov,2,133,failure,single,tertiary,19,105,3,0
5257,31,management,0,no,no,cellular,aug,16,-1,unknown,single,tertiary,25,11,0,0
4898,36,management,926,no,no,cellular,apr,1,-1,unknown,married,tertiary,14,216,0,1
1677,25,blue-collar,0,no,yes,cellular,jul,4,-1,unknown,married,secondary,15,1424,0,1
5243,46,services,437,yes,no,cellular,may,3,-1,unknown,married,primary,13,546,0,1
756,35,management,3544,yes,no,cellular,jun,1,-1,unknown,single,tertiary,8,380,0,1
1356,28,technician,558,yes,no,cellular,may,1,-1,unknown,single,tertiary,15,300,0,0
278,25,blue-collar,97,yes,no,unknown,may,1,-1,unknown,married,secondary,27,709,0,1
4903,35,entrepreneur,-31,yes,no,cellular,nov,2,-1,unknown,married,tertiary,21,171,0,0
886,39,admin.,-367,yes,no,cellular,apr,2,-1,unknown,married,secondary,16,667,0,0
4549,41,blue-collar,5291,yes,no,unknown,may,3,-1,unknown,divorced,secondary,14,1423,0,1
3496,46,services,0,no,no,cellular,aug,4,-1,unknown,married,secondary,18,74,0,0
161,46,management,699,no,no,cellular,apr,1,87,failure,married,tertiary,30,970,1,1
5537,36,self-employed,3560,no,no,unknown,jun,2,-1,unknown,single,tertiary,2,409,0,0
2598,46,admin.,596,yes,no,cellular,apr,3,-1,unknown,single,secondary,20,138,0,0
3156,35,management,538,yes,no,unknown,may,4,-1,unknown,divorced,tertiary,12,66,0,0
2646,34,services,295,yes,yes,cellular,jul,1,-1,unknown,married,secondary,4,64,0,0
514,57,blue-collar,773,yes,yes,unknown,jun,8,-1,unknown,married,secondary,18,97,0,0
4608,30,technician,816,yes,no,unknown,nov,1,-1,unknown,single,secondary,14,179,0,1
4975,31,blue-collar,1125,no,yes,unknown,may,1,-1,unknown,divorced,secondary,15,548,0,0
3129,33,technician,258,no,no,cellular,mar,4,-1,unknown,single,tertiary,12,80,0,1
3207,23,housemaid,93,yes,no,cellular,may,3,-1,unknown,single,primary,18,70,0,0
6646,27,services,1501,yes,no,cellular,jul,1,-1,unknown,single,tertiary,24,187,0,0
2466,31,admin.,8784,yes,no,unknown,may,2,-1,unknown,married,secondary,21,63,0,0
4968,25,technician,4718,no,no,cellular,jul,1,-1,unknown,single,secondary,24,709,0,1
4615,59,services,-22,yes,no,unknown,may,3,-1,unknown,married,secondary,26,748,0,1
905,54,blue-collar,4401,no,no,telephone,may,1,183,success,divorced,primary,13,414,2,1
5410,55,technician,3899,yes,no,telephone,jul,4,-1,unknown,married,secondary,28,596,0,1
673,32,management,6542,yes,no,cellular,may,4,175,failure,single,tertiary,15,1598,5,1
431,36,admin.,542,yes,no,unknown,jun,6,-1,unknown,married,secondary,18,604,0,0
2677,42,blue-collar,1297,yes,no,cellular,apr,2,-1,unknown,married,secondary,3,697,0,0
3491,31,services,418,yes,yes,cellular,jul,1,-1,unknown,married,secondary,9,219,0,0
7023,59,retired,9676,no,no,telephone,mar,2,-1,unknown,married,tertiary,27,234,0,1
3641,33,management,5,yes,no,unknown,may,1,-1,unknown,divorced,secondary,13,1346,0,1
