,age,job,balance,housing,loan,contact,month,campaign,pdays,poutcome,marital,education,deposit
3714,42,housemaid,5774,yes,no,unknown,may,2,-1,unknown,single,primary,0
4473,57,management,375,no,no,cellular,oct,1,-1,unknown,married,tertiary,1
6051,37,management,1730,no,no,cellular,mar,1,-1,unknown,single,tertiary,1
2299,61,retired,77,no,no,cellular,aug,4,-1,unknown,married,secondary,1
2330,56,management,7747,no,no,unknown,jun,2,-1,unknown,married,primary,0
1451,51,technician,825,no,no,cellular,nov,3,-1,unknown,married,tertiary,1
2841,39,technician,385,no,no,cellular,oct,1,48,failure,divorced,secondary,1
4983,25,technician,4718,no,no,cellular,jul,1,-1,unknown,single,secondary,1
5203,35,technician,0,yes,no,cellular,nov,1,96,success,married,secondary,1
6914,60,management,1034,yes,no,cellular,aug,3,-1,unknown,single,tertiary,1
7251,33,management,333,no,no,cellular,aug,6,-1,unknown,married,secondary,0
1682,48,services,2805,no,yes,cellular,jul,2,-1,unknown,divorced,primary,0
6494,46,admin.,-522,yes,no,cellular,mar,3,239,other,married,secondary,1
3351,35,technician,354,no,no,cellular,aug,3,-1,unknown,single,secondary,1
4483,26,admin.,1595,no,no,cellular,jun,1,105,failure,married,secondary,1
205,76,retired,2223,no,no,telephone,feb,1,-1,unknown,married,primary,1
1307,49,blue-collar,1127,yes,yes,cellular,apr,2,281,failure,married,secondary,0
6789,47,admin.,0,no,no,cellular,nov,1,190,other,married,secondary,1
6275,41,management,254,no,no,cellular,jun,2,294,failure,married,tertiary,1
6629,33,unemployed,1974,no,no,cellular,aug,2,191,failure,single,tertiary,1
255,59,retired,1035,yes,yes,cellular,aug,1,-1,unknown,married,secondary,0
2370,54,services,4482,yes,no,unknown,may,2,-1,unknown,married,secondary,0
3414,28,blue-collar,-46,yes,no,cellular,sep,1,92,success,single,secondary,1
1095,42,blue-collar,784,no,no,cellular,apr,3,-1,unknown,married,primary,0
6997,36,technician,15485,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1407,58,unemployed,687,yes,no,cellular,apr,2,-1,unknown,married,secondary,1
7075,57,admin.,0,yes,no,unknown,may,2,-1,unknown,married,unknown,0
2286,44,technician,2776,yes,no,cellular,jan,1,-1,unknown,married,secondary,1
1544,47,housemaid,1405,no,no,unknown,jun,1,-1,unknown,divorced,primary,0
6259,25,student,722,no,no,telephone,apr,2,-1,unknown,single,unknown,1
7086,36,blue-collar,3935,yes,yes,unknown,may,6,-1,unknown,married,secondary,0
694,39,management,633,no,no,cellular,nov,2,133,failure,single,tertiary,0
5669,31,blue-collar,158,yes,no,unknown,may,1,-1,unknown,divorced,primary,0
6518,37,management,6771,no,no,cellular,mar,1,-1,unknown,married,tertiary,1
2107,45,unknown,44,no,no,unknown,jun,1,-1,unknown,married,primary,0
5873,30,admin.,313,yes,no,cellular,feb,2,-1,unknown,single,secondary,1
1998,30,management,1239,no,no,cellular,aug,5,-1,unknown,married,tertiary,0
7270,60,retired,935,no,no,cellular,jul,17,-1,unknown,divorced,secondary,0
6888,33,management,2240,no,no,cellular,mar,2,278,success,divorced,tertiary,1
4807,47,unknown,194,no,no,cellular,aug,1,-1,unknown,married,unknown,0
2071,40,blue-collar,665,yes,no,cellular,jul,1,-1,unknown,married,primary,1
5794,27,self-employed,270,yes,no,unknown,may,2,-1,unknown,single,tertiary,0
5826,40,housemaid,84,yes,yes,unknown,jun,7,-1,unknown,married,secondary,0
1058,55,management,384,no,no,telephone,feb,1,-1,unknown,married,primary,0
3436,59,technician,10925,no,no,cellular,apr,1,-1,unknown,married,secondary,1
1231,42,blue-collar,807,yes,no,cellular,nov,1,-1,unknown,married,primary,1
3499,46,services,0,no,no,cellular,aug,4,-1,unknown,married,secondary,0
267,48,services,-139,no,no,cellular,may,2,-1,unknown,single,primary,0
6695,55,technician,240,yes,no,cellular,aug,3,277,success,married,unknown,1
2624,60,admin.,12980,no,no,cellular,mar,1,-1,unknown,married,secondary,1
1934,35,management,-547,yes,no,cellular,aug,2,-1,unknown,married,tertiary,0
4187,34,technician,513,yes,no,cellular,may,3,169,other,single,secondary,0
26,52,admin.,204,no,no,cellular,aug,2,-1,unknown,married,primary,0
5487,48,technician,-205,yes,yes,cellular,jul,1,-1,unknown,married,secondary,0
2593,43,blue-collar,2160,no,no,cellular,jun,1,-1,unknown,married,secondary,1
3104,56,unemployed,3391,no,no,cellular,apr,1,-1,unknown,married,primary,1
4048,34,blue-collar,1089,yes,no,cellular,may,3,-1,unknown,married,secondary,1
5175,31,technician,271,yes,no,cellular,may,1,-1,unknown,single,secondary,0
6424,37,admin.,781,no,no,cellular,aug,1,-1,unknown,single,secondary,0
2852,44,technician,285,yes,no,cellular,may,3,-1,unknown,single,secondary,0
1245,57,management,350,no,no,telephone,may,3,-1,unknown,married,tertiary,0
2449,36,services,0,no,yes,cellular,jul,7,-1,unknown,divorced,secondary,1
7149,35,management,431,no,no,cellular,aug,2,397,failure,single,tertiary,1
5989,33,blue-collar,447,yes,no,unknown,may,2,-1,unknown,single,primary,0
823,47,management,0,no,no,cellular,oct,1,-1,unknown,married,tertiary,1
6405,35,blue-collar,602,yes,no,cellular,may,6,-1,unknown,married,primary,0
4920,58,retired,1230,no,no,cellular,may,1,87,failure,married,secondary,1
6717,34,blue-collar,577,no,no,unknown,may,1,-1,unknown,married,secondary,0
607,40,blue-collar,1451,no,no,cellular,jun,1,-1,unknown,married,secondary,1
3908,48,blue-collar,1730,yes,no,cellular,feb,1,178,failure,married,secondary,1
1618,41,technician,335,no,no,cellular,aug,3,-1,unknown,married,secondary,0
2887,30,entrepreneur,2686,yes,no,cellular,jul,3,-1,unknown,married,primary,1
3421,45,management,1309,no,no,cellular,jul,1,-1,unknown,married,tertiary,1
3800,35,blue-collar,0,yes,yes,cellular,apr,1,-1,unknown,married,secondary,0
4210,33,admin.,598,yes,no,unknown,may,1,-1,unknown,single,secondary,0
622,22,student,64,no,no,cellular,jun,1,-1,unknown,single,secondary,0
3576,45,unemployed,2040,no,no,telephone,feb,1,-1,unknown,married,secondary,1
5520,48,admin.,1180,no,no,cellular,jan,1,238,other,divorced,secondary,1
5156,51,housemaid,1613,no,no,cellular,aug,1,-1,unknown,divorced,tertiary,1
2729,27,student,3733,yes,no,telephone,feb,6,-1,unknown,single,tertiary,1
1634,26,admin.,96,no,no,cellular,may,1,345,failure,single,secondary,0
3557,43,blue-collar,8,no,no,telephone,jul,5,-1,unknown,married,primary,0
3036,57,blue-collar,6004,yes,no,cellular,aug,6,-1,unknown,married,secondary,0
6747,32,management,26,no,no,cellular,aug,6,-1,unknown,married,tertiary,0
7300,48,management,1106,no,yes,cellular,jul,1,-1,unknown,single,secondary,0
4042,30,technician,10,no,no,cellular,aug,8,-1,unknown,single,tertiary,0
5827,34,blue-collar,1207,yes,no,unknown,may,1,-1,unknown,married,secondary,1
3902,36,management,1655,yes,no,cellular,nov,2,-1,unknown,divorced,secondary,0
6479,30,student,324,no,no,cellular,aug,4,-1,unknown,married,tertiary,0
5095,33,services,22,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3178,34,management,682,no,no,cellular,aug,3,-1,unknown,single,tertiary,0
705,26,management,155,yes,no,cellular,may,4,43,other,single,tertiary,0
564,30,management,398,no,no,cellular,apr,2,-1,unknown,single,tertiary,1
6936,60,blue-collar,2090,yes,no,cellular,may,2,-1,unknown,married,unknown,1
5532,57,technician,295,no,no,cellular,aug,11,-1,unknown,married,secondary,0
5112,29,services,-271,yes,no,unknown,jun,1,-1,unknown,single,secondary,1
6496,51,services,8806,yes,no,unknown,may,1,-1,unknown,married,primary,0
2988,29,services,1386,yes,no,unknown,may,1,-1,unknown,married,secondary,0
2899,26,management,45,no,no,cellular,jul,3,-1,unknown,single,tertiary,1
5654,33,technician,154,no,no,cellular,mar,2,-1,unknown,single,tertiary,0
3639,29,services,84,yes,no,cellular,apr,2,-1,unknown,divorced,secondary,1
1858,39,admin.,3047,yes,no,cellular,may,1,370,failure,married,secondary,0
3581,37,technician,1130,no,no,cellular,feb,1,-1,unknown,single,secondary,1
4767,42,management,11008,no,no,cellular,jul,6,405,success,single,tertiary,1
2646,33,services,187,yes,no,cellular,apr,3,326,failure,single,secondary,0
5638,58,retired,1411,yes,no,cellular,may,2,-1,unknown,single,tertiary,0
6046,45,blue-collar,1723,no,no,cellular,jun,2,-1,unknown,married,secondary,1
3457,29,self-employed,2305,no,no,cellular,may,2,-1,unknown,married,tertiary,0
6387,35,self-employed,2251,no,no,cellular,aug,8,-1,unknown,married,secondary,0
7127,59,retired,417,yes,no,cellular,may,2,-1,unknown,married,secondary,0
470,34,blue-collar,261,yes,no,cellular,feb,5,251,failure,married,secondary,0
4848,42,admin.,0,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
5046,44,blue-collar,0,yes,no,cellular,jul,1,-1,unknown,single,primary,0
5781,36,management,203,no,no,cellular,oct,1,-1,unknown,married,tertiary,1
344,31,admin.,554,yes,no,cellular,feb,1,-1,unknown,single,secondary,0
2241,52,services,36,yes,yes,cellular,may,1,-1,unknown,divorced,secondary,1
7293,66,housemaid,1929,no,no,cellular,feb,1,-1,unknown,married,secondary,0
5274,54,management,203,no,no,cellular,nov,1,-1,unknown,married,tertiary,0
2099,43,admin.,664,yes,no,cellular,apr,1,-1,unknown,single,tertiary,0
534,43,services,21,no,no,cellular,feb,3,-1,unknown,single,secondary,0
5970,34,services,-451,yes,yes,cellular,jul,1,-1,unknown,married,secondary,0
640,31,blue-collar,17,yes,no,cellular,may,1,-1,unknown,single,unknown,0
5078,33,blue-collar,-253,yes,no,cellular,may,3,-1,unknown,married,secondary,0
5710,29,services,1135,yes,no,cellular,feb,1,-1,unknown,married,secondary,1
4449,61,technician,1191,no,no,cellular,may,4,-1,unknown,married,secondary,1
967,37,unemployed,1978,no,no,cellular,mar,1,-1,unknown,married,secondary,1
6892,60,admin.,4519,no,no,cellular,feb,1,-1,unknown,divorced,secondary,0
2065,34,blue-collar,1168,no,no,cellular,feb,2,-1,unknown,single,tertiary,0
4917,39,management,224,no,no,cellular,apr,1,-1,unknown,divorced,tertiary,1
7043,33,admin.,2,yes,no,unknown,may,1,-1,unknown,married,secondary,0
3575,40,management,290,yes,no,unknown,may,1,-1,unknown,divorced,tertiary,0
3899,27,technician,439,yes,no,cellular,apr,2,-1,unknown,single,secondary,1
3578,27,student,1134,no,no,cellular,oct,1,183,success,single,tertiary,1
3317,55,technician,264,yes,yes,cellular,jul,5,-1,unknown,married,secondary,1
627,50,blue-collar,4121,yes,yes,cellular,nov,1,-1,unknown,married,primary,0
337,24,blue-collar,-203,yes,no,unknown,jun,3,-1,unknown,single,secondary,1
2444,25,technician,86,no,yes,cellular,jul,2,-1,unknown,divorced,secondary,0
1318,27,management,1720,no,no,cellular,jun,1,224,success,single,tertiary,1
2800,55,services,-40,yes,no,unknown,may,2,-1,unknown,single,secondary,0
2589,32,technician,1097,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
2816,49,management,22520,no,no,cellular,nov,9,-1,unknown,married,tertiary,1
5811,32,management,607,yes,no,unknown,jun,5,-1,unknown,married,tertiary,1
5199,36,management,625,yes,no,cellular,jul,9,-1,unknown,married,tertiary,1
1500,30,technician,2567,no,no,cellular,jun,4,-1,unknown,single,secondary,1
6756,50,management,-6,yes,no,unknown,may,2,-1,unknown,divorced,primary,0
5449,48,management,1949,yes,no,unknown,may,2,-1,unknown,married,tertiary,1
5063,26,technician,44,no,no,cellular,oct,1,-1,unknown,single,secondary,1
4852,28,admin.,144,no,yes,cellular,jul,1,-1,unknown,single,secondary,0
6193,32,services,-198,yes,no,unknown,may,3,-1,unknown,single,secondary,1
2084,44,management,226,yes,no,cellular,aug,3,270,failure,married,tertiary,1
4765,39,admin.,0,no,no,cellular,jan,1,436,failure,married,secondary,1
6356,70,retired,1853,no,no,telephone,aug,1,-1,unknown,married,secondary,1
4583,34,blue-collar,1125,yes,yes,cellular,nov,2,-1,unknown,divorced,secondary,0
4909,48,management,148,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,0
3569,52,blue-collar,230,yes,no,cellular,may,2,170,failure,married,primary,0
1512,37,admin.,597,no,no,cellular,jun,1,-1,unknown,married,secondary,1
1478,34,management,291,no,no,cellular,aug,2,-1,unknown,divorced,secondary,0
513,52,blue-collar,2087,yes,no,cellular,aug,1,474,failure,married,secondary,1
4577,41,services,-140,no,yes,unknown,jun,1,-1,unknown,married,secondary,0
5591,32,management,713,yes,no,cellular,aug,7,-1,unknown,married,tertiary,0
2524,35,blue-collar,1160,no,yes,telephone,nov,1,-1,unknown,married,secondary,0
7162,28,admin.,-126,no,yes,cellular,jul,4,-1,unknown,single,secondary,0
3924,38,management,327,yes,yes,cellular,jul,5,-1,unknown,married,tertiary,1
1083,35,admin.,76,no,yes,unknown,jun,1,-1,unknown,married,secondary,0
3987,47,housemaid,0,yes,no,telephone,jul,1,-1,unknown,married,primary,0
3080,33,management,1724,no,no,cellular,feb,6,-1,unknown,single,tertiary,0
4773,35,blue-collar,484,no,no,cellular,jul,1,87,failure,single,unknown,1
2822,48,blue-collar,-314,yes,no,cellular,may,5,-1,unknown,divorced,secondary,0
2791,52,management,173,no,no,unknown,may,5,-1,unknown,married,secondary,0
3422,39,entrepreneur,350,yes,no,cellular,jul,2,-1,unknown,married,tertiary,0
4931,33,admin.,0,yes,no,cellular,nov,1,-1,unknown,married,secondary,0
3342,29,technician,5763,no,yes,cellular,jun,2,92,success,single,secondary,0
2068,29,blue-collar,2806,no,no,cellular,oct,1,93,other,single,secondary,0
614,26,technician,223,no,yes,cellular,jul,3,-1,unknown,single,secondary,1
4428,33,management,2885,no,no,cellular,aug,2,-1,unknown,divorced,tertiary,1
4059,38,management,1365,yes,no,unknown,jun,1,-1,unknown,married,primary,0
3441,46,unemployed,3354,yes,no,cellular,nov,1,174,success,divorced,secondary,1
5443,51,blue-collar,33,no,yes,unknown,jun,3,-1,unknown,married,secondary,1
1170,31,technician,-302,no,no,cellular,aug,2,-1,unknown,married,secondary,0
6838,33,management,336,no,no,cellular,apr,3,-1,unknown,married,secondary,1
4525,56,retired,158,no,yes,cellular,jul,1,-1,unknown,divorced,tertiary,1
1469,32,services,454,yes,no,cellular,jul,1,-1,unknown,divorced,secondary,1
748,26,student,864,yes,no,cellular,may,1,-1,unknown,single,secondary,1
6938,34,management,606,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
7240,35,services,618,no,no,cellular,apr,1,-1,unknown,married,unknown,1
2944,41,admin.,80,no,no,cellular,nov,1,-1,unknown,married,secondary,0
3705,35,blue-collar,911,yes,no,cellular,nov,2,181,other,married,secondary,0
3209,70,retired,3782,no,no,cellular,mar,1,-1,unknown,married,primary,0
815,50,entrepreneur,816,no,no,cellular,nov,1,-1,unknown,divorced,tertiary,0
5385,47,blue-collar,2749,yes,no,cellular,apr,2,164,failure,married,primary,1
3005,52,services,431,no,no,cellular,aug,17,-1,unknown,married,secondary,0
7064,59,retired,6888,no,no,telephone,nov,2,-1,unknown,married,secondary,1
1427,46,blue-collar,922,yes,no,telephone,jul,1,-1,unknown,married,secondary,1
4688,35,unemployed,1054,yes,yes,cellular,nov,1,-1,unknown,married,secondary,0
6835,52,blue-collar,2276,no,no,unknown,jun,3,-1,unknown,married,secondary,0
4215,41,entrepreneur,39,yes,no,cellular,nov,2,-1,unknown,married,primary,1
6722,31,services,447,no,no,cellular,jun,3,77,success,married,secondary,1
782,26,services,77,yes,no,cellular,may,1,340,failure,married,secondary,1
3215,31,services,181,no,no,cellular,aug,1,104,success,single,secondary,1
5154,59,retired,93,no,no,unknown,may,2,-1,unknown,divorced,secondary,0
3858,49,blue-collar,-232,no,yes,cellular,aug,2,-1,unknown,married,primary,0
3642,31,technician,53,yes,yes,cellular,may,1,-1,unknown,single,secondary,1
1652,45,blue-collar,-66,yes,no,unknown,may,2,-1,unknown,married,primary,0
7008,37,services,608,no,no,cellular,may,3,-1,unknown,single,secondary,0
2486,51,blue-collar,4787,yes,no,cellular,apr,1,-1,unknown,married,secondary,1
1725,28,management,187,no,no,cellular,sep,1,93,success,single,tertiary,1
3070,38,management,328,no,no,cellular,aug,2,-1,unknown,married,tertiary,0
3511,66,management,587,no,no,cellular,may,2,392,success,married,secondary,1
7022,28,technician,2335,no,no,cellular,may,1,-1,unknown,single,secondary,1
6223,59,entrepreneur,0,no,no,unknown,jun,1,-1,unknown,married,primary,0
7051,42,technician,3082,no,no,cellular,sep,1,-1,unknown,married,secondary,1
6698,30,management,1221,yes,no,telephone,jul,4,-1,unknown,married,tertiary,1
3067,27,management,145,yes,no,cellular,may,4,89,failure,single,secondary,0
1336,57,retired,-12,no,yes,cellular,aug,8,-1,unknown,married,primary,0
4381,33,management,312,no,no,cellular,aug,1,369,failure,single,tertiary,0
4740,38,blue-collar,0,yes,no,cellular,may,1,173,failure,divorced,secondary,0
338,69,retired,247,no,no,cellular,apr,2,-1,unknown,divorced,tertiary,1
2410,50,admin.,3608,yes,no,cellular,may,8,182,success,married,secondary,1
4287,49,blue-collar,2146,yes,no,cellular,may,2,353,other,single,primary,1
4375,38,management,630,no,no,cellular,sep,1,388,other,married,tertiary,1
2382,27,housemaid,275,yes,no,cellular,may,2,-1,unknown,married,primary,0
1148,41,self-employed,426,yes,no,unknown,jun,1,-1,unknown,single,unknown,0
2619,51,technician,0,yes,no,unknown,may,2,-1,unknown,divorced,secondary,0
7078,34,unemployed,1974,no,no,cellular,jul,1,342,success,single,tertiary,1
3147,30,management,536,no,no,cellular,oct,1,105,success,single,tertiary,1
2958,30,services,117,no,no,cellular,jan,1,-1,unknown,single,secondary,0
1458,43,blue-collar,740,yes,no,unknown,jun,2,-1,unknown,single,secondary,1
3915,56,retired,9367,no,no,telephone,nov,2,92,success,married,primary,1
4212,33,technician,2565,yes,no,cellular,may,2,-1,unknown,single,tertiary,0
5226,42,management,461,yes,no,unknown,jun,1,-1,unknown,divorced,tertiary,0
2592,46,management,4693,no,yes,cellular,aug,1,394,failure,married,tertiary,1
5636,40,management,205,no,no,cellular,jul,1,-1,unknown,divorced,tertiary,0
1640,31,technician,-463,yes,no,unknown,may,1,-1,unknown,married,secondary,0
1758,55,technician,1320,no,no,cellular,jul,1,91,success,married,tertiary,1
3263,40,blue-collar,299,yes,no,cellular,jul,4,-1,unknown,married,secondary,0
6139,22,student,1215,no,no,cellular,feb,3,192,failure,single,unknown,1
6140,32,management,2018,no,no,cellular,aug,1,-1,unknown,single,secondary,1
3388,42,blue-collar,160,yes,yes,unknown,jun,1,-1,unknown,married,secondary,0
1706,57,management,10583,no,no,cellular,sep,3,98,success,married,tertiary,1
4789,41,blue-collar,925,yes,no,telephone,may,1,-1,unknown,single,secondary,0
3084,51,services,9,no,no,unknown,jun,2,-1,unknown,divorced,secondary,1
3198,34,technician,8029,yes,no,cellular,aug,4,-1,unknown,married,tertiary,1
1211,38,management,547,yes,no,unknown,may,4,-1,unknown,divorced,tertiary,0
5632,45,management,2220,yes,no,cellular,jul,2,-1,unknown,married,tertiary,0
6406,25,management,943,no,no,cellular,apr,1,-1,unknown,single,tertiary,1
6881,34,admin.,79,yes,no,cellular,aug,1,92,success,married,tertiary,1
950,31,admin.,0,yes,yes,cellular,nov,3,-1,unknown,married,secondary,0
501,56,management,2037,no,no,cellular,aug,1,91,failure,divorced,tertiary,1
1766,63,management,5112,no,no,telephone,nov,2,95,failure,married,tertiary,1
6974,26,blue-collar,26,yes,yes,cellular,may,1,-1,unknown,single,secondary,1
4771,53,admin.,2892,no,no,cellular,apr,3,-1,unknown,single,secondary,1
4280,43,technician,994,yes,yes,cellular,may,1,-1,unknown,married,secondary,0
6132,30,technician,9645,no,yes,cellular,aug,10,-1,unknown,single,secondary,0
282,34,unemployed,200,yes,no,unknown,may,6,-1,unknown,married,secondary,0
6307,31,management,141,yes,no,cellular,feb,2,238,other,married,tertiary,1
824,35,management,671,yes,no,cellular,mar,1,-1,unknown,single,tertiary,1
6793,39,blue-collar,2467,no,no,cellular,jul,2,276,other,married,secondary,1
5060,59,entrepreneur,222,no,no,cellular,nov,1,-1,unknown,married,primary,0
4403,37,entrepreneur,175,yes,yes,unknown,may,6,-1,unknown,divorced,secondary,1
615,36,technician,160,yes,no,unknown,may,1,-1,unknown,divorced,secondary,0
6263,52,housemaid,234,no,no,cellular,nov,1,-1,unknown,married,secondary,0
5165,34,management,3050,yes,no,cellular,may,1,-1,unknown,married,tertiary,1
1153,38,admin.,1767,yes,no,cellular,nov,7,-1,unknown,married,secondary,1
6443,66,retired,2883,no,no,cellular,apr,1,-1,unknown,married,primary,1
4517,48,blue-collar,1670,no,no,unknown,jun,1,-1,unknown,married,primary,0
348,48,blue-collar,559,yes,no,unknown,may,2,-1,unknown,married,primary,0
4475,30,management,3779,no,no,cellular,apr,1,-1,unknown,single,tertiary,1
6290,23,student,431,no,no,cellular,aug,2,-1,unknown,single,secondary,1
5766,34,blue-collar,568,yes,no,cellular,jul,1,-1,unknown,married,unknown,0
6498,40,admin.,0,yes,no,cellular,feb,1,201,failure,married,secondary,0
1801,59,technician,2396,no,no,cellular,nov,1,-1,unknown,divorced,secondary,1
4677,39,entrepreneur,2139,yes,no,cellular,may,4,371,failure,married,secondary,1
3554,78,retired,631,no,no,telephone,aug,1,-1,unknown,divorced,secondary,0
3479,25,admin.,120,yes,no,unknown,jun,1,-1,unknown,single,secondary,0
6031,37,unemployed,1032,no,no,telephone,feb,1,-1,unknown,single,tertiary,0
908,34,management,11,yes,no,cellular,jul,1,-1,unknown,married,tertiary,0
5485,32,housemaid,0,no,no,cellular,aug,2,-1,unknown,married,secondary,0
6121,57,unemployed,3754,no,no,cellular,feb,2,-1,unknown,married,secondary,1
1658,44,blue-collar,0,yes,no,cellular,jul,2,-1,unknown,married,primary,0
2085,27,management,13,no,no,cellular,jan,3,-1,unknown,single,primary,1
4256,19,student,134,no,no,cellular,mar,2,-1,unknown,single,primary,1
4754,53,services,3107,no,no,unknown,jun,1,-1,unknown,divorced,primary,0
3044,35,admin.,182,yes,no,unknown,jun,1,-1,unknown,single,secondary,0
2017,41,admin.,90,yes,no,cellular,may,2,347,failure,single,secondary,0
6433,31,unemployed,140,yes,no,telephone,may,2,-1,unknown,single,tertiary,0
1477,30,blue-collar,501,yes,yes,cellular,nov,1,177,failure,married,secondary,1
3863,71,retired,4380,no,no,cellular,sep,1,-1,unknown,divorced,secondary,1
6276,37,technician,0,no,no,unknown,jul,2,-1,unknown,single,tertiary,1
4791,66,retired,206,no,no,cellular,feb,1,-1,unknown,married,primary,1
4134,38,services,105,no,no,cellular,jul,2,-1,unknown,married,secondary,0
2614,38,management,1199,no,no,cellular,aug,1,-1,unknown,married,tertiary,1
4685,33,management,71,no,no,cellular,nov,1,287,failure,married,tertiary,0
2171,46,technician,0,no,no,cellular,nov,1,167,failure,married,tertiary,1
2523,49,technician,523,yes,no,cellular,jun,1,60,failure,married,tertiary,1
6081,51,unemployed,1801,no,no,cellular,apr,3,-1,unknown,married,tertiary,1
6804,57,retired,3783,yes,no,unknown,jun,3,-1,unknown,married,secondary,0
3919,58,self-employed,-364,yes,no,unknown,may,1,-1,unknown,married,tertiary,0
56,32,technician,2688,no,no,cellular,oct,1,57,failure,married,tertiary,1
310,50,management,-470,yes,no,cellular,nov,2,160,failure,married,tertiary,0
6409,29,housemaid,417,no,no,cellular,jul,2,-1,unknown,married,primary,0
1276,41,management,3426,no,no,cellular,jun,2,297,failure,divorced,tertiary,1
6176,33,entrepreneur,114,no,yes,cellular,jul,3,-1,unknown,married,tertiary,0
4078,44,blue-collar,2657,yes,no,unknown,jun,2,-1,unknown,married,primary,0
5266,31,management,0,no,no,cellular,aug,16,-1,unknown,single,tertiary,0
2316,71,retired,3230,no,no,cellular,may,2,133,failure,married,primary,1
569,48,unemployed,926,no,no,cellular,feb,4,185,success,married,secondary,1
410,64,retired,4833,no,no,cellular,oct,1,181,failure,divorced,secondary,1
7003,38,entrepreneur,2543,no,no,cellular,nov,3,93,success,single,secondary,1
323,40,services,694,yes,no,cellular,jul,14,-1,unknown,divorced,secondary,0
7214,35,management,73,yes,no,unknown,may,2,-1,unknown,single,secondary,0
1695,32,self-employed,1942,yes,no,unknown,may,9,-1,unknown,married,secondary,0
545,48,management,86,no,no,cellular,jun,3,186,other,single,tertiary,1
6260,28,technician,250,no,yes,cellular,jan,1,-1,unknown,single,secondary,0
6052,30,management,19358,no,no,cellular,nov,2,-1,unknown,single,tertiary,0
4075,49,management,234,no,no,cellular,aug,6,-1,unknown,married,tertiary,0
1950,30,services,81,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
3543,35,management,1380,no,no,cellular,feb,1,-1,unknown,married,tertiary,1
6562,35,self-employed,353,no,no,cellular,aug,1,-1,unknown,single,tertiary,1
2511,31,blue-collar,1205,yes,no,cellular,apr,1,328,other,single,secondary,0
4005,34,admin.,869,no,no,unknown,may,1,-1,unknown,married,secondary,1
6513,56,services,486,no,yes,telephone,jul,1,-1,unknown,married,primary,1
3847,65,admin.,952,no,no,cellular,sep,1,96,success,married,secondary,1
6250,38,services,5293,yes,no,cellular,may,1,171,failure,married,secondary,1
489,39,unemployed,7005,yes,no,cellular,jul,2,184,success,married,primary,1
307,31,management,459,no,no,cellular,aug,14,-1,unknown,married,tertiary,0
6885,39,blue-collar,175,no,no,cellular,may,1,365,other,single,secondary,0
3850,29,admin.,7707,yes,no,cellular,apr,2,334,failure,married,secondary,1
2650,54,management,2819,no,no,cellular,aug,3,-1,unknown,married,tertiary,0
4735,34,management,13,yes,no,cellular,jul,1,-1,unknown,married,tertiary,0
5246,38,management,2656,no,no,cellular,jul,2,-1,unknown,married,tertiary,0
5523,38,blue-collar,1627,no,no,unknown,jun,9,-1,unknown,married,secondary,1
5363,32,technician,40,no,no,cellular,aug,2,-1,unknown,single,secondary,1
5814,40,entrepreneur,1238,yes,no,telephone,jul,2,-1,unknown,married,secondary,0
55,32,self-employed,514,yes,no,cellular,jul,1,-1,unknown,married,secondary,1
4644,29,blue-collar,339,yes,no,cellular,may,3,354,failure,married,secondary,0
2528,53,management,5261,no,yes,cellular,jul,3,-1,unknown,married,tertiary,0
5206,39,management,3840,yes,no,cellular,aug,2,-1,unknown,single,tertiary,1
6377,60,management,560,no,no,cellular,may,5,-1,unknown,single,tertiary,1
6247,45,management,160,no,no,cellular,apr,1,-1,unknown,married,tertiary,1
7269,34,management,8000,no,no,cellular,feb,1,260,failure,married,tertiary,1
7292,30,entrepreneur,732,no,no,cellular,feb,4,-1,unknown,single,secondary,1
5751,30,blue-collar,201,yes,no,cellular,aug,1,157,failure,married,primary,1
431,32,blue-collar,333,yes,no,cellular,may,2,-1,unknown,married,secondary,1
427,41,retired,-233,yes,no,unknown,may,2,-1,unknown,divorced,primary,1
1017,40,admin.,732,no,no,cellular,sep,1,139,success,married,secondary,0
5182,36,management,442,yes,yes,cellular,jul,3,-1,unknown,single,tertiary,0
3432,25,student,293,yes,no,telephone,may,2,-1,unknown,single,secondary,0
7172,60,retired,197,no,no,cellular,oct,1,-1,unknown,married,secondary,0
7266,44,housemaid,299,no,no,cellular,nov,1,-1,unknown,single,secondary,0
5340,43,self-employed,918,yes,no,unknown,may,1,-1,unknown,married,secondary,0
1994,28,blue-collar,0,no,yes,cellular,jul,21,-1,unknown,single,secondary,0
5429,45,management,4831,no,no,cellular,jan,11,-1,unknown,single,tertiary,1
3376,31,management,202,yes,no,cellular,jul,1,62,failure,single,secondary,1
5531,43,blue-collar,0,no,no,cellular,jul,1,-1,unknown,single,primary,1
6792,56,services,450,no,no,unknown,jun,1,-1,unknown,divorced,secondary,0
5358,31,self-employed,322,yes,no,unknown,may,1,-1,unknown,married,tertiary,0
560,35,blue-collar,3623,no,no,telephone,oct,1,-1,unknown,single,secondary,1
