,job,balance,housing,loan,contact,campaign,poutcome,deposit
4069,management,109,no,yes,cellular,2,unknown,no
4104,management,0,no,no,cellular,1,unknown,no
5078,management,62,yes,no,cellular,1,unknown,no
6216,blue-collar,467,yes,no,unknown,1,unknown,no
6653,management,0,yes,no,cellular,1,other,no
1499,retired,275,no,no,cellular,1,success,yes
403,blue-collar,-575,yes,no,unknown,9,unknown,no
332,unemployed,983,yes,no,cellular,1,unknown,yes
1926,technician,317,yes,no,cellular,5,unknown,no
3003,blue-collar,-245,yes,yes,unknown,4,unknown,no
4543,blue-collar,228,yes,no,unknown,11,unknown,no
7298,admin.,0,no,no,cellular,1,unknown,yes
4647,blue-collar,3043,yes,yes,cellular,1,unknown,yes
4608,blue-collar,0,yes,no,cellular,2,unknown,no
3665,management,-207,no,no,cellular,1,unknown,no
5626,technician,181,no,no,cellular,2,unknown,yes
1885,management,974,yes,no,unknown,1,unknown,no
6178,technician,6728,no,no,cellular,4,unknown,yes
933,admin.,1880,yes,no,unknown,1,unknown,no
504,technician,1,yes,no,cellular,5,success,no
3956,technician,1570,yes,no,cellular,4,failure,yes
6716,self-employed,91,no,no,unknown,1,unknown,no
5811,management,62,yes,no,telephone,1,unknown,no
349,technician,940,yes,no,cellular,1,failure,no
4571,services,0,yes,no,cellular,6,unknown,yes
7078,technician,-411,yes,no,cellular,3,unknown,no
4171,blue-collar,238,yes,yes,cellular,2,success,no
2170,technician,0,no,no,cellular,1,failure,yes
1532,admin.,2556,yes,no,cellular,1,unknown,no
1941,technician,18777,yes,no,cellular,1,unknown,no
3299,retired,2326,no,yes,cellular,1,success,yes
6724,services,447,no,no,cellular,3,success,yes
32,management,742,yes,no,unknown,3,unknown,no
5546,management,616,no,no,cellular,1,success,yes
2990,management,2287,yes,no,unknown,4,unknown,yes
7333,services,774,no,no,cellular,1,unknown,yes
3961,blue-collar,-354,no,yes,cellular,1,unknown,no
6463,admin.,0,no,no,cellular,1,unknown,yes
5796,technician,-106,yes,no,unknown,1,unknown,no
932,management,2283,no,no,cellular,2,failure,yes
5733,services,1273,yes,no,cellular,2,failure,yes
7412,admin.,54,yes,no,cellular,1,unknown,no
3115,self-employed,1579,no,no,cellular,3,unknown,no
868,retired,74,yes,no,unknown,2,unknown,no
204,management,1,yes,no,cellular,1,unknown,yes
7007,entrepreneur,2543,no,no,cellular,3,success,yes
5419,admin.,1661,yes,no,cellular,1,failure,no
5203,admin.,471,no,yes,cellular,3,unknown,yes
577,blue-collar,4406,yes,no,telephone,2,unknown,yes
2641,services,295,yes,yes,cellular,1,unknown,no
2520,management,544,no,no,cellular,3,success,yes
5823,blue-collar,579,yes,no,unknown,2,unknown,no
6722,management,224,no,no,cellular,2,success,yes
2341,self-employed,3343,no,no,cellular,1,unknown,yes
5948,management,2486,yes,no,cellular,1,unknown,no
3492,technician,2002,no,no,cellular,1,unknown,yes
6278,blue-collar,1735,yes,no,cellular,1,unknown,no
3495,blue-collar,3495,no,yes,cellular,3,unknown,no
4883,technician,544,yes,no,unknown,1,unknown,no
7105,management,659,no,no,cellular,13,unknown,no
3100,management,849,yes,no,cellular,1,other,yes
5718,management,3,yes,yes,cellular,1,unknown,yes
2544,blue-collar,-454,yes,no,cellular,1,unknown,yes
5392,blue-collar,2749,yes,no,cellular,2,failure,yes
5102,management,3537,no,no,unknown,1,unknown,yes
2123,student,689,no,no,cellular,2,unknown,yes
2133,management,2351,no,no,cellular,1,success,yes
4398,admin.,167,yes,yes,cellular,2,unknown,no
3594,services,1293,yes,no,cellular,3,unknown,no
6146,technician,1144,no,no,cellular,13,unknown,no
2516,blue-collar,1160,no,yes,telephone,1,unknown,no
6663,technician,-276,yes,no,unknown,3,unknown,no
5822,technician,287,yes,no,cellular,3,unknown,no
1880,admin.,4708,no,no,cellular,1,success,yes
7342,management,265,no,no,cellular,1,unknown,yes
6577,admin.,915,yes,no,unknown,1,unknown,yes
2282,services,4216,no,no,cellular,2,unknown,yes
1170,technician,305,yes,no,cellular,4,unknown,no
5529,retired,1413,no,no,cellular,2,unknown,yes
4329,management,102,yes,no,cellular,7,other,yes
1626,management,1027,yes,no,cellular,1,success,yes
4201,management,-239,yes,no,unknown,2,unknown,no
1069,management,517,yes,no,cellular,3,failure,no
2473,services,344,yes,no,cellular,1,unknown,yes
3269,management,354,no,no,cellular,2,other,yes
6793,technician,1685,yes,no,unknown,1,unknown,no
2171,technician,113,no,yes,cellular,1,unknown,no
5181,management,681,no,no,cellular,2,unknown,yes
3478,housemaid,235,no,no,cellular,2,unknown,no
1340,management,0,yes,yes,cellular,3,failure,no
1045,student,703,no,no,cellular,3,unknown,no
3153,management,493,yes,no,unknown,1,unknown,no
6358,technician,1900,yes,no,unknown,3,unknown,no
6741,blue-collar,50,yes,yes,unknown,1,unknown,no
5432,management,2263,no,no,cellular,2,unknown,yes
4306,services,4062,yes,yes,cellular,1,unknown,no
197,blue-collar,132,yes,no,unknown,1,unknown,no
4108,unemployed,-4,no,yes,cellular,2,unknown,yes
890,admin.,-257,no,no,cellular,3,unknown,no
4266,blue-collar,173,no,no,cellular,7,unknown,yes
5103,entrepreneur,83,yes,no,cellular,2,unknown,no
4967,blue-collar,457,yes,no,unknown,20,unknown,no
5038,admin.,431,yes,yes,unknown,1,unknown,yes
334,services,1830,yes,no,cellular,1,success,yes
3754,blue-collar,1036,yes,yes,unknown,2,unknown,no
4505,blue-collar,1131,yes,yes,cellular,1,failure,no
267,management,0,yes,no,cellular,1,unknown,no
1808,admin.,363,yes,no,unknown,1,unknown,yes
7330,admin.,484,yes,no,unknown,1,unknown,no
2730,admin.,3735,no,no,cellular,1,success,yes
4898,technician,-754,yes,yes,unknown,1,unknown,no
4502,services,84,yes,no,unknown,1,unknown,no
692,management,1808,no,no,cellular,2,success,yes
4317,management,0,no,no,cellular,5,unknown,no
6160,blue-collar,328,yes,no,cellular,1,unknown,no
2106,unknown,44,no,no,unknown,1,unknown,no
551,technician,440,no,no,cellular,1,unknown,no
2432,admin.,1314,yes,no,cellular,1,failure,no
6402,management,4675,no,no,cellular,3,unknown,yes
4507,management,525,no,no,cellular,2,unknown,no
1739,technician,376,no,no,cellular,1,unknown,yes
552,management,3317,no,yes,telephone,7,unknown,yes
3047,admin.,0,yes,no,cellular,1,success,yes
4293,blue-collar,98,no,no,cellular,2,unknown,no
201,management,300,yes,no,cellular,2,unknown,yes
1477,blue-collar,501,yes,yes,cellular,1,failure,yes
3332,technician,57,no,no,unknown,1,unknown,yes
1627,technician,-487,yes,no,cellular,1,unknown,yes
346,blue-collar,559,yes,no,unknown,2,unknown,no
198,technician,4790,yes,no,cellular,1,failure,no
228,technician,75,no,no,unknown,1,unknown,no
6795,services,450,no,no,unknown,1,unknown,no
6832,management,1165,no,no,cellular,1,unknown,yes
5268,management,80,no,yes,cellular,1,unknown,no
4441,blue-collar,398,yes,no,cellular,1,unknown,no
638,self-employed,2666,no,no,cellular,3,success,yes
5815,unemployed,0,no,no,cellular,1,failure,yes
25,admin.,204,no,no,cellular,2,unknown,no
4277,services,739,no,no,cellular,1,unknown,yes
4312,technician,2313,no,no,cellular,1,unknown,yes
5452,technician,202,no,no,cellular,2,unknown,yes
2712,entrepreneur,78,no,no,telephone,1,unknown,no
620,retired,2304,no,no,telephone,4,unknown,yes
335,blue-collar,-203,yes,no,unknown,3,unknown,yes
3667,unemployed,415,no,no,cellular,1,failure,yes
2844,technician,317,yes,no,cellular,1,other,yes
6458,management,4412,no,no,cellular,2,unknown,yes
2315,blue-collar,870,no,yes,cellular,3,unknown,no
5312,management,386,yes,no,unknown,1,unknown,no
5746,blue-collar,201,yes,no,cellular,2,unknown,yes
5908,technician,3271,no,no,cellular,1,other,yes
2832,technician,973,no,no,cellular,1,success,yes
563,management,398,no,no,cellular,2,unknown,yes
3330,admin.,0,yes,yes,cellular,2,failure,no
5334,blue-collar,3,yes,no,unknown,3,unknown,yes
6044,blue-collar,-438,no,no,cellular,1,unknown,yes
2121,blue-collar,-247,yes,no,cellular,1,unknown,yes
7328,blue-collar,1508,no,no,cellular,2,failure,no
2245,admin.,1096,yes,no,cellular,1,failure,no
6943,management,606,no,no,cellular,1,unknown,yes
2037,technician,86,no,no,unknown,1,unknown,no
116,management,267,no,no,cellular,1,unknown,yes
3695,technician,491,no,no,cellular,7,unknown,yes
41,technician,950,yes,no,cellular,1,unknown,no
3221,management,36,no,yes,cellular,5,unknown,yes
3675,management,2578,no,no,cellular,4,failure,no
1355,blue-collar,249,yes,no,cellular,5,unknown,yes
7045,blue-collar,-58,yes,no,cellular,2,unknown,no
6036,self-employed,3396,no,no,cellular,6,unknown,no
4354,blue-collar,1624,no,no,unknown,3,unknown,no
3818,unemployed,2812,yes,no,cellular,1,unknown,yes
584,management,4721,no,no,telephone,1,unknown,no
5074,technician,705,no,no,cellular,1,unknown,yes
1299,technician,1609,yes,no,unknown,3,unknown,no
3851,technician,696,no,yes,cellular,4,failure,no
348,admin.,272,yes,no,cellular,1,failure,yes
3887,blue-collar,2,yes,yes,cellular,4,failure,no
6500,student,1527,no,no,cellular,1,unknown,yes
5506,blue-collar,111,yes,no,cellular,11,unknown,no
4186,management,421,no,yes,cellular,1,unknown,no
5280,management,1823,yes,no,unknown,1,unknown,no
1665,technician,-188,yes,yes,cellular,1,unknown,yes
320,unemployed,70,no,no,cellular,1,unknown,yes
1803,admin.,370,yes,no,unknown,1,unknown,no
385,admin.,30,yes,no,cellular,1,failure,no
7185,blue-collar,1177,no,no,cellular,1,success,yes
4774,management,1377,no,no,cellular,2,unknown,yes
5576,management,0,no,no,cellular,6,unknown,no
4453,blue-collar,2607,yes,no,unknown,10,unknown,no
5741,services,803,no,no,cellular,1,unknown,no
750,management,0,no,no,telephone,3,unknown,no
4613,management,40,no,no,cellular,3,unknown,yes
4619,technician,0,no,no,telephone,3,unknown,yes
6203,technician,149,no,no,cellular,2,unknown,yes
6468,technician,719,yes,no,unknown,6,unknown,no
2873,unemployed,1085,no,no,cellular,4,unknown,no
5844,blue-collar,2994,yes,no,cellular,1,failure,no
6248,services,8918,yes,no,telephone,2,unknown,no
7329,retired,4659,no,no,cellular,1,unknown,yes
7054,services,947,no,no,unknown,2,unknown,yes
1333,management,964,yes,no,telephone,3,unknown,no
4053,technician,3160,yes,no,cellular,2,failure,yes
1089,management,0,yes,no,cellular,1,unknown,no
2283,management,249,no,no,telephone,1,unknown,yes
5310,technician,19,yes,no,unknown,2,unknown,no
607,blue-collar,1451,no,no,cellular,1,unknown,yes
5687,technician,313,no,no,cellular,2,unknown,yes
6387,entrepreneur,714,yes,no,unknown,4,unknown,no
389,management,718,yes,no,cellular,1,success,yes
2891,unemployed,415,no,no,cellular,2,success,yes
3494,technician,6958,yes,yes,unknown,2,unknown,no
4093,technician,11016,no,no,unknown,3,unknown,no
3530,services,727,yes,no,cellular,1,unknown,no
945,management,0,no,no,cellular,3,unknown,yes
5320,management,10281,no,no,cellular,1,unknown,yes
329,technician,371,yes,yes,cellular,1,unknown,yes
4175,services,447,no,no,cellular,3,unknown,yes
740,technician,372,yes,no,cellular,1,failure,no
1225,technician,-393,no,no,telephone,4,unknown,no
2274,management,0,no,no,unknown,1,unknown,no
2985,blue-collar,1147,yes,yes,telephone,1,unknown,no
5318,unemployed,991,yes,no,unknown,2,unknown,no
5606,management,382,no,no,cellular,2,unknown,no
4843,services,981,no,no,unknown,1,unknown,yes
5522,technician,-354,yes,yes,cellular,1,unknown,no
3477,admin.,92,yes,no,cellular,2,failure,no
3704,management,728,yes,no,unknown,1,unknown,no
7087,housemaid,435,yes,no,telephone,6,unknown,no
1553,management,620,yes,no,cellular,3,unknown,no
2059,blue-collar,29,yes,no,cellular,5,unknown,yes
1491,admin.,2889,yes,no,cellular,1,unknown,yes
4646,unemployed,11,yes,no,telephone,8,unknown,no
1625,management,0,yes,no,cellular,1,success,yes
6102,admin.,476,no,no,unknown,3,unknown,no
4178,management,7007,no,no,cellular,2,unknown,no
2724,technician,930,no,no,cellular,1,unknown,yes
2969,technician,8097,no,yes,cellular,2,unknown,no
5995,management,398,no,no,cellular,1,success,yes
1345,self-employed,680,yes,no,telephone,4,unknown,no
1245,technician,2473,no,no,cellular,4,unknown,yes
3543,admin.,2398,yes,no,cellular,1,unknown,yes
3376,technician,91,no,no,cellular,4,unknown,no
1660,technician,-259,yes,no,unknown,2,unknown,no
6972,technician,2480,no,no,cellular,2,unknown,yes
3610,services,1018,no,no,unknown,3,unknown,no
5934,blue-collar,4592,yes,no,cellular,1,unknown,no
5990,admin.,514,no,no,cellular,1,unknown,no
3958,management,0,yes,yes,cellular,1,unknown,no
920,management,322,no,no,cellular,4,unknown,no
1444,technician,1313,no,no,cellular,1,failure,no
4723,services,4017,no,no,cellular,1,unknown,yes
5966,admin.,728,yes,yes,cellular,1,failure,no
6078,admin.,-32,no,yes,cellular,2,unknown,yes
871,technician,1013,no,yes,cellular,8,unknown,no
3666,services,371,no,no,unknown,1,unknown,no
6071,management,-1415,yes,yes,cellular,1,unknown,no
990,services,37,no,yes,cellular,5,unknown,no
5345,self-employed,918,yes,no,unknown,1,unknown,no
4346,admin.,212,yes,no,cellular,3,unknown,no
2797,technician,268,no,no,unknown,2,unknown,no
544,management,86,no,no,cellular,3,other,yes
5698,technician,455,yes,no,cellular,1,unknown,yes
284,management,107,yes,yes,telephone,1,unknown,yes
5425,blue-collar,-320,yes,no,unknown,3,unknown,no
3878,admin.,23,no,yes,cellular,2,unknown,no
1214,unemployed,94,no,no,cellular,1,unknown,yes
901,blue-collar,0,no,no,unknown,3,unknown,no
1233,services,241,yes,yes,unknown,1,unknown,no
395,technician,294,yes,no,cellular,1,success,yes
4089,management,149,yes,no,unknown,2,unknown,yes
146,self-employed,94,no,no,cellular,2,unknown,yes
986,technician,431,yes,no,cellular,1,failure,no
7231,self-employed,42,yes,no,cellular,1,success,yes
1754,technician,652,yes,yes,cellular,4,unknown,no
3880,blue-collar,644,no,no,cellular,1,success,yes
2183,services,307,yes,yes,unknown,7,unknown,no
255,technician,599,no,no,cellular,1,unknown,no
1652,retired,1425,no,no,cellular,1,unknown,yes
5230,management,1224,yes,yes,cellular,2,unknown,yes
2440,technician,7050,no,no,cellular,3,success,yes
941,technician,2033,no,no,cellular,5,success,yes
5716,blue-collar,204,yes,yes,unknown,1,unknown,no
4726,retired,1443,no,no,cellular,1,unknown,yes
3225,management,616,no,no,cellular,1,unknown,yes
5477,technician,2036,yes,no,cellular,2,unknown,no
782,services,77,yes,no,cellular,1,failure,yes
5390,housemaid,-156,no,yes,cellular,2,unknown,yes
5189,admin.,2509,no,no,cellular,3,success,yes
1720,blue-collar,213,yes,no,cellular,3,unknown,yes
3563,blue-collar,1536,yes,no,cellular,1,other,no
6633,technician,4,no,no,unknown,4,unknown,no
513,blue-collar,773,yes,yes,unknown,8,unknown,no
5680,admin.,261,yes,yes,cellular,2,success,yes
3467,services,127,no,no,cellular,1,unknown,no
1904,management,398,no,no,cellular,1,success,yes
3738,management,3,no,no,cellular,2,unknown,no
6918,blue-collar,167,no,no,unknown,1,unknown,no
2842,blue-collar,1324,yes,no,telephone,5,unknown,no
2388,services,-143,yes,no,cellular,1,unknown,no
3944,management,502,no,no,cellular,3,success,yes
4514,management,161,yes,no,cellular,1,unknown,no
74,services,1667,yes,yes,unknown,1,unknown,no
401,blue-collar,993,yes,no,unknown,1,unknown,no
4233,student,64,no,no,cellular,4,failure,yes
3058,management,145,yes,no,cellular,4,failure,no
2044,self-employed,1690,no,no,cellular,11,unknown,no
6854,technician,108,yes,no,cellular,3,unknown,no
7005,technician,-805,no,no,cellular,6,unknown,no
2151,admin.,0,yes,yes,cellular,1,unknown,no
3172,blue-collar,113,no,no,cellular,13,unknown,no
6866,self-employed,805,no,no,cellular,1,unknown,yes
4446,technician,1191,no,no,cellular,4,unknown,yes
1269,admin.,488,yes,no,cellular,1,unknown,no
3465,blue-collar,285,yes,no,cellular,2,unknown,yes
3118,retired,380,no,no,cellular,1,unknown,yes
5092,technician,542,yes,no,unknown,3,unknown,no
3298,technician,643,no,no,cellular,1,failure,yes
2291,technician,765,yes,yes,cellular,2,unknown,yes
7068,retired,6888,no,no,telephone,2,unknown,yes
1289,management,406,yes,no,unknown,2,unknown,yes
6521,management,6771,no,no,cellular,1,unknown,yes
363,management,1050,yes,no,cellular,1,unknown,yes
7128,admin.,5231,no,yes,cellular,2,unknown,no
1498,technician,229,no,no,cellular,2,unknown,no
5010,technician,437,no,no,telephone,2,unknown,no
6853,services,1743,yes,no,cellular,1,other,no
7099,admin.,-106,yes,yes,cellular,3,other,yes
1103,blue-collar,5154,yes,no,unknown,1,unknown,no
1381,retired,775,no,no,cellular,4,success,yes
1065,retired,519,no,no,telephone,3,success,yes
7150,retired,493,yes,no,unknown,7,unknown,no
19,management,4929,yes,no,telephone,4,unknown,no
1763,technician,2,yes,yes,cellular,2,failure,yes
5739,technician,11262,no,no,cellular,1,unknown,yes
5994,management,7192,no,no,cellular,1,unknown,yes
6244,technician,0,yes,no,cellular,1,failure,yes
4594,technician,1234,no,no,telephone,1,unknown,no
5612,services,525,no,no,cellular,1,unknown,no
2658,admin.,53,yes,no,cellular,1,unknown,yes
4035,housemaid,-972,yes,yes,unknown,2,unknown,no
6830,entrepreneur,887,yes,no,cellular,1,failure,no
3802,retired,2626,no,no,cellular,2,unknown,yes
7281,retired,1413,no,no,cellular,2,success,yes
4298,blue-collar,6215,yes,no,cellular,1,unknown,no
3134,services,0,yes,no,unknown,1,unknown,yes
2468,student,132,no,no,cellular,1,unknown,yes
1919,management,151,yes,no,cellular,1,unknown,no
2463,student,1925,no,no,cellular,3,success,yes
1154,student,801,no,no,cellular,2,unknown,yes
1260,blue-collar,625,no,no,cellular,1,unknown,no
2017,services,0,yes,yes,unknown,1,unknown,no
3191,retired,3771,no,no,telephone,1,unknown,no
3433,management,3261,yes,no,unknown,17,unknown,no
4966,management,985,yes,no,cellular,2,unknown,yes
682,blue-collar,213,yes,no,unknown,3,unknown,yes
408,retired,4833,no,no,cellular,1,failure,yes
7165,retired,1641,yes,no,cellular,2,unknown,yes
7408,management,13901,yes,no,cellular,1,unknown,no
4081,technician,2133,no,no,cellular,1,unknown,no
4741,admin.,1696,no,no,unknown,3,unknown,no
4063,services,1543,yes,no,cellular,1,failure,yes
6430,admin.,437,yes,no,unknown,1,unknown,yes
2591,blue-collar,897,yes,no,cellular,3,failure,no
5881,admin.,313,yes,no,cellular,2,unknown,yes
7203,management,2544,no,no,cellular,2,unknown,yes
5618,blue-collar,10721,yes,no,unknown,3,unknown,no
5569,blue-collar,508,yes,yes,unknown,5,unknown,no
4564,admin.,4448,no,no,cellular,8,unknown,yes
4910,technician,198,no,no,cellular,13,unknown,no
6778,blue-collar,479,no,no,cellular,1,unknown,no
6328,technician,4508,yes,no,cellular,1,unknown,yes
4284,admin.,560,yes,no,unknown,3,unknown,no
5946,blue-collar,804,yes,no,cellular,2,success,yes
6431,management,1058,no,no,cellular,3,unknown,yes
4644,admin.,980,no,no,cellular,3,failure,no
2727,services,1830,yes,no,cellular,1,unknown,yes
7338,services,1082,yes,yes,cellular,1,unknown,no
1415,blue-collar,104,yes,no,cellular,4,unknown,yes
6227,student,10086,no,no,cellular,2,unknown,yes
3072,technician,33,no,no,cellular,2,unknown,no
7130,services,239,yes,no,unknown,2,unknown,no
2681,services,2918,no,yes,cellular,1,success,yes
3555,management,7,yes,no,cellular,1,other,yes
3771,services,22,yes,no,unknown,1,unknown,no
6058,management,1600,yes,yes,cellular,1,unknown,yes
1775,management,9103,no,yes,unknown,2,unknown,yes
4755,management,5,no,no,cellular,2,unknown,yes
150,technician,905,no,no,cellular,1,unknown,yes
3271,blue-collar,1518,yes,no,telephone,3,unknown,no
3505,admin.,578,no,no,cellular,2,unknown,no
28,blue-collar,55,yes,yes,cellular,2,unknown,no
6279,admin.,1110,yes,no,telephone,11,unknown,yes
7266,technician,14,no,no,cellular,1,success,yes
3488,admin.,0,yes,yes,cellular,2,unknown,yes
2192,admin.,1630,yes,no,cellular,1,unknown,no
5021,retired,18016,no,no,cellular,1,unknown,yes
4278,technician,994,yes,yes,cellular,1,unknown,no
5444,technician,2047,yes,no,cellular,1,unknown,no
5920,services,281,yes,no,unknown,1,unknown,yes
5570,management,2551,yes,no,cellular,3,unknown,yes
600,technician,3308,no,no,cellular,1,success,yes
6947,technician,-28,yes,yes,unknown,2,unknown,no
4420,admin.,787,no,no,unknown,1,unknown,no
6525,blue-collar,2230,no,no,cellular,3,unknown,yes
118,management,624,no,no,cellular,2,success,yes
120,admin.,1358,yes,no,cellular,4,unknown,no
2328,management,1898,yes,yes,unknown,1,unknown,no
4488,blue-collar,246,no,no,unknown,3,unknown,yes
1288,management,2786,no,no,cellular,2,success,yes
4009,admin.,1395,yes,yes,cellular,2,unknown,no
6931,management,0,yes,no,cellular,2,unknown,no
950,admin.,0,yes,yes,cellular,3,unknown,no
4415,management,3178,no,no,cellular,1,unknown,no
2167,retired,999,no,no,cellular,6,unknown,no
5491,technician,7766,yes,no,cellular,1,failure,yes
778,admin.,2469,no,no,cellular,8,unknown,no
5381,technician,0,yes,no,cellular,3,unknown,yes
3690,student,474,no,no,cellular,1,unknown,yes
4327,services,6904,no,no,telephone,2,unknown,no
1732,management,126,yes,no,unknown,1,unknown,no
625,admin.,5,yes,no,cellular,1,unknown,no
6122,technician,1610,no,no,unknown,2,unknown,no
358,student,779,no,no,cellular,4,unknown,yes
4103,blue-collar,1240,yes,no,cellular,1,unknown,yes
3513,retired,3810,yes,no,cellular,1,failure,yes
5307,management,372,no,no,cellular,1,unknown,yes
108,services,1008,yes,no,unknown,9,unknown,no
962,unemployed,1664,no,no,cellular,3,unknown,yes
605,technician,1842,yes,yes,cellular,2,failure,no
2686,management,283,yes,no,cellular,1,unknown,yes
5814,self-employed,1070,yes,no,cellular,1,success,yes
1913,technician,1086,yes,no,cellular,3,unknown,yes
2199,management,1466,no,no,cellular,4,unknown,no
3751,management,342,no,no,cellular,2,failure,no
1243,retired,1760,no,no,cellular,4,unknown,yes
1466,technician,1039,no,no,cellular,3,unknown,no
6473,technician,267,no,no,cellular,1,unknown,no
418,blue-collar,3109,no,no,cellular,2,unknown,yes
7273,management,355,no,no,cellular,1,unknown,no
2950,services,117,no,no,cellular,1,unknown,no
6860,management,3984,no,no,cellular,2,unknown,no
1832,technician,0,yes,no,cellular,1,unknown,yes
4126,technician,1066,no,no,cellular,1,unknown,yes
5749,admin.,27,no,no,cellular,2,unknown,yes
4973,admin.,685,yes,no,cellular,1,failure,yes
4484,admin.,89,no,no,unknown,3,unknown,no
4567,housemaid,16,no,no,unknown,1,unknown,no
6443,services,217,yes,no,cellular,1,unknown,no
6030,management,366,no,no,cellular,1,unknown,yes
3015,blue-collar,3,no,yes,unknown,1,unknown,no
744,blue-collar,-636,yes,no,unknown,3,unknown,no
53,retired,349,yes,no,cellular,2,failure,no
4783,admin.,156,no,no,cellular,1,unknown,yes
2119,technician,3399,no,no,telephone,2,success,yes
266,student,5,no,no,cellular,5,unknown,yes
3036,admin.,182,yes,no,unknown,1,unknown,no
7223,retired,3881,yes,no,cellular,3,unknown,yes
959,services,1268,yes,no,cellular,4,other,yes
1512,blue-collar,520,yes,no,cellular,1,unknown,yes
5393,technician,6101,no,no,cellular,1,unknown,yes
859,services,-379,yes,yes,cellular,7,unknown,yes
2850,blue-collar,5222,yes,no,unknown,1,unknown,no
7043,management,698,no,no,cellular,1,unknown,no
2061,management,1147,no,no,cellular,1,success,yes
3827,admin.,810,yes,no,unknown,1,unknown,no
1494,technician,2362,yes,no,cellular,4,unknown,no
4611,technician,0,yes,no,unknown,3,unknown,no
1376,technician,2149,yes,no,cellular,2,unknown,yes
3714,technician,4945,yes,no,cellular,2,unknown,yes
2443,blue-collar,3,yes,no,telephone,1,unknown,no
4297,management,4415,yes,no,cellular,3,failure,yes
5999,admin.,16,yes,no,cellular,3,unknown,no
1593,technician,0,no,no,cellular,4,unknown,no
4026,retired,1004,no,no,cellular,1,unknown,yes
1727,retired,203,no,no,cellular,1,success,yes
6829,blue-collar,512,no,no,cellular,2,unknown,yes
3521,retired,3114,no,no,cellular,2,success,yes
3308,retired,493,no,no,cellular,1,unknown,yes
4342,blue-collar,-46,yes,no,cellular,2,success,yes
4042,admin.,378,no,no,cellular,8,unknown,yes
2557,student,423,no,no,cellular,1,success,yes
4867,management,500,yes,no,unknown,1,unknown,no
166,technician,475,yes,no,cellular,3,unknown,no
632,technician,-211,yes,no,unknown,3,unknown,no
5057,blue-collar,2677,no,no,unknown,3,unknown,no
7353,unemployed,2996,yes,no,unknown,1,unknown,no
7072,retired,894,yes,no,unknown,7,unknown,no
4408,unemployed,-42,yes,yes,cellular,4,unknown,no
694,services,51,yes,yes,unknown,2,unknown,yes
2996,admin.,372,no,no,cellular,1,unknown,yes
3658,technician,7138,no,no,cellular,2,unknown,yes
671,entrepreneur,2315,yes,yes,cellular,1,unknown,no
7119,technician,1838,yes,yes,cellular,8,unknown,no
2651,management,3,yes,yes,cellular,1,unknown,yes
6941,blue-collar,2090,yes,no,cellular,2,unknown,yes
4179,blue-collar,760,yes,no,cellular,1,other,no
3033,management,579,no,no,unknown,1,unknown,yes
2069,blue-collar,665,yes,no,cellular,1,unknown,yes
4757,management,84,no,yes,unknown,1,unknown,no
1911,management,0,yes,no,cellular,3,unknown,no
6852,services,1937,yes,no,unknown,1,unknown,no
6994,retired,13094,no,no,cellular,1,unknown,yes
5036,admin.,290,yes,no,cellular,2,unknown,yes
6742,technician,1044,yes,no,cellular,19,unknown,no
7039,management,3770,yes,no,cellular,4,unknown,no
2189,blue-collar,126,yes,no,unknown,2,unknown,yes
790,technician,4596,yes,no,cellular,2,success,yes
1475,technician,9192,yes,no,unknown,3,unknown,no
3722,admin.,897,no,no,cellular,1,unknown,yes
6698,technician,240,yes,no,cellular,3,success,yes
6819,blue-collar,674,yes,no,telephone,4,unknown,no
883,technician,300,yes,no,unknown,4,unknown,no
7372,technician,2657,no,no,cellular,3,unknown,yes
4424,admin.,46,yes,no,cellular,1,unknown,no
1972,technician,328,yes,no,cellular,2,unknown,yes
2919,management,573,yes,yes,unknown,4,unknown,no
3773,retired,152,yes,yes,cellular,7,unknown,no
1986,management,1310,no,yes,cellular,3,unknown,no
4368,blue-collar,1946,no,no,cellular,1,success,yes
6537,management,7668,no,no,cellular,1,unknown,no
1162,technician,4023,yes,no,cellular,2,unknown,no
2534,management,203,no,no,cellular,1,success,yes
7407,admin.,423,yes,yes,cellular,2,failure,no
2999,admin.,92,yes,no,unknown,1,unknown,no
7343,student,3300,no,no,cellular,1,unknown,yes
5386,management,584,yes,no,cellular,3,unknown,no
1004,blue-collar,16,no,no,unknown,3,unknown,no
5666,student,78,no,no,cellular,1,unknown,yes
4435,admin.,914,yes,no,cellular,3,failure,yes
2449,management,0,no,no,unknown,1,unknown,no
7284,management,4087,yes,no,unknown,5,unknown,no
6614,self-employed,3698,yes,no,cellular,1,unknown,yes
1737,management,0,no,no,cellular,4,unknown,yes
1257,blue-collar,2265,no,no,cellular,4,success,no
5096,blue-collar,0,yes,no,cellular,2,unknown,no
1227,entrepreneur,3133,yes,yes,cellular,1,unknown,yes
4765,entrepreneur,37,no,yes,cellular,1,unknown,yes
1263,blue-collar,-887,yes,no,cellular,2,unknown,yes
6679,management,133,yes,no,unknown,1,unknown,no
7389,blue-collar,827,yes,no,telephone,4,unknown,yes
1274,self-employed,2857,no,no,cellular,1,unknown,yes
2874,technician,480,yes,no,cellular,1,other,no
4540,blue-collar,30,yes,no,unknown,4,unknown,no
5719,management,8103,no,no,cellular,3,unknown,yes
1874,blue-collar,0,yes,no,cellular,2,other,no
2685,technician,1195,yes,no,unknown,9,unknown,no
