,age,balance,contact,campaign,pdays,poutcome,deposit
6847,29,344,unknown,2,-1,unknown,no
6864,31,1173,cellular,3,-1,unknown,yes
4432,27,535,cellular,1,87,success,yes
1505,57,657,telephone,5,-1,unknown,no
6823,32,267,cellular,1,-1,unknown,no
3273,34,6718,cellular,4,97,other,no
115,44,4119,telephone,1,-1,unknown,yes
4855,61,1428,unknown,2,-1,unknown,no
4883,31,109,unknown,1,-1,unknown,no
3290,64,380,cellular,1,-1,unknown,yes
366,65,2416,cellular,2,-1,unknown,yes
7364,39,211,telephone,2,-1,unknown,no
6688,36,78,telephone,9,-1,unknown,yes
5380,31,2388,cellular,1,-1,unknown,no
5657,51,9228,cellular,4,-1,unknown,yes
3322,35,13460,cellular,3,-1,unknown,yes
354,27,1049,telephone,3,-1,unknown,no
5819,39,120,unknown,1,-1,unknown,no
4039,41,1588,unknown,8,-1,unknown,no
476,56,0,cellular,1,-1,unknown,no
4562,42,0,cellular,2,-1,unknown,no
5758,46,517,cellular,3,-1,unknown,no
6515,54,2102,cellular,1,626,failure,yes
1290,27,504,cellular,5,362,other,no
5195,37,565,cellular,1,93,failure,yes
7333,37,168,cellular,2,-1,unknown,no
6781,44,1058,cellular,3,-1,unknown,yes
4808,32,604,cellular,2,196,other,no
1639,37,620,cellular,3,-1,unknown,no
2936,30,302,cellular,3,-1,unknown,yes
3741,31,284,cellular,1,-1,unknown,yes
4401,31,447,cellular,3,-1,unknown,yes
1206,31,454,cellular,1,-1,unknown,yes
3306,36,0,unknown,1,-1,unknown,yes
7021,28,0,cellular,4,-1,unknown,no
6358,33,6843,cellular,1,100,other,yes
5544,34,676,telephone,1,-1,unknown,yes
1446,33,390,unknown,2,-1,unknown,yes
760,48,363,unknown,6,-1,unknown,no
7024,60,1091,cellular,5,-1,unknown,yes
1603,46,0,unknown,1,-1,unknown,no
3467,55,11,unknown,2,-1,unknown,no
6182,57,842,cellular,3,-1,unknown,yes
2675,59,3444,cellular,2,-1,unknown,yes
1317,47,-288,unknown,7,-1,unknown,no
3366,36,1345,cellular,1,172,failure,no
316,41,5517,cellular,1,-1,unknown,yes
5639,38,0,telephone,1,181,success,yes
3324,36,0,cellular,1,-1,unknown,yes
2900,44,163,cellular,2,-1,unknown,yes
5909,39,142,cellular,4,-1,unknown,no
1525,34,1313,cellular,1,21,failure,no
2697,22,423,cellular,1,179,success,yes
2902,63,641,cellular,2,-1,unknown,yes
6145,30,533,cellular,4,-1,unknown,yes
2856,30,28,unknown,1,-1,unknown,no
5329,39,581,cellular,1,270,other,yes
4663,31,0,cellular,1,-1,unknown,no
260,31,2591,cellular,1,-1,unknown,no
702,43,616,unknown,2,-1,unknown,no
1106,31,147,unknown,1,-1,unknown,no
4546,39,481,cellular,5,189,other,yes
7417,29,698,cellular,1,-1,unknown,no
1330,26,-887,cellular,2,-1,unknown,yes
5748,33,523,unknown,1,-1,unknown,yes
919,57,169,cellular,1,-1,unknown,yes
554,28,759,unknown,1,-1,unknown,yes
664,26,-211,unknown,3,-1,unknown,no
3529,56,360,cellular,2,-1,unknown,no
2085,36,592,cellular,2,99,failure,yes
6636,29,1387,cellular,2,-1,unknown,yes
4273,28,174,cellular,1,184,failure,no
195,37,189,cellular,2,-1,unknown,yes
6297,54,309,cellular,1,-1,unknown,yes
3115,69,426,telephone,2,185,success,yes
2979,33,516,cellular,4,-1,unknown,no
5901,25,505,cellular,2,-1,unknown,yes
6382,37,1730,cellular,1,-1,unknown,yes
1219,37,2283,cellular,2,92,success,yes
820,26,77,cellular,1,340,failure,yes
587,50,313,telephone,1,-1,unknown,yes
5031,29,1377,cellular,2,-1,unknown,yes
2958,49,22520,cellular,9,-1,unknown,yes
3003,44,709,cellular,1,-1,unknown,no
5644,77,1492,telephone,1,208,other,no
4081,38,631,cellular,2,-1,unknown,no
4374,37,4969,cellular,1,-1,unknown,no
2343,31,825,unknown,2,-1,unknown,yes
377,34,6013,cellular,1,-1,unknown,yes
4217,38,0,cellular,1,181,success,yes
5637,30,0,cellular,2,-1,unknown,yes
4006,50,-37,unknown,3,-1,unknown,no
4920,23,0,cellular,1,-1,unknown,yes
5482,31,924,cellular,1,-1,unknown,yes
1613,57,337,cellular,2,-1,unknown,no
1372,32,344,cellular,2,-1,unknown,yes
7259,30,305,cellular,1,85,success,yes
1382,37,1549,unknown,7,-1,unknown,no
3699,66,587,cellular,2,392,success,yes
6668,45,1214,cellular,2,189,failure,no
5229,57,0,unknown,2,-1,unknown,no
540,44,7818,cellular,1,-1,unknown,yes
3723,41,727,cellular,1,-1,unknown,no
4654,35,67,unknown,6,-1,unknown,no
4443,42,704,telephone,10,-1,unknown,no
1691,55,660,unknown,1,-1,unknown,no
4204,71,1712,cellular,1,-1,unknown,yes
1123,36,203,cellular,3,179,success,yes
407,31,3338,cellular,2,-1,unknown,yes
570,33,379,cellular,2,-1,unknown,yes
5175,48,148,cellular,2,-1,unknown,no
7528,31,2363,unknown,1,-1,unknown,no
625,33,296,cellular,2,-1,unknown,no
4474,42,441,cellular,9,-1,unknown,no
2934,32,620,cellular,2,343,failure,no
5089,31,1109,cellular,1,167,failure,yes
2312,26,209,cellular,2,-1,unknown,no
5187,18,108,cellular,1,183,success,yes
1772,60,3387,cellular,2,-1,unknown,no
2181,40,665,cellular,1,-1,unknown,yes
7502,47,4709,cellular,4,-1,unknown,no
1890,35,2080,telephone,3,-1,unknown,no
7678,40,0,cellular,1,-1,unknown,no
6910,32,1547,cellular,1,805,other,yes
10,23,1234,cellular,1,91,success,yes
3532,48,-154,unknown,3,-1,unknown,no
5994,51,-3,cellular,2,-1,unknown,no
4233,30,268,unknown,1,-1,unknown,no
2161,32,0,cellular,1,-1,unknown,yes
6000,41,5372,cellular,3,-1,unknown,yes
1878,40,19343,cellular,4,179,failure,no
478,39,6512,unknown,6,-1,unknown,no
2549,24,174,cellular,1,-1,unknown,yes
6517,38,1223,cellular,5,-1,unknown,yes
4955,36,532,cellular,1,-1,unknown,no
5387,35,-196,cellular,2,-1,unknown,no
5859,51,805,cellular,4,-1,unknown,no
4717,35,3490,cellular,2,-1,unknown,yes
5411,26,133,cellular,3,-1,unknown,no
1349,50,4117,cellular,1,-1,unknown,yes
7312,34,606,cellular,1,-1,unknown,yes
2275,34,575,cellular,1,-1,unknown,yes
5117,39,150,cellular,4,-1,unknown,yes
3552,59,2013,cellular,4,94,success,yes
3421,33,438,unknown,1,-1,unknown,no
2559,39,2715,unknown,3,-1,unknown,no
5321,34,73,cellular,2,-1,unknown,yes
3596,28,-46,cellular,1,92,success,yes
5201,45,5461,cellular,2,-1,unknown,yes
419,24,1295,cellular,1,-1,unknown,yes
6996,32,995,cellular,1,99,other,yes
5711,28,375,cellular,1,350,other,no
4604,50,1575,cellular,1,-1,unknown,no
6842,52,22755,unknown,2,-1,unknown,no
3767,48,7195,cellular,2,-1,unknown,yes
2440,46,3308,cellular,2,-1,unknown,yes
744,38,-762,unknown,2,-1,unknown,no
4612,36,62,cellular,1,182,failure,yes
5874,29,508,unknown,5,-1,unknown,no
3613,55,467,cellular,5,-1,unknown,no
6132,30,3137,cellular,7,-1,unknown,no
4498,25,1602,cellular,1,-1,unknown,no
1692,53,-372,unknown,1,-1,unknown,no
380,50,1138,cellular,8,-1,unknown,no
6647,69,2346,cellular,2,-1,unknown,yes
577,29,3317,telephone,7,-1,unknown,yes
3875,53,2578,cellular,4,107,failure,no
2846,23,299,unknown,1,-1,unknown,no
4679,39,1968,cellular,1,-1,unknown,yes
7073,46,0,cellular,1,-1,unknown,no
6804,42,1533,cellular,1,-1,unknown,no
4916,34,133,cellular,2,187,success,yes
4522,38,19,unknown,2,-1,unknown,yes
6600,25,4522,cellular,4,-1,unknown,no
2420,45,317,cellular,2,-1,unknown,no
5038,30,1675,cellular,1,-1,unknown,no
5126,31,2666,cellular,2,97,success,yes
2438,44,0,cellular,2,-1,unknown,yes
4393,38,3576,cellular,2,183,success,yes
2750,55,274,cellular,5,-1,unknown,no
6455,50,558,cellular,1,683,failure,yes
1730,56,505,cellular,2,199,other,no
6217,38,623,cellular,4,144,other,yes
1265,32,201,unknown,2,-1,unknown,no
5950,51,130,cellular,3,-1,unknown,no
1323,21,2265,cellular,4,99,success,no
5218,47,3676,cellular,2,342,other,yes
2796,50,388,cellular,2,99,failure,yes
4187,42,366,cellular,1,106,failure,yes
110,41,1567,cellular,2,-1,unknown,no
6399,25,3090,cellular,1,-1,unknown,no
6327,57,466,cellular,2,-1,unknown,yes
2908,49,1071,cellular,1,91,success,yes
3148,54,1070,cellular,4,-1,unknown,no
7608,64,1574,telephone,3,-1,unknown,yes
3039,32,294,cellular,1,274,success,yes
1367,22,2138,cellular,1,109,other,yes
2791,56,1693,cellular,4,442,failure,yes
7550,31,1134,cellular,2,-1,unknown,no
6567,49,972,cellular,3,175,failure,no
6665,46,332,unknown,1,-1,unknown,yes
6282,31,728,cellular,1,352,failure,no
7152,34,362,unknown,3,-1,unknown,no
187,45,2403,cellular,1,-1,unknown,no
3556,33,855,cellular,1,-1,unknown,yes
2145,34,29,cellular,2,-1,unknown,no
1118,32,302,unknown,1,384,failure,yes
6441,34,0,cellular,1,183,success,yes
5800,37,0,cellular,2,97,success,yes
7496,50,1838,cellular,8,-1,unknown,no
1024,54,8295,cellular,1,-1,unknown,yes
3999,46,3455,unknown,2,-1,unknown,no
3328,61,52587,cellular,1,-1,unknown,yes
4909,40,221,unknown,2,-1,unknown,no
7540,39,11887,cellular,2,-1,unknown,yes
4431,56,179,cellular,1,-1,unknown,yes
3725,53,629,cellular,1,-1,unknown,no
4209,38,8876,cellular,1,-1,unknown,no
5008,52,353,cellular,4,-1,unknown,no
7374,36,15485,cellular,1,-1,unknown,yes
6177,44,982,unknown,3,-1,unknown,yes
2328,34,402,cellular,1,-1,unknown,no
4218,32,0,cellular,3,276,failure,yes
177,73,796,cellular,1,182,success,yes
7331,52,337,cellular,1,261,failure,no
3547,33,-74,cellular,4,-1,unknown,no
6627,43,11891,cellular,5,242,success,yes
5071,28,168,cellular,1,-1,unknown,no
5535,28,61,cellular,8,-1,unknown,no
3747,43,8,telephone,5,-1,unknown,no
4495,62,3904,telephone,2,-1,unknown,yes
3246,24,2022,cellular,4,-1,unknown,yes
4033,36,810,unknown,1,-1,unknown,no
1148,60,544,cellular,7,357,failure,yes
547,31,941,cellular,4,-1,unknown,no
7086,60,259,cellular,1,386,success,yes
5941,75,6027,cellular,1,179,success,yes
41,38,110,cellular,1,-1,unknown,no
3816,27,125,cellular,1,288,failure,no
2601,34,1313,cellular,4,-1,unknown,no
6414,51,1801,cellular,3,-1,unknown,yes
175,61,175,telephone,2,-1,unknown,yes
4008,32,-94,cellular,1,-1,unknown,no
3101,39,732,cellular,4,-1,unknown,yes
2790,34,1007,cellular,2,-1,unknown,no
5650,57,687,telephone,3,-1,unknown,no
1227,41,30,cellular,1,-1,unknown,no
2407,34,47,cellular,6,-1,unknown,no
2032,52,31,cellular,1,-1,unknown,yes
3808,35,819,telephone,14,-1,unknown,no
5693,34,1778,cellular,1,162,failure,yes
7781,55,602,cellular,3,90,success,yes
2168,32,0,cellular,4,-1,unknown,no
3628,39,463,cellular,1,-1,unknown,no
5479,35,802,cellular,2,-1,unknown,yes
3331,39,1293,cellular,2,-1,unknown,yes
508,30,983,cellular,2,-1,unknown,yes
6616,35,3854,cellular,1,-1,unknown,no
1462,47,0,cellular,1,-1,unknown,no
3007,29,670,unknown,1,-1,unknown,no
3982,52,583,cellular,1,181,success,yes
6977,31,217,cellular,2,-1,unknown,yes
1641,52,3283,unknown,1,-1,unknown,no
2922,45,321,cellular,4,-1,unknown,no
7641,40,-509,unknown,1,-1,unknown,no
3998,35,2228,unknown,2,-1,unknown,no
2311,32,281,unknown,1,-1,unknown,no
1271,36,84,unknown,1,-1,unknown,no
2546,35,0,cellular,7,-1,unknown,yes
2042,76,1411,telephone,3,-1,unknown,yes
7446,60,894,unknown,7,-1,unknown,no
4961,38,178,unknown,1,-1,unknown,no
7243,49,3144,cellular,2,-1,unknown,no
6813,49,0,cellular,1,-1,unknown,yes
4120,36,0,unknown,1,-1,unknown,yes
7732,49,0,cellular,2,166,failure,yes
5430,39,22086,cellular,1,-1,unknown,yes
6432,38,183,cellular,3,339,failure,no
1071,48,558,cellular,6,-1,unknown,no
1804,57,8278,cellular,3,-1,unknown,no
6242,39,284,cellular,2,318,failure,no
4761,34,161,cellular,1,-1,unknown,no
2005,30,398,cellular,1,180,success,yes
4766,29,110,unknown,3,-1,unknown,no
6390,27,4869,cellular,2,343,other,no
5170,28,229,cellular,2,315,other,yes
6042,57,443,telephone,1,-1,unknown,no
5203,25,490,cellular,1,-1,unknown,no
4726,43,0,cellular,2,342,failure,no
2108,27,99,unknown,2,-1,unknown,yes
3076,31,13711,cellular,3,-1,unknown,yes
2231,77,3417,cellular,1,-1,unknown,yes
3813,30,2,cellular,1,-1,unknown,no
6499,43,3288,cellular,3,-1,unknown,yes
5099,41,11008,unknown,1,-1,unknown,yes
7638,39,260,cellular,1,94,success,yes
6993,71,383,cellular,3,-1,unknown,yes
6503,52,851,unknown,2,-1,unknown,no
3519,46,0,cellular,5,-1,unknown,yes
7043,32,376,unknown,2,-1,unknown,no
5168,43,13,cellular,4,-1,unknown,no
1721,31,953,cellular,1,346,success,yes
3433,43,1401,unknown,2,-1,unknown,no
5857,49,388,telephone,2,-1,unknown,no
1758,35,625,cellular,1,-1,unknown,no
4415,52,6,cellular,2,-1,unknown,no
156,49,905,cellular,1,-1,unknown,yes
2291,29,8,cellular,1,-1,unknown,yes
5780,40,0,unknown,4,-1,unknown,yes
4816,35,97,unknown,4,-1,unknown,no
3142,41,141,unknown,3,-1,unknown,no
1057,40,1308,telephone,2,-1,unknown,yes
6346,51,1277,cellular,5,294,failure,no
179,38,318,cellular,1,182,success,yes
7622,31,1776,cellular,1,207,other,yes
5454,29,1856,cellular,1,-1,unknown,no
580,31,465,cellular,3,-1,unknown,no
5851,56,616,cellular,1,83,success,yes
2396,62,800,cellular,1,-1,unknown,yes
3297,27,1075,cellular,2,184,success,yes
5860,42,115,cellular,1,149,failure,no
2434,71,3230,cellular,2,133,failure,yes
3764,35,68,cellular,1,-1,unknown,yes
7265,60,4519,cellular,1,-1,unknown,no
3106,49,-74,cellular,1,-1,unknown,no
5797,28,1348,cellular,2,-1,unknown,yes
3868,49,-167,cellular,1,-1,unknown,no
323,29,497,cellular,3,298,success,yes
1556,49,-9,unknown,1,-1,unknown,no
7304,29,1579,cellular,1,92,success,yes
5366,51,3764,telephone,3,181,success,yes
2399,35,0,cellular,1,-1,unknown,no
4459,38,1722,cellular,1,-1,unknown,yes
111,34,855,cellular,1,-1,unknown,yes
7214,58,0,cellular,1,186,failure,no
5406,52,36,unknown,1,-1,unknown,no
6890,59,7668,cellular,1,-1,unknown,no
5520,33,1304,cellular,2,-1,unknown,yes
4747,30,0,unknown,1,-1,unknown,yes
4127,50,452,cellular,2,-1,unknown,no
4480,28,-522,cellular,2,-1,unknown,yes
427,59,229,unknown,1,-1,unknown,no
5361,28,957,cellular,2,-1,unknown,yes
2615,51,4787,cellular,1,-1,unknown,yes
5788,32,0,cellular,2,-1,unknown,no
2255,39,283,unknown,2,-1,unknown,no
5600,31,144,unknown,1,-1,unknown,yes
823,38,613,cellular,1,-1,unknown,yes
6444,31,137,cellular,14,-1,unknown,no
4526,30,697,cellular,3,102,success,yes
5103,36,981,unknown,1,-1,unknown,yes
7650,44,14,cellular,1,92,success,yes
2425,37,1000,cellular,1,90,success,yes
2082,37,60,unknown,3,-1,unknown,no
1767,37,1435,cellular,16,-1,unknown,yes
7048,42,19,cellular,4,-1,unknown,yes
6796,34,598,cellular,1,324,failure,no
6992,33,1257,cellular,1,-1,unknown,no
3309,56,602,cellular,1,130,success,yes
3362,27,54,cellular,1,370,failure,no
4075,83,4565,cellular,2,-1,unknown,no
7041,57,2225,cellular,4,-1,unknown,no
4754,41,3950,unknown,2,-1,unknown,no
2757,36,9324,cellular,8,-1,unknown,no
494,38,0,unknown,1,-1,unknown,no
573,43,1854,cellular,2,197,success,no
2177,37,0,cellular,6,-1,unknown,no
5176,37,1775,cellular,5,-1,unknown,yes
4541,31,368,cellular,5,361,other,no
2586,36,722,unknown,2,-1,unknown,no
2419,42,1002,unknown,3,-1,unknown,no
5311,37,8,cellular,1,-1,unknown,no
6280,33,34,cellular,30,-1,unknown,no
6465,32,4291,cellular,9,-1,unknown,yes
6396,37,288,cellular,6,-1,unknown,no
120,57,1153,unknown,6,-1,unknown,no
4770,56,158,cellular,1,-1,unknown,yes
1538,33,8023,cellular,1,105,failure,no
5432,57,2120,cellular,4,-1,unknown,yes
2687,68,2812,cellular,2,181,failure,yes
6589,54,2440,cellular,1,-1,unknown,no
7154,39,763,cellular,1,189,failure,yes
2927,34,1257,unknown,7,-1,unknown,no
2671,53,2925,unknown,4,-1,unknown,no
6080,67,1287,cellular,1,-1,unknown,no
5190,37,466,cellular,1,-1,unknown,yes
2950,54,-152,unknown,11,-1,unknown,no
5607,43,481,cellular,1,20,other,yes
3722,46,2032,cellular,2,-1,unknown,no
4160,38,4,cellular,1,-1,unknown,no
5022,42,11008,cellular,6,405,success,yes
6498,50,202,cellular,1,148,failure,no
3259,51,469,cellular,1,181,success,yes
835,43,2557,telephone,3,183,success,yes
4500,46,640,cellular,1,55,success,yes
4571,59,-187,telephone,7,-1,unknown,no
5068,35,840,cellular,4,-1,unknown,no
2324,35,839,unknown,3,-1,unknown,no
802,40,0,unknown,1,-1,unknown,no
2478,37,4798,unknown,2,-1,unknown,no
7735,40,764,unknown,1,-1,unknown,yes
2823,37,1322,cellular,8,185,other,no
3664,35,183,cellular,2,130,failure,no
913,42,1013,cellular,8,-1,unknown,no
1350,39,138,unknown,2,-1,unknown,no
6838,31,1783,cellular,1,-1,unknown,no
4757,60,0,cellular,1,412,other,yes
5807,26,249,cellular,3,262,failure,no
3840,44,1059,unknown,1,-1,unknown,yes
1760,48,159,telephone,1,251,success,yes
2263,53,380,cellular,2,-1,unknown,yes
914,30,8535,cellular,2,-1,unknown,yes
866,30,1390,cellular,4,-1,unknown,no
215,41,0,cellular,4,63,other,yes
1402,40,47,cellular,1,365,failure,no
87,33,19,cellular,1,271,other,no
5376,50,3537,unknown,1,-1,unknown,yes
3869,38,2669,cellular,2,-1,unknown,no
6158,58,381,cellular,4,-1,unknown,no
6380,30,1031,unknown,1,-1,unknown,no
6188,35,1162,cellular,1,-1,unknown,yes
1897,30,14,cellular,2,-1,unknown,no
6277,29,265,cellular,1,184,failure,yes
6646,39,171,cellular,1,353,failure,no
2481,33,588,cellular,5,-1,unknown,no
122,30,1131,cellular,1,144,failure,no
1738,35,128,cellular,1,205,other,no
2299,42,-581,cellular,1,370,failure,no
1137,47,829,cellular,1,188,failure,no
2533,50,3608,cellular,8,182,success,yes
2305,50,3357,cellular,4,-1,unknown,yes
7407,39,1738,cellular,1,358,other,yes
3936,72,5715,cellular,5,184,success,yes
4882,49,377,cellular,1,59,failure,no
2180,56,1854,telephone,1,342,failure,no
3026,30,2666,cellular,2,93,success,yes
5298,31,4331,cellular,1,-1,unknown,no
2,51,3025,cellular,1,352,other,yes
6147,34,1207,unknown,1,-1,unknown,yes
6550,56,870,cellular,1,179,success,yes
1668,30,0,cellular,4,-1,unknown,yes
1782,53,62,unknown,5,-1,unknown,yes
211,37,393,cellular,2,104,success,no
6906,44,2383,cellular,2,-1,unknown,yes
2430,37,157,unknown,8,-1,unknown,no
1532,51,825,cellular,3,-1,unknown,yes
7346,49,399,cellular,1,-1,unknown,no
7472,34,-131,cellular,1,356,failure,no
1069,29,1441,cellular,2,-1,unknown,yes
7463,58,435,telephone,6,-1,unknown,no
4224,55,2944,cellular,6,-1,unknown,yes
4181,77,699,cellular,2,-1,unknown,yes
3081,38,0,cellular,1,92,success,yes
5355,32,3818,cellular,4,-1,unknown,no
2443,37,50,cellular,1,154,other,no
7001,42,942,cellular,1,92,success,yes
4514,43,994,cellular,1,-1,unknown,no
5944,35,687,unknown,2,-1,unknown,no
61,46,874,cellular,3,-1,unknown,yes
5296,51,346,cellular,1,92,success,yes
5665,40,341,cellular,5,-1,unknown,yes
4797,28,730,cellular,1,-1,unknown,yes
3167,41,223,unknown,1,-1,unknown,no
7400,43,2643,cellular,3,100,success,yes
5945,45,2220,cellular,2,-1,unknown,no
2688,28,330,cellular,1,188,other,yes
1987,31,1032,cellular,1,-1,unknown,yes
5078,29,10576,unknown,2,-1,unknown,yes
1031,28,1086,unknown,2,-1,unknown,no
4732,28,11862,cellular,2,238,other,yes
1439,53,2581,cellular,1,189,failure,yes
4232,34,1539,cellular,1,56,other,yes
2818,43,4056,cellular,6,89,failure,no
3381,30,1794,cellular,1,-1,unknown,yes
3243,33,264,cellular,4,-1,unknown,no
1625,48,1230,cellular,1,196,success,yes
3248,28,227,cellular,1,-1,unknown,yes
1385,27,-208,unknown,2,-1,unknown,no
5092,31,1660,cellular,1,-1,unknown,no
5710,57,9367,cellular,1,90,success,yes
2338,57,807,unknown,2,-1,unknown,no
3068,51,814,cellular,8,-1,unknown,no
7531,59,1115,unknown,1,-1,unknown,yes
3073,44,25,cellular,3,-1,unknown,no
56,32,514,cellular,1,-1,unknown,yes
1406,46,3512,cellular,1,197,failure,yes
898,66,2048,cellular,1,-1,unknown,yes
7325,40,446,unknown,1,-1,unknown,yes
1605,26,5169,cellular,1,35,failure,yes
6558,36,1797,cellular,1,181,failure,no
2523,35,154,cellular,4,181,failure,yes
5439,37,6014,cellular,6,-1,unknown,no
1175,39,1587,cellular,3,-1,unknown,yes
2628,36,3463,telephone,4,-1,unknown,no
3617,46,-522,cellular,2,-1,unknown,no
2023,31,6,cellular,4,-1,unknown,yes
2088,48,-30,cellular,1,-1,unknown,no
3603,52,204,cellular,2,-1,unknown,no
2975,59,0,cellular,1,332,other,no
3139,35,51,unknown,2,-1,unknown,no
2939,43,1696,cellular,1,474,failure,yes
2480,39,26,cellular,3,-1,unknown,no
3400,36,2880,unknown,1,-1,unknown,no
5613,26,396,unknown,1,-1,unknown,no
6274,54,380,cellular,2,-1,unknown,yes
6341,31,0,cellular,2,295,failure,yes
2644,54,3538,cellular,1,-1,unknown,yes
4057,36,1291,cellular,1,86,success,yes
6766,69,482,cellular,2,-1,unknown,yes
6152,36,561,unknown,2,-1,unknown,no
2098,57,318,cellular,4,-1,unknown,no
5996,39,378,unknown,2,-1,unknown,no
2504,27,275,cellular,2,-1,unknown,no
6829,31,92,unknown,1,-1,unknown,yes
6183,34,405,unknown,1,-1,unknown,no
4230,19,302,cellular,1,-1,unknown,yes
64,57,1269,cellular,1,-1,unknown,yes
5200,58,256,cellular,1,188,success,yes
2551,52,1405,cellular,2,-1,unknown,yes
1596,35,520,cellular,1,-1,unknown,yes
1050,42,314,unknown,2,-1,unknown,no
6969,64,48,cellular,3,92,success,yes
5021,33,37,cellular,1,-1,unknown,yes
959,69,324,cellular,1,189,success,no
648,44,121,cellular,1,-1,unknown,yes
6728,32,10,unknown,2,-1,unknown,no
5009,53,3107,unknown,1,-1,unknown,no
5555,32,184,unknown,4,-1,unknown,no
370,35,5724,unknown,10,-1,unknown,yes
6596,24,1925,cellular,1,-1,unknown,yes
6895,35,0,cellular,1,-1,unknown,no
75,50,1716,cellular,1,-1,unknown,no
3446,35,0,cellular,2,-1,unknown,no
6163,31,15,unknown,1,-1,unknown,no
6754,34,27,unknown,3,-1,unknown,no
47,32,3993,cellular,2,-1,unknown,yes
5653,31,322,unknown,1,-1,unknown,no
3511,55,3485,cellular,4,-1,unknown,yes
1183,56,0,cellular,1,-1,unknown,yes
2962,30,-328,unknown,5,-1,unknown,no
4787,57,3287,cellular,2,337,success,yes
1992,56,-1206,cellular,2,-1,unknown,yes
1866,25,122,cellular,2,-1,unknown,yes
6213,41,985,cellular,2,391,success,yes
1476,31,17924,cellular,1,174,failure,yes
6338,41,1236,cellular,3,-1,unknown,yes
410,33,2240,cellular,1,-1,unknown,yes
3692,28,196,cellular,3,-1,unknown,yes
5556,51,119,unknown,2,-1,unknown,no
3558,77,639,telephone,7,-1,unknown,no
2783,33,187,cellular,3,326,failure,no
6835,30,48,cellular,1,191,success,yes
1674,44,3706,unknown,3,-1,unknown,no
281,37,912,cellular,3,328,other,yes
2000,25,325,cellular,3,-1,unknown,yes
638,32,35,cellular,3,126,success,yes
6308,33,0,cellular,4,-1,unknown,no
2681,38,1839,unknown,2,-1,unknown,no
5371,36,638,unknown,2,-1,unknown,yes
7642,35,40,unknown,4,-1,unknown,yes
5968,44,7863,cellular,6,-1,unknown,no
3405,56,616,cellular,1,-1,unknown,yes
6005,45,-311,unknown,1,-1,unknown,yes
728,44,51,unknown,2,-1,unknown,yes
3479,61,985,cellular,6,-1,unknown,yes
653,31,167,cellular,1,-1,unknown,no
970,40,274,cellular,4,-1,unknown,no
1101,32,4344,cellular,2,118,failure,no
4286,37,1967,telephone,1,-1,unknown,yes
7209,33,336,cellular,3,-1,unknown,yes
7521,42,790,unknown,2,-1,unknown,no
1354,24,931,unknown,4,-1,unknown,no
6682,34,3527,cellular,1,-1,unknown,yes
3594,35,300,unknown,2,-1,unknown,yes
1623,47,125,cellular,2,-1,unknown,no
6904,86,0,telephone,1,-1,unknown,yes
6318,60,1310,unknown,2,-1,unknown,no
4838,27,0,cellular,1,-1,unknown,yes
6092,32,-46,cellular,4,-1,unknown,yes
2801,44,36,unknown,1,-1,unknown,no
5730,33,406,cellular,1,275,failure,no
1020,58,3027,cellular,1,-1,unknown,yes
7149,50,2405,cellular,1,287,failure,no
1620,42,3,unknown,1,-1,unknown,no
1594,34,79,telephone,4,-1,unknown,yes
5209,28,431,cellular,2,363,failure,no
5853,44,-101,cellular,1,366,failure,yes
4992,33,191,cellular,4,209,failure,no
6335,59,0,unknown,1,-1,unknown,yes
4940,35,1054,cellular,1,-1,unknown,no
3474,30,411,cellular,1,-1,unknown,no
3504,41,353,cellular,2,-1,unknown,no
5514,54,4582,unknown,1,-1,unknown,no
3639,43,591,cellular,2,-1,unknown,no
1640,32,2881,cellular,1,-1,unknown,yes
4099,32,696,unknown,1,-1,unknown,yes
742,37,66,cellular,2,-1,unknown,yes
4551,60,362,cellular,6,-1,unknown,yes
5895,38,76,cellular,1,-1,unknown,yes
7235,36,0,cellular,4,-1,unknown,no
813,42,72,cellular,2,348,failure,no
4900,40,794,unknown,1,-1,unknown,no
6496,37,192,unknown,2,-1,unknown,no
6195,30,313,cellular,2,-1,unknown,yes
6652,24,834,cellular,1,-1,unknown,yes
1116,55,1872,cellular,2,93,failure,yes
1502,48,418,unknown,3,-1,unknown,no
4198,46,640,cellular,1,182,success,yes
2502,33,218,telephone,4,-1,unknown,no
581,35,415,cellular,1,92,success,yes
6706,59,81,cellular,1,-1,unknown,no
6222,32,3271,cellular,1,374,other,yes
3853,32,1307,unknown,2,-1,unknown,no
4593,34,113,cellular,2,-1,unknown,no
2885,30,526,unknown,3,-1,unknown,yes
2062,31,2807,unknown,1,-1,unknown,yes
5861,46,11385,cellular,3,-1,unknown,yes
807,28,1277,cellular,1,-1,unknown,yes
5128,84,0,telephone,2,-1,unknown,yes
2460,37,1594,cellular,1,260,failure,no
4372,51,196,cellular,1,-1,unknown,yes
6326,29,1,unknown,1,-1,unknown,no
1712,37,127,cellular,1,193,success,yes
1798,57,10583,cellular,3,98,success,yes
3524,29,293,unknown,2,-1,unknown,no
1228,26,3247,telephone,3,-1,unknown,no
4723,44,2185,unknown,1,-1,unknown,no
905,21,123,telephone,1,-1,unknown,yes
726,29,1808,cellular,2,433,success,yes
2723,32,1097,unknown,2,-1,unknown,no
1647,36,2944,cellular,8,-1,unknown,yes
4264,55,0,cellular,1,-1,unknown,yes
