,age,job,balance,contact,month,campaign,pdays,poutcome,education,day,duration,previous,deposit
3080,24,services,2022,cellular,apr,4,-1,unknown,unknown,23,159,0,1
4910,49,blue-collar,1946,cellular,jul,1,-1,unknown,secondary,16,486,0,1
5725,45,entrepreneur,5315,cellular,may,2,-1,unknown,primary,15,262,0,0
246,59,admin.,1525,telephone,jul,2,-1,unknown,secondary,29,90,0,0
1033,48,blue-collar,237,unknown,jun,18,-1,unknown,primary,19,18,0,0
5356,51,housemaid,9228,cellular,jul,4,-1,unknown,secondary,18,655,0,1
2164,55,services,0,cellular,sep,6,193,success,secondary,27,262,4,1
6930,29,management,2955,cellular,apr,2,-1,unknown,tertiary,29,226,0,1
2940,41,admin.,80,cellular,nov,1,-1,unknown,secondary,19,202,0,0
786,34,admin.,899,unknown,nov,1,170,failure,tertiary,12,114,3,1
1020,51,housemaid,289,unknown,may,5,-1,unknown,primary,14,97,0,0
6108,32,entrepreneur,73,cellular,nov,1,135,failure,unknown,21,158,1,0
655,55,management,-375,cellular,jul,2,-1,unknown,tertiary,30,814,0,1
3394,42,technician,314,unknown,oct,1,-1,unknown,secondary,30,234,0,1
782,27,technician,204,cellular,jul,2,-1,unknown,secondary,28,471,0,1
4414,31,management,0,cellular,sep,1,-1,unknown,tertiary,8,76,0,0
7056,29,technician,2485,telephone,jul,6,-1,unknown,tertiary,24,48,0,0
3309,55,technician,264,cellular,jul,5,-1,unknown,secondary,31,1150,0,1
1880,37,admin.,4708,cellular,jun,1,181,success,tertiary,2,238,2,1
2597,30,admin.,4,unknown,jun,2,-1,unknown,secondary,20,7,0,0
3319,31,unknown,3,cellular,jul,2,-1,unknown,secondary,20,91,0,0
3423,44,management,294,cellular,apr,3,-1,unknown,primary,16,165,0,1
4563,70,retired,482,telephone,jan,1,196,success,primary,14,372,2,1
3352,47,services,1784,cellular,oct,2,-1,unknown,unknown,19,385,0,1
7072,57,admin.,0,unknown,may,2,-1,unknown,unknown,15,215,0,0
5743,36,blue-collar,1830,cellular,oct,1,91,failure,tertiary,14,183,11,0
3630,30,management,2,cellular,aug,21,-1,unknown,tertiary,27,19,0,0
1525,46,blue-collar,138,cellular,nov,1,-1,unknown,secondary,19,277,0,0
2980,30,blue-collar,1165,cellular,may,2,-1,unknown,secondary,18,365,0,0
7006,35,blue-collar,262,cellular,sep,1,75,failure,secondary,15,331,6,1
3640,29,management,941,unknown,jun,11,-1,unknown,tertiary,4,570,0,0
4441,30,blue-collar,61,cellular,may,1,-1,unknown,secondary,5,525,0,1
146,38,management,104,cellular,may,3,-1,unknown,tertiary,6,606,0,1
1413,37,admin.,9,cellular,may,1,-1,unknown,secondary,14,165,0,0
102,56,entrepreneur,-124,unknown,may,5,-1,unknown,tertiary,15,374,0,0
2713,47,technician,2836,cellular,aug,2,-1,unknown,secondary,14,10,0,0
5719,40,blue-collar,750,cellular,apr,1,281,failure,secondary,16,340,1,0
2469,49,management,3371,cellular,nov,2,-1,unknown,primary,11,269,0,1
6257,25,student,722,telephone,apr,2,-1,unknown,unknown,21,623,0,1
5534,44,blue-collar,-101,cellular,may,1,366,failure,primary,15,679,4,1
2541,59,retired,3444,cellular,feb,2,-1,unknown,tertiary,6,241,0,1
2481,50,management,-151,cellular,nov,2,-1,unknown,tertiary,18,63,0,0
3163,59,management,68,unknown,may,2,-1,unknown,tertiary,28,176,0,0
4585,27,blue-collar,3792,cellular,oct,1,183,success,secondary,22,504,2,1
7289,34,management,101,cellular,aug,2,-1,unknown,tertiary,8,472,0,0
1127,47,management,4189,cellular,nov,3,-1,unknown,unknown,19,489,0,1
757,50,technician,778,cellular,jul,1,-1,unknown,secondary,23,16,0,0
111,51,entrepreneur,726,cellular,apr,2,-1,unknown,primary,15,87,0,0
5753,31,student,3511,cellular,oct,1,96,success,secondary,6,311,1,1
76,34,blue-collar,157,cellular,jul,2,-1,unknown,secondary,11,254,0,0
1336,40,management,964,telephone,may,3,-1,unknown,tertiary,13,95,0,0
6490,51,technician,1533,unknown,jun,2,-1,unknown,tertiary,18,242,0,0
1768,31,management,2603,cellular,feb,4,-1,unknown,tertiary,11,280,0,1
6847,29,management,572,telephone,nov,1,-1,unknown,tertiary,8,319,0,1
4307,60,self-employed,362,cellular,jul,6,-1,unknown,primary,29,816,0,1
2532,26,blue-collar,-29,cellular,jul,4,-1,unknown,secondary,10,998,0,1
276,35,blue-collar,1792,cellular,jul,6,-1,unknown,primary,31,630,0,1
7273,38,admin.,0,telephone,jul,8,-1,unknown,secondary,16,284,0,0
2249,53,unknown,0,cellular,aug,5,-1,unknown,unknown,25,209,0,0
6692,30,management,1221,telephone,jul,4,-1,unknown,tertiary,25,279,0,1
685,30,admin.,350,cellular,jul,5,-1,unknown,secondary,9,171,0,0
3056,45,technician,351,telephone,aug,2,-1,unknown,secondary,29,18,0,0
4444,30,blue-collar,2607,unknown,may,10,-1,unknown,primary,28,158,0,0
2813,49,management,22520,cellular,nov,9,-1,unknown,tertiary,21,579,0,1
6218,34,management,1006,cellular,nov,3,195,other,tertiary,19,783,2,1
3233,50,management,297,unknown,may,1,-1,unknown,tertiary,5,119,0,0
6081,31,management,373,cellular,feb,6,-1,unknown,tertiary,10,132,0,1
7285,54,blue-collar,-473,cellular,may,1,351,failure,unknown,14,239,2,0
61,44,blue-collar,2,telephone,jul,2,-1,unknown,primary,7,46,0,0
7026,39,management,1738,cellular,may,1,358,other,tertiary,14,633,1,1
6422,35,admin.,437,unknown,jun,1,-1,unknown,secondary,4,908,0,1
3247,33,admin.,607,cellular,feb,2,-1,unknown,secondary,27,110,0,1
756,35,management,3544,cellular,jun,1,-1,unknown,tertiary,8,380,0,1
2634,24,admin.,-61,cellular,mar,4,-1,unknown,tertiary,11,95,0,1
6003,59,retired,0,unknown,jun,1,-1,unknown,secondary,5,812,0,1
2144,78,retired,229,telephone,oct,1,-1,unknown,primary,22,97,0,1
5039,30,services,495,cellular,nov,1,-1,unknown,secondary,21,641,0,1
5751,35,admin.,1345,cellular,jul,1,-1,unknown,secondary,23,135,0,0
2592,45,management,237,cellular,nov,1,-1,unknown,secondary,21,526,0,0
66,79,retired,2661,cellular,nov,5,-1,unknown,secondary,10,254,0,1
5224,48,blue-collar,492,cellular,aug,2,-1,unknown,primary,21,139,0,0
2822,40,blue-collar,1066,unknown,may,1,-1,unknown,secondary,21,171,0,0
1968,38,technician,581,unknown,may,1,-1,unknown,secondary,6,79,0,0
776,39,management,1234,telephone,jul,4,-1,unknown,tertiary,29,64,0,0
5174,26,admin.,2509,cellular,may,3,97,success,secondary,27,776,3,1
2840,63,technician,896,cellular,aug,2,-1,unknown,secondary,14,276,0,1
4305,47,technician,335,cellular,may,1,76,success,secondary,4,417,1,1
4850,80,retired,1610,cellular,aug,1,-1,unknown,secondary,12,71,0,0
57,44,management,0,unknown,may,1,-1,unknown,tertiary,28,260,0,0
5762,47,admin.,3696,cellular,jul,2,181,success,secondary,12,250,4,1
2832,36,management,495,cellular,sep,1,37,success,tertiary,11,91,5,1
6793,31,technician,2088,cellular,feb,14,-1,unknown,secondary,9,15,0,0
1546,58,management,2155,cellular,feb,2,92,success,secondary,10,135,5,1
331,49,services,1314,cellular,aug,14,-1,unknown,secondary,14,834,0,1
2697,32,management,128,cellular,jul,3,-1,unknown,tertiary,28,320,0,0
7360,57,retired,-157,cellular,aug,9,-1,unknown,unknown,28,31,0,0
967,38,blue-collar,2008,cellular,nov,1,-1,unknown,secondary,18,354,0,0
7346,40,admin.,764,unknown,nov,1,-1,unknown,tertiary,17,85,0,1
4068,29,management,572,cellular,jun,1,-1,unknown,tertiary,4,224,0,1
5419,38,blue-collar,0,unknown,jun,1,-1,unknown,secondary,9,254,0,0
2398,50,blue-collar,1064,cellular,aug,2,-1,unknown,primary,8,31,0,0
2525,61,management,544,cellular,dec,3,200,success,secondary,29,63,9,1
6990,34,management,273,cellular,may,1,175,failure,tertiary,14,492,2,1
5882,36,blue-collar,17,cellular,jul,1,-1,unknown,primary,16,329,0,0
2036,28,self-employed,159,cellular,nov,2,33,success,tertiary,16,449,4,1
3112,37,technician,980,cellular,aug,5,-1,unknown,secondary,8,1306,0,1
3432,39,management,3261,unknown,jun,17,-1,unknown,tertiary,9,150,0,0
3944,30,technician,728,cellular,feb,1,261,other,secondary,5,393,1,0
6828,40,blue-collar,737,unknown,may,1,-1,unknown,primary,12,102,0,0
4357,50,admin.,1575,cellular,nov,1,-1,unknown,secondary,17,407,0,0
2375,31,management,1761,telephone,jul,3,440,failure,tertiary,29,332,3,1
5625,35,management,687,unknown,may,2,-1,unknown,tertiary,30,166,0,0
6938,28,blue-collar,-30,cellular,jul,5,-1,unknown,primary,31,108,0,0
7165,31,self-employed,1134,cellular,feb,2,-1,unknown,tertiary,6,174,0,0
591,24,student,382,cellular,nov,2,92,failure,secondary,13,256,3,1
3685,52,technician,-38,unknown,jun,1,-1,unknown,secondary,6,613,0,0
3624,33,services,255,cellular,nov,2,184,failure,secondary,21,588,2,0
196,36,technician,341,cellular,feb,2,183,success,tertiary,12,419,1,1
6185,49,management,1601,cellular,jul,5,-1,unknown,secondary,29,47,0,0
2723,56,blue-collar,2442,cellular,aug,7,-1,unknown,primary,18,111,0,0
5748,30,blue-collar,201,cellular,aug,1,157,failure,primary,31,219,12,1
2717,60,retired,381,cellular,apr,2,344,failure,tertiary,17,208,4,0
872,43,housemaid,-177,unknown,may,2,-1,unknown,secondary,21,172,0,0
3997,50,management,3463,cellular,oct,1,-1,unknown,tertiary,28,96,0,1
2339,34,technician,2838,cellular,may,3,-1,unknown,tertiary,13,620,0,1
1110,29,services,6,unknown,may,2,-1,unknown,tertiary,28,143,0,0
3028,53,admin.,291,unknown,jul,1,-1,unknown,secondary,23,145,0,0
6199,35,technician,7050,cellular,feb,3,187,success,tertiary,10,278,1,1
1198,36,admin.,148,cellular,may,4,374,failure,secondary,15,1357,2,1
1041,38,management,4293,cellular,may,2,250,failure,tertiary,6,92,2,0
4710,25,management,1272,cellular,jul,2,-1,unknown,secondary,24,342,0,0
3158,27,management,1,cellular,jul,4,-1,unknown,tertiary,30,764,0,1
1504,71,retired,275,cellular,jun,1,425,success,primary,14,293,1,1
701,38,services,895,cellular,may,1,-1,unknown,secondary,12,1531,0,1
1181,24,self-employed,91,cellular,may,2,-1,unknown,tertiary,15,134,0,0
6363,22,student,1232,cellular,jul,1,430,other,unknown,30,283,2,1
4381,30,management,424,cellular,apr,4,-1,unknown,tertiary,16,298,0,1
7230,42,blue-collar,108,telephone,jul,21,-1,unknown,secondary,31,51,0,0
3154,43,unemployed,698,unknown,may,1,-1,unknown,primary,14,322,0,0
2176,35,unemployed,127,telephone,nov,1,-1,unknown,secondary,14,162,0,1
4343,36,blue-collar,2176,unknown,may,2,-1,unknown,primary,28,52,0,0
1315,35,technician,2823,cellular,feb,1,-1,unknown,secondary,2,229,0,0
3756,49,blue-collar,134,unknown,may,2,-1,unknown,secondary,27,265,0,0
5825,42,housemaid,1406,cellular,jul,1,-1,unknown,secondary,22,178,0,0
4035,43,admin.,378,cellular,jul,8,-1,unknown,secondary,30,782,0,1
4615,59,services,-22,unknown,may,3,-1,unknown,secondary,26,748,0,1
3959,36,management,102,cellular,apr,1,-1,unknown,tertiary,14,114,0,0
5986,27,admin.,16,cellular,feb,3,-1,unknown,secondary,3,54,0,0
5880,48,unemployed,817,cellular,jul,3,183,success,secondary,16,806,5,1
6334,32,management,311,unknown,may,2,-1,unknown,tertiary,12,757,0,1
1003,29,blue-collar,16,unknown,may,3,-1,unknown,secondary,12,197,0,0
5512,79,retired,79,cellular,oct,2,-1,unknown,primary,9,1106,0,1
7209,42,management,254,cellular,dec,7,183,success,tertiary,9,288,4,1
4242,33,entrepreneur,606,cellular,feb,1,-1,unknown,tertiary,2,194,0,0
3390,40,technician,4736,cellular,feb,2,-1,unknown,tertiary,11,285,0,1
5371,28,technician,981,cellular,jul,1,-1,unknown,secondary,24,225,0,0
5539,33,management,373,cellular,jul,1,180,failure,tertiary,27,267,4,1
4766,48,admin.,156,cellular,aug,1,-1,unknown,secondary,4,291,0,1
6525,34,management,520,cellular,aug,4,-1,unknown,tertiary,12,1307,0,1
4408,36,admin.,29,cellular,aug,1,-1,unknown,tertiary,12,576,0,1
353,71,retired,4388,cellular,jul,2,-1,unknown,tertiary,8,896,0,1
836,31,management,-547,cellular,jul,10,-1,unknown,tertiary,31,101,0,0
2014,42,services,83,cellular,may,5,358,failure,secondary,13,300,6,0
7129,19,student,329,cellular,oct,2,-1,unknown,secondary,22,252,0,1
6567,55,housemaid,1537,unknown,jun,1,-1,unknown,primary,19,359,0,0
4452,46,services,375,telephone,jul,6,-1,unknown,secondary,31,172,0,0
4294,45,admin.,205,cellular,feb,1,92,success,secondary,3,373,1,1
4040,34,blue-collar,1089,cellular,may,3,-1,unknown,secondary,13,394,0,1
446,40,entrepreneur,-164,cellular,may,1,-1,unknown,tertiary,7,87,0,0
3846,36,unemployed,1291,cellular,apr,1,86,success,tertiary,30,195,1,1
4282,30,management,697,cellular,aug,3,102,success,tertiary,10,179,2,1
510,30,blue-collar,253,cellular,may,1,-1,unknown,primary,5,259,0,1
5221,32,blue-collar,889,cellular,sep,1,99,success,secondary,10,185,5,1
4629,39,blue-collar,0,unknown,may,1,-1,unknown,secondary,6,262,0,0
1471,34,technician,1039,cellular,aug,3,-1,unknown,tertiary,11,342,0,0
6899,26,management,2613,cellular,jun,1,-1,unknown,secondary,1,326,0,1
7253,31,admin.,19,cellular,nov,1,-1,unknown,secondary,18,1978,0,1
3653,38,technician,20,cellular,feb,1,-1,unknown,secondary,2,147,0,0
2077,71,retired,2850,cellular,feb,1,-1,unknown,secondary,17,185,0,1
3049,58,admin.,879,unknown,may,7,-1,unknown,primary,16,242,0,0
5037,36,blue-collar,973,unknown,may,1,-1,unknown,primary,23,293,0,0
2128,48,blue-collar,1596,unknown,may,1,-1,unknown,secondary,14,760,0,1
4620,31,technician,109,unknown,may,1,-1,unknown,secondary,21,419,0,0
6749,43,blue-collar,56,cellular,may,2,-1,unknown,primary,12,365,0,0
1360,62,retired,1084,cellular,apr,1,-1,unknown,primary,14,505,0,1
3195,74,retired,3771,telephone,apr,1,-1,unknown,secondary,16,159,0,0
5901,55,unemployed,1436,cellular,feb,2,-1,unknown,secondary,4,969,0,0
3345,48,self-employed,0,unknown,jun,1,-1,unknown,unknown,18,453,0,0
2146,24,admin.,1052,cellular,apr,1,-1,unknown,secondary,30,354,0,1
3133,64,retired,466,cellular,oct,1,-1,unknown,secondary,18,526,0,1
6554,42,management,1519,cellular,oct,1,92,success,unknown,19,230,1,1
2879,38,housemaid,0,cellular,jul,1,-1,unknown,secondary,23,157,0,0
5395,46,admin.,70,cellular,mar,2,-1,unknown,secondary,27,229,0,1
4077,45,admin.,524,cellular,jul,1,-1,unknown,secondary,23,808,0,1
7183,45,unemployed,0,cellular,feb,2,-1,unknown,primary,2,570,0,0
1439,23,admin.,1104,unknown,may,2,-1,unknown,secondary,12,120,0,0
4983,23,student,1298,cellular,jul,1,-1,unknown,secondary,14,603,0,1
6036,43,services,519,cellular,may,6,-1,unknown,tertiary,18,715,0,0
335,49,services,1830,cellular,aug,1,179,success,primary,13,261,1,1
4843,58,admin.,247,unknown,jun,6,-1,unknown,secondary,20,66,0,0
5412,45,blue-collar,-320,unknown,may,3,-1,unknown,unknown,28,204,0,0
4922,25,management,490,cellular,sep,1,-1,unknown,tertiary,7,394,0,0
5642,28,admin.,4745,telephone,may,1,181,success,secondary,12,360,5,1
6049,30,management,19358,cellular,nov,2,-1,unknown,tertiary,19,258,0,0
5212,30,services,1788,cellular,aug,1,181,failure,tertiary,4,288,2,1
7388,53,entrepreneur,1129,cellular,jul,8,-1,unknown,tertiary,28,241,0,0
4548,32,blue-collar,604,cellular,jan,2,196,other,secondary,30,410,2,0
948,33,technician,8,cellular,aug,2,-1,unknown,secondary,29,462,0,0
4259,36,management,219,cellular,feb,6,196,failure,tertiary,3,22,6,0
2647,26,management,243,cellular,may,1,-1,unknown,tertiary,26,482,0,1
3686,64,entrepreneur,2331,telephone,nov,1,-1,unknown,tertiary,9,201,0,1
5661,41,blue-collar,138,cellular,jul,3,-1,unknown,primary,18,640,0,1
2819,48,blue-collar,-314,cellular,may,5,-1,unknown,secondary,18,7,0,0
1962,31,management,2016,cellular,apr,1,-1,unknown,tertiary,30,209,0,1
4981,37,services,319,unknown,jun,3,-1,unknown,secondary,6,467,0,1
6276,35,services,377,cellular,jul,13,-1,unknown,secondary,31,30,0,0
2392,36,services,52,cellular,sep,1,95,success,secondary,7,351,6,1
3938,30,management,502,cellular,oct,3,95,success,tertiary,11,463,6,1
5104,25,technician,4859,cellular,jan,1,-1,unknown,secondary,12,227,0,1
193,38,admin.,46,cellular,aug,2,-1,unknown,secondary,7,48,0,0
4540,32,technician,4790,cellular,jul,2,-1,unknown,secondary,22,314,0,0
6530,36,management,332,cellular,may,7,-1,unknown,tertiary,22,566,0,0
1731,67,retired,203,cellular,oct,1,266,success,secondary,11,405,2,1
6529,38,services,-314,unknown,may,2,-1,unknown,secondary,28,66,0,0
7335,37,management,5106,cellular,apr,1,-1,unknown,tertiary,30,244,0,1
2833,33,management,516,cellular,nov,4,-1,unknown,tertiary,19,245,0,0
2158,38,services,4017,cellular,aug,1,96,success,secondary,4,470,3,1
3229,27,services,246,cellular,jun,2,-1,unknown,secondary,17,453,0,1
5617,48,management,263,unknown,may,2,-1,unknown,tertiary,5,350,0,0
156,30,blue-collar,6281,cellular,apr,2,-1,unknown,unknown,21,149,0,1
4647,40,management,9366,cellular,nov,3,-1,unknown,tertiary,11,69,0,1
2704,46,admin.,1252,cellular,nov,1,-1,unknown,secondary,17,59,0,0
4617,75,retired,358,cellular,feb,11,-1,unknown,primary,17,364,0,1
4361,47,management,761,cellular,jul,2,-1,unknown,tertiary,11,80,0,0
261,53,management,720,unknown,nov,1,-1,unknown,tertiary,17,99,0,0
308,45,management,623,cellular,sep,3,-1,unknown,tertiary,9,405,0,0
968,58,blue-collar,3027,cellular,apr,1,-1,unknown,secondary,24,160,0,1
3147,30,technician,590,unknown,may,3,-1,unknown,secondary,23,242,0,0
5175,29,blue-collar,922,cellular,may,1,-1,unknown,secondary,18,72,0,0
6503,31,technician,1173,cellular,jul,3,-1,unknown,secondary,14,444,0,1
5217,42,self-employed,0,cellular,aug,4,-1,unknown,secondary,14,277,0,0
2276,25,blue-collar,509,cellular,mar,1,-1,unknown,secondary,5,418,0,1
2314,32,blue-collar,-1,unknown,may,1,-1,unknown,secondary,9,653,0,1
6086,28,admin.,330,cellular,jun,2,182,success,secondary,2,226,4,1
3477,59,admin.,92,cellular,may,2,350,failure,secondary,12,139,1,0
6220,60,retired,1,cellular,feb,1,184,success,secondary,19,302,1,1
1356,28,technician,558,cellular,may,1,-1,unknown,tertiary,15,300,0,0
612,57,management,854,cellular,aug,4,92,failure,unknown,27,700,1,1
7000,38,entrepreneur,2543,cellular,nov,3,93,success,secondary,11,357,5,1
5133,49,admin.,228,cellular,sep,2,93,success,tertiary,3,252,2,1
5537,36,self-employed,3560,unknown,jun,2,-1,unknown,tertiary,2,409,0,0
4057,37,admin.,1967,telephone,oct,1,-1,unknown,secondary,27,376,0,1
3156,35,management,538,unknown,may,4,-1,unknown,tertiary,12,66,0,0
2046,39,management,2981,cellular,mar,1,-1,unknown,secondary,26,200,0,1
1986,49,management,5689,cellular,aug,1,97,failure,tertiary,31,470,3,1
2646,34,services,295,cellular,jul,1,-1,unknown,secondary,4,64,0,0
1075,52,technician,371,cellular,apr,2,182,success,secondary,21,224,1,1
4975,31,blue-collar,1125,unknown,may,1,-1,unknown,secondary,15,548,0,0
6043,45,blue-collar,1723,cellular,jun,2,-1,unknown,secondary,1,166,0,1
2540,57,retired,9367,cellular,may,4,92,success,primary,14,700,7,1
3583,29,management,428,cellular,may,2,-1,unknown,tertiary,22,293,0,1
3337,18,student,608,cellular,aug,1,-1,unknown,primary,12,267,0,1
5803,43,unemployed,0,cellular,jul,1,281,failure,tertiary,16,745,1,1
431,36,admin.,542,unknown,jun,6,-1,unknown,secondary,18,604,0,0
2590,46,management,4693,cellular,aug,1,394,failure,tertiary,7,79,2,1
3488,38,admin.,0,cellular,apr,2,-1,unknown,secondary,17,547,0,1
4773,66,retired,206,cellular,feb,1,-1,unknown,primary,9,479,0,1
3155,36,management,0,cellular,aug,1,-1,unknown,tertiary,4,1165,0,1
4300,36,management,-508,cellular,apr,2,-1,unknown,tertiary,17,832,0,0
7248,30,management,156,unknown,jun,9,-1,unknown,tertiary,9,174,0,0
1594,58,blue-collar,544,unknown,jun,1,-1,unknown,secondary,17,97,0,0
6187,35,admin.,898,cellular,apr,1,-1,unknown,secondary,9,214,0,1
2382,43,technician,-1701,unknown,may,1,-1,unknown,secondary,26,285,0,0
3431,59,technician,10925,cellular,apr,1,-1,unknown,secondary,21,100,0,1
1040,36,blue-collar,0,cellular,may,2,-1,unknown,primary,14,543,0,0
3387,31,management,927,cellular,aug,4,-1,unknown,tertiary,18,100,0,0
223,53,entrepreneur,288,unknown,may,1,-1,unknown,secondary,6,69,0,0
6459,27,technician,158,unknown,jul,2,-1,unknown,secondary,1,650,0,1
6513,59,retired,21,telephone,nov,2,-1,unknown,secondary,19,121,0,0
5561,65,management,587,cellular,apr,2,-1,unknown,secondary,15,223,0,1
6585,31,blue-collar,1779,unknown,jun,2,-1,unknown,secondary,5,85,0,0
4653,23,student,0,cellular,aug,1,-1,unknown,tertiary,10,213,0,1
3179,38,self-employed,173,cellular,aug,4,-1,unknown,secondary,18,205,0,0
1225,36,technician,-393,telephone,aug,4,-1,unknown,secondary,14,119,0,0
1655,34,blue-collar,695,unknown,may,4,-1,unknown,primary,16,1064,0,1
1090,40,management,0,cellular,feb,1,-1,unknown,tertiary,2,279,0,0
6500,40,technician,277,unknown,may,2,-1,unknown,secondary,14,274,0,0
6715,51,blue-collar,2095,cellular,feb,4,-1,unknown,primary,2,438,0,0
5871,48,unemployed,3229,unknown,jun,1,-1,unknown,tertiary,16,1089,0,1
767,28,admin.,1277,cellular,mar,1,-1,unknown,secondary,26,475,0,1
2870,21,student,423,cellular,apr,5,-1,unknown,primary,8,104,0,1
2995,35,management,916,cellular,may,2,-1,unknown,tertiary,14,460,0,1
6059,36,self-employed,353,cellular,aug,2,181,success,tertiary,11,361,2,1
7250,33,management,333,cellular,aug,6,-1,unknown,secondary,28,80,0,0
4383,37,technician,480,cellular,oct,2,182,other,secondary,22,344,8,1
3365,32,blue-collar,415,unknown,jun,4,-1,unknown,primary,2,777,0,1
4138,25,technician,139,cellular,oct,1,-1,unknown,secondary,12,138,0,1
4516,31,blue-collar,43,unknown,may,3,-1,unknown,secondary,19,405,0,0
1603,37,technician,6101,cellular,may,5,87,success,tertiary,4,60,1,0
5920,38,blue-collar,4592,cellular,may,1,-1,unknown,primary,12,360,0,0
765,32,technician,62,unknown,may,1,-1,unknown,primary,13,120,0,0
2383,27,housemaid,275,cellular,may,2,-1,unknown,primary,14,196,0,0
2839,36,technician,818,cellular,aug,4,-1,unknown,secondary,19,96,0,0
1862,39,blue-collar,-294,unknown,jun,2,-1,unknown,primary,5,181,0,0
106,30,management,376,cellular,nov,1,-1,unknown,tertiary,21,710,0,1
6175,56,blue-collar,316,unknown,may,1,-1,unknown,secondary,19,27,0,0
30,28,housemaid,19,cellular,apr,1,-1,unknown,tertiary,17,149,0,1
5786,49,technician,378,unknown,jun,2,-1,unknown,secondary,9,189,0,0
153,30,blue-collar,364,cellular,feb,1,-1,unknown,secondary,4,331,0,0
4290,49,blue-collar,6215,cellular,may,1,-1,unknown,primary,11,549,0,0
7058,41,technician,862,cellular,nov,2,-1,unknown,secondary,18,474,0,0
1262,29,self-employed,3290,cellular,mar,1,291,success,tertiary,23,136,2,1
6670,50,housemaid,5260,cellular,jul,2,-1,unknown,tertiary,24,51,0,0
1848,34,blue-collar,1156,unknown,may,2,-1,unknown,secondary,23,234,0,0
3078,51,services,9,unknown,jun,2,-1,unknown,secondary,18,371,0,1
4225,32,student,64,cellular,jun,4,105,failure,tertiary,30,598,5,1
3638,56,technician,6619,telephone,nov,1,-1,unknown,secondary,4,465,0,1
5729,22,blue-collar,682,cellular,jun,2,91,success,secondary,5,126,1,1
3631,35,admin.,777,cellular,may,1,-1,unknown,tertiary,28,85,0,0
4487,32,blue-collar,1267,cellular,may,2,-1,unknown,unknown,18,66,0,0
1083,35,admin.,76,unknown,jun,1,-1,unknown,secondary,17,107,0,0
5269,25,services,2311,cellular,jul,2,-1,unknown,secondary,21,1105,0,1
7349,42,management,1146,unknown,may,2,-1,unknown,tertiary,15,98,0,0
7291,30,entrepreneur,732,cellular,feb,4,-1,unknown,secondary,3,1404,0,1
2546,51,unemployed,234,cellular,aug,1,-1,unknown,secondary,22,735,0,1
6647,54,services,171,cellular,jul,8,-1,unknown,secondary,14,673,0,0
7083,36,blue-collar,3935,unknown,may,6,-1,unknown,secondary,27,220,0,0
1044,31,services,2038,unknown,may,1,-1,unknown,secondary,20,148,0,0
4227,54,blue-collar,1636,telephone,jul,2,-1,unknown,secondary,20,1008,0,1
5026,49,admin.,3608,unknown,nov,1,-1,unknown,secondary,13,231,0,1
5198,30,technician,194,cellular,aug,3,-1,unknown,secondary,27,60,0,0
4834,46,admin.,272,cellular,jul,4,-1,unknown,secondary,31,149,0,0
2880,39,management,1880,cellular,aug,2,-1,unknown,secondary,12,768,0,1
3230,56,management,616,cellular,feb,1,-1,unknown,tertiary,6,156,0,1
5071,46,admin.,974,cellular,mar,1,-1,unknown,secondary,17,178,0,1
4851,36,services,297,cellular,jul,5,-1,unknown,secondary,15,157,0,0
3415,45,management,1309,cellular,jul,1,-1,unknown,tertiary,2,367,0,1
5201,47,admin.,1210,cellular,oct,1,91,failure,secondary,26,604,4,1
1313,32,self-employed,409,cellular,mar,2,-1,unknown,secondary,9,217,0,1
4363,45,blue-collar,360,unknown,jun,2,-1,unknown,primary,20,98,0,0
6275,52,entrepreneur,7,cellular,jul,5,-1,unknown,secondary,24,150,0,0
5206,36,technician,12,cellular,aug,2,-1,unknown,secondary,12,587,0,1
1792,46,unemployed,44,cellular,aug,1,-1,unknown,tertiary,14,225,0,1
3248,63,retired,2193,telephone,apr,4,-1,unknown,unknown,21,1348,0,1
1138,31,management,1343,unknown,may,1,-1,unknown,tertiary,21,85,0,0
4607,54,technician,0,telephone,feb,3,-1,unknown,secondary,5,744,0,1
5024,33,technician,16992,unknown,may,1,-1,unknown,tertiary,29,58,0,0
762,40,self-employed,0,unknown,jun,1,-1,unknown,secondary,19,61,0,0
2410,51,blue-collar,42,cellular,may,2,342,failure,primary,12,51,3,0
1080,31,technician,636,cellular,may,4,-1,unknown,tertiary,4,352,0,1
4212,35,blue-collar,106,cellular,apr,5,-1,unknown,secondary,14,252,0,0
587,49,blue-collar,259,unknown,may,2,-1,unknown,secondary,16,283,0,0
2902,49,services,320,telephone,feb,4,-1,unknown,secondary,9,1971,0,1
6910,46,blue-collar,-388,cellular,jul,1,-1,unknown,primary,10,207,0,0
2528,52,blue-collar,5828,telephone,may,2,-1,unknown,secondary,13,276,0,0
7385,29,admin.,127,cellular,apr,1,-1,unknown,secondary,20,314,0,0
668,43,entrepreneur,2315,cellular,may,1,-1,unknown,primary,14,42,0,0
104,40,blue-collar,-60,cellular,jul,1,-1,unknown,secondary,21,250,0,0
4289,48,management,4415,cellular,apr,3,141,failure,secondary,8,1032,7,1
2444,25,technician,86,cellular,jul,2,-1,unknown,secondary,8,483,0,0
6783,39,management,763,cellular,feb,1,189,failure,tertiary,22,543,1,1
2415,46,management,149,cellular,nov,2,-1,unknown,secondary,21,1222,0,1
5842,58,management,0,cellular,sep,2,-1,unknown,tertiary,14,358,0,1
