,job,balance,housing,loan,contact,month,campaign,poutcome,deposit
7199,technician,6831,no,no,cellular,may,2,unknown,yes
1502,technician,2567,no,no,cellular,jun,4,unknown,yes
2477,management,-151,yes,no,cellular,nov,2,unknown,no
4890,blue-collar,70,no,no,unknown,may,1,unknown,yes
2633,technician,0,no,no,cellular,jan,2,other,no
6257,student,1925,no,no,cellular,aug,1,unknown,yes
5344,admin.,170,yes,yes,unknown,may,1,unknown,no
6184,admin.,1000,yes,no,cellular,mar,1,unknown,yes
1392,technician,988,no,no,cellular,aug,5,unknown,yes
5387,retired,1241,no,no,cellular,aug,2,unknown,yes
3350,services,1784,no,no,cellular,oct,2,unknown,yes
5810,blue-collar,550,yes,no,unknown,may,1,unknown,no
1123,management,507,no,no,cellular,jul,1,unknown,yes
2062,management,13014,no,no,cellular,aug,1,unknown,yes
4833,self-employed,384,no,yes,cellular,may,1,unknown,yes
7346,management,108,yes,yes,cellular,jun,2,unknown,yes
4173,housemaid,1371,no,no,unknown,jun,8,unknown,no
565,management,398,no,no,telephone,jul,5,unknown,no
1481,retired,433,no,no,telephone,sep,1,failure,no
2139,blue-collar,0,no,yes,cellular,jul,1,unknown,yes
5729,blue-collar,3576,yes,no,cellular,apr,1,other,no
1024,admin.,-218,yes,no,unknown,jun,15,unknown,no
7229,technician,599,yes,no,cellular,aug,2,unknown,no
3798,admin.,396,yes,no,unknown,may,1,unknown,no
3364,self-employed,5214,yes,no,unknown,may,1,unknown,no
2790,admin.,2160,yes,yes,cellular,may,1,unknown,yes
1441,admin.,1693,no,no,cellular,apr,1,other,yes
360,management,0,no,no,cellular,aug,2,unknown,no
3204,services,181,no,no,cellular,aug,1,success,yes
913,blue-collar,661,yes,no,cellular,jul,1,unknown,yes
5995,management,398,no,no,cellular,apr,1,success,yes
5986,blue-collar,4660,no,no,cellular,aug,3,unknown,no
6021,admin.,0,yes,no,cellular,may,2,failure,yes
6000,blue-collar,1310,no,no,unknown,may,2,unknown,no
2333,admin.,81,yes,no,cellular,apr,2,other,no
4670,management,431,no,no,cellular,jul,1,unknown,no
4913,blue-collar,2369,yes,no,cellular,may,1,unknown,no
950,admin.,0,yes,yes,cellular,nov,3,unknown,no
7388,services,4500,yes,no,cellular,may,2,unknown,yes
3283,retired,0,no,no,cellular,oct,3,unknown,yes
6425,technician,2544,no,no,cellular,jan,1,success,yes
5671,admin.,109,no,no,telephone,jun,1,unknown,yes
6171,management,224,no,no,cellular,jul,2,success,yes
6819,blue-collar,674,yes,no,telephone,may,4,unknown,no
2140,services,281,yes,yes,cellular,may,1,unknown,no
6486,technician,3286,yes,no,cellular,apr,1,unknown,yes
6689,technician,19,no,no,cellular,aug,4,unknown,yes
3341,technician,360,no,no,cellular,may,2,unknown,yes
180,management,924,no,no,cellular,jun,2,success,yes
7048,admin.,1581,yes,yes,unknown,may,11,unknown,no
5599,services,130,yes,no,unknown,may,1,unknown,no
1823,technician,0,no,no,cellular,nov,5,other,yes
889,admin.,255,no,no,cellular,apr,1,success,yes
1671,admin.,658,yes,no,unknown,may,1,unknown,no
2984,management,93,yes,yes,cellular,may,2,failure,no
6391,technician,1646,yes,no,cellular,aug,1,success,yes
2444,services,0,no,yes,cellular,jul,7,unknown,yes
501,management,944,no,yes,unknown,jun,1,unknown,no
3736,management,54,yes,yes,unknown,may,3,unknown,no
7035,services,1337,no,no,cellular,dec,2,success,yes
4335,retired,0,yes,yes,unknown,may,1,unknown,yes
5404,management,1778,no,no,cellular,nov,1,failure,yes
4382,blue-collar,338,yes,no,unknown,may,1,unknown,no
3469,technician,1262,yes,no,unknown,may,11,unknown,yes
1104,unemployed,1088,no,no,cellular,feb,1,unknown,yes
1384,admin.,0,no,no,cellular,jan,1,unknown,no
524,admin.,4041,no,no,cellular,apr,2,unknown,yes
6042,unemployed,582,yes,no,cellular,jun,2,unknown,yes
1233,services,241,yes,yes,unknown,jun,1,unknown,no
553,technician,477,yes,yes,cellular,may,1,failure,no
7143,blue-collar,790,yes,no,unknown,may,2,unknown,no
4380,management,792,no,no,cellular,aug,7,unknown,yes
599,management,1094,yes,no,cellular,sep,1,unknown,yes
2855,management,3401,no,no,cellular,nov,1,unknown,yes
2717,entrepreneur,104,yes,yes,cellular,nov,1,unknown,no
6216,blue-collar,467,yes,no,unknown,may,1,unknown,no
2986,blue-collar,1070,no,no,cellular,nov,4,unknown,no
1720,blue-collar,213,yes,no,cellular,jul,3,unknown,yes
1908,technician,2729,yes,no,cellular,nov,1,unknown,yes
1956,retired,0,yes,no,unknown,may,2,unknown,no
726,management,597,no,yes,cellular,jul,1,unknown,no
316,technician,21,yes,no,cellular,may,1,failure,no
3610,services,1018,no,no,unknown,jun,3,unknown,no
3895,services,11,yes,no,unknown,jun,4,unknown,no
3907,blue-collar,254,yes,no,cellular,nov,3,unknown,yes
5140,technician,208,no,no,cellular,aug,7,unknown,yes
2112,blue-collar,1568,yes,no,cellular,jun,1,other,yes
7056,technician,484,yes,no,cellular,aug,3,success,yes
764,management,644,yes,no,cellular,nov,1,success,yes
943,retired,523,no,no,cellular,aug,3,success,yes
3505,admin.,578,no,no,cellular,aug,2,unknown,no
730,retired,1821,no,no,cellular,aug,2,unknown,no
3048,management,1064,no,no,cellular,aug,2,unknown,no
4754,services,3107,no,no,unknown,jun,1,unknown,no
6974,blue-collar,399,no,no,cellular,jan,1,unknown,no
2798,self-employed,1516,yes,yes,unknown,may,1,unknown,no
7030,retired,9676,no,no,telephone,mar,2,unknown,yes
2882,management,2383,no,no,cellular,aug,2,success,yes
2488,management,222,yes,no,cellular,aug,4,unknown,no
3199,management,72,yes,yes,cellular,apr,5,failure,yes
3672,management,2183,yes,no,cellular,jul,1,unknown,no
116,management,267,no,no,cellular,apr,1,unknown,yes
4825,admin.,419,no,no,cellular,sep,2,unknown,no
7195,student,188,yes,no,cellular,may,1,success,yes
3820,blue-collar,-190,no,yes,cellular,jul,3,unknown,yes
2951,technician,197,no,yes,cellular,feb,2,other,no
6552,management,2383,no,no,cellular,jul,2,unknown,yes
1435,retired,2575,no,no,cellular,aug,1,unknown,no
2607,admin.,3,yes,no,cellular,jul,12,unknown,no
6754,blue-collar,604,yes,no,cellular,nov,2,unknown,no
6386,management,3287,no,no,cellular,apr,1,unknown,yes
6132,services,316,no,no,unknown,jun,5,unknown,no
3695,technician,491,no,no,cellular,jul,7,unknown,yes
5162,management,6014,yes,no,cellular,jul,6,unknown,no
2147,management,-383,yes,no,unknown,may,1,unknown,no
1844,entrepreneur,301,yes,no,cellular,feb,1,unknown,no
2370,blue-collar,-4,yes,yes,unknown,may,1,unknown,no
406,management,1624,no,no,cellular,aug,1,success,yes
4768,management,2383,no,no,cellular,aug,6,unknown,yes
6083,unemployed,1713,yes,no,unknown,may,2,unknown,yes
2857,management,490,no,no,cellular,aug,8,failure,yes
40,blue-collar,0,yes,no,cellular,may,1,unknown,no
7219,admin.,1504,yes,no,unknown,may,3,unknown,no
5910,blue-collar,4415,yes,no,unknown,jun,1,unknown,no
5295,admin.,132,no,no,cellular,mar,1,unknown,yes
7045,blue-collar,-58,yes,no,cellular,jul,2,unknown,no
6152,admin.,46,yes,no,unknown,may,2,unknown,no
5348,management,757,no,no,cellular,aug,4,unknown,no
4803,technician,2658,yes,no,cellular,aug,2,failure,yes
2167,retired,999,no,no,cellular,jul,6,unknown,no
2113,services,0,yes,no,cellular,may,1,unknown,no
4823,management,871,no,no,cellular,nov,1,unknown,no
3470,technician,1,yes,no,unknown,may,2,unknown,no
10,management,1170,no,no,cellular,aug,4,unknown,no
3635,services,84,yes,no,cellular,apr,2,unknown,yes
1064,services,517,no,no,cellular,dec,2,unknown,yes
6887,admin.,79,yes,no,cellular,aug,1,success,yes
4485,blue-collar,1103,yes,yes,cellular,feb,2,failure,no
3513,retired,3810,yes,no,cellular,nov,1,failure,yes
201,management,300,yes,no,cellular,nov,2,unknown,yes
1809,housemaid,187,no,no,unknown,jun,1,unknown,no
5618,blue-collar,10721,yes,no,unknown,jun,3,unknown,no
2791,blue-collar,0,yes,no,unknown,may,2,unknown,no
1574,technician,432,no,no,cellular,aug,8,unknown,no
2354,entrepreneur,4798,yes,no,unknown,may,2,unknown,no
4437,management,1968,no,no,cellular,nov,1,unknown,yes
6967,services,19,yes,no,cellular,jul,6,unknown,no
4961,management,-6,no,yes,cellular,aug,6,unknown,no
6010,admin.,154,yes,no,cellular,nov,2,unknown,no
6167,technician,341,no,no,cellular,aug,1,unknown,yes
4333,housemaid,-187,yes,no,telephone,jul,7,unknown,no
7280,blue-collar,536,yes,no,cellular,apr,3,unknown,yes
3807,entrepreneur,2436,no,yes,cellular,jul,3,unknown,yes
3749,management,0,no,no,cellular,aug,1,unknown,no
442,technician,473,no,yes,cellular,nov,1,failure,yes
5127,retired,316,no,no,cellular,jan,2,unknown,no
5207,management,-244,yes,no,unknown,may,1,unknown,no
5094,management,0,no,no,cellular,aug,2,unknown,yes
1976,self-employed,60,no,yes,unknown,jul,3,unknown,no
5879,retired,109,no,no,cellular,nov,2,unknown,yes
803,self-employed,2589,no,no,cellular,nov,1,unknown,yes
4623,blue-collar,1925,yes,no,cellular,apr,2,unknown,yes
2743,blue-collar,15341,no,no,unknown,may,3,unknown,no
3956,technician,1570,yes,no,cellular,mar,4,failure,yes
4813,services,168,yes,no,cellular,may,1,unknown,no
4325,self-employed,2084,yes,no,cellular,apr,2,failure,no
5679,technician,178,yes,no,unknown,jun,4,unknown,no
6795,services,450,no,no,unknown,jun,1,unknown,no
1176,retired,0,no,no,cellular,may,1,success,yes
458,self-employed,3290,no,no,cellular,jun,2,unknown,yes
2309,admin.,523,yes,yes,unknown,may,3,unknown,no
2028,retired,2540,no,no,telephone,sep,3,success,yes
3413,admin.,255,no,no,cellular,aug,2,success,yes
5285,housemaid,70,no,no,cellular,jun,1,unknown,yes
7016,services,0,yes,no,cellular,apr,1,failure,no
3228,management,297,yes,no,unknown,may,1,unknown,no
4481,technician,0,yes,no,cellular,may,2,failure,no
3143,technician,590,yes,no,unknown,may,3,unknown,no
1445,management,441,yes,no,cellular,may,2,other,no
6205,retired,3230,no,no,cellular,nov,1,unknown,no
1894,blue-collar,59,yes,yes,cellular,jul,4,unknown,no
2277,retired,800,no,no,cellular,feb,1,unknown,yes
6925,services,6374,yes,no,unknown,may,2,unknown,no
1960,housemaid,38,no,no,cellular,may,3,success,yes
645,management,49,no,yes,cellular,aug,1,unknown,no
5043,admin.,3608,yes,no,unknown,nov,1,unknown,yes
3198,retired,3782,no,no,cellular,mar,1,unknown,no
3187,management,2983,yes,no,cellular,jul,1,unknown,no
1691,entrepreneur,62,yes,no,unknown,may,5,unknown,yes
6699,entrepreneur,1110,yes,no,cellular,nov,2,failure,yes
2944,admin.,732,no,no,cellular,apr,4,unknown,yes
2482,admin.,200,no,no,cellular,sep,1,failure,yes
6788,services,4157,yes,no,unknown,may,1,unknown,no
2619,technician,-300,no,no,cellular,aug,9,unknown,no
4886,blue-collar,306,no,no,unknown,jun,8,unknown,no
7156,blue-collar,3728,yes,no,cellular,jul,2,unknown,yes
6987,management,1850,yes,no,cellular,may,1,unknown,no
3028,blue-collar,6004,yes,no,cellular,aug,6,unknown,no
6434,services,1239,yes,no,cellular,may,2,failure,no
1693,technician,1981,yes,no,cellular,jul,2,unknown,yes
4303,management,12,no,no,cellular,aug,10,unknown,no
4680,technician,13410,no,yes,cellular,aug,2,unknown,no
6570,student,253,no,no,cellular,may,2,unknown,yes
1836,entrepreneur,3317,no,no,cellular,nov,2,unknown,no
3666,services,371,no,no,unknown,may,1,unknown,no
2050,retired,3629,no,no,cellular,apr,1,unknown,yes
6027,technician,676,no,no,cellular,feb,2,unknown,yes
4613,management,40,no,no,cellular,nov,3,unknown,yes
3935,admin.,32,no,yes,unknown,jun,10,unknown,no
1818,management,9756,yes,no,cellular,jun,2,other,yes
208,blue-collar,594,yes,no,unknown,may,2,unknown,yes
3040,technician,98,no,no,cellular,jan,1,unknown,yes
2037,technician,86,no,no,unknown,aug,1,unknown,no
1147,management,1904,no,yes,cellular,nov,2,unknown,no
3841,housemaid,2196,no,no,cellular,aug,1,unknown,yes
1312,technician,2823,yes,no,cellular,feb,1,unknown,no
2183,services,307,yes,yes,unknown,may,7,unknown,no
4673,management,655,no,yes,cellular,feb,6,unknown,no
714,housemaid,3680,no,no,unknown,jun,1,unknown,no
1075,technician,605,yes,no,cellular,apr,2,unknown,no
2002,technician,2976,yes,no,cellular,nov,2,other,no
2515,technician,523,yes,no,cellular,jun,1,failure,yes
3205,management,1914,no,no,cellular,aug,4,unknown,no
1721,admin.,47,yes,no,cellular,may,5,unknown,yes
4965,admin.,0,yes,no,cellular,nov,2,unknown,no
4150,unemployed,4969,yes,no,cellular,may,1,unknown,no
4814,blue-collar,105,yes,no,unknown,may,2,unknown,no
5653,blue-collar,3558,no,no,cellular,aug,10,unknown,no
7208,technician,2767,yes,no,cellular,nov,2,unknown,no
6531,services,202,yes,no,cellular,nov,2,failure,yes
2606,management,230,no,no,unknown,may,4,unknown,no
865,admin.,-444,no,yes,cellular,jul,1,unknown,no
6654,services,1501,yes,no,cellular,jul,1,unknown,no
7369,management,3885,yes,no,cellular,jul,1,unknown,no
4775,management,7606,yes,no,unknown,may,1,unknown,yes
135,technician,425,yes,no,cellular,jan,2,failure,no
835,student,134,no,no,cellular,jul,1,other,no
2485,services,471,yes,no,unknown,may,2,unknown,no
3428,unemployed,67,no,no,cellular,jan,2,unknown,no
6600,blue-collar,2689,yes,no,cellular,apr,1,unknown,yes
71,services,1716,yes,no,cellular,apr,1,unknown,no
3172,blue-collar,113,no,no,cellular,aug,13,unknown,no
6608,admin.,659,yes,no,telephone,jul,11,unknown,yes
3181,services,-384,yes,no,cellular,jul,1,unknown,no
6445,retired,670,no,no,cellular,apr,5,unknown,yes
3383,technician,5122,yes,no,cellular,nov,1,failure,no
5715,student,67,no,no,cellular,aug,3,other,yes
6206,blue-collar,-1050,yes,no,unknown,jun,2,unknown,no
5862,management,2081,no,no,cellular,oct,3,unknown,yes
1724,management,1133,yes,no,cellular,aug,1,other,yes
905,blue-collar,0,yes,no,unknown,may,1,unknown,no
386,technician,808,yes,no,cellular,jan,1,unknown,yes
2895,technician,2266,no,no,cellular,may,1,success,no
4217,services,1076,no,no,cellular,nov,1,failure,yes
4211,technician,2565,yes,no,cellular,may,2,unknown,no
3463,blue-collar,105,yes,no,unknown,may,2,unknown,no
5206,services,1746,yes,no,cellular,apr,1,failure,no
5689,management,2974,yes,no,cellular,apr,1,failure,yes
7343,student,3300,no,no,cellular,nov,1,unknown,yes
609,admin.,660,no,no,cellular,aug,2,unknown,yes
2658,admin.,53,yes,no,cellular,may,1,unknown,yes
5086,admin.,169,no,no,cellular,aug,1,success,yes
5145,management,373,yes,no,unknown,may,1,unknown,no
1653,blue-collar,-66,yes,no,unknown,may,2,unknown,no
1638,technician,396,no,no,unknown,jun,2,unknown,yes
4377,housemaid,7296,yes,no,cellular,aug,6,unknown,no
17,management,242,no,no,cellular,aug,2,success,yes
7404,retired,1129,no,no,cellular,aug,1,unknown,yes
6362,retired,1853,no,no,telephone,aug,1,unknown,yes
3417,entrepreneur,350,yes,no,cellular,jul,2,unknown,no
5062,management,1989,no,no,unknown,jun,2,unknown,no
1951,services,81,no,no,cellular,apr,1,unknown,yes
4267,blue-collar,640,yes,no,cellular,may,1,success,yes
3733,retired,5715,no,no,cellular,nov,5,success,yes
1794,management,25,yes,yes,cellular,mar,2,unknown,yes
6847,student,2354,no,no,cellular,feb,7,unknown,yes
3412,management,4688,no,no,cellular,oct,1,unknown,yes
4287,admin.,285,no,no,cellular,feb,2,unknown,no
5398,management,212,no,no,cellular,mar,8,unknown,yes
5918,retired,730,yes,no,unknown,nov,2,unknown,no
6839,blue-collar,2276,no,no,unknown,jun,3,unknown,no
2098,admin.,664,yes,no,cellular,apr,1,unknown,no
4423,management,0,yes,no,cellular,sep,1,unknown,no
7031,technician,126,no,no,telephone,jun,2,unknown,yes
196,admin.,60,no,no,cellular,jan,2,unknown,no
3063,blue-collar,1397,no,no,cellular,nov,1,unknown,no
515,technician,-126,yes,yes,unknown,may,2,unknown,no
2970,services,530,yes,no,unknown,may,7,unknown,no
4170,student,8165,no,no,cellular,sep,1,unknown,yes
4608,blue-collar,0,yes,no,cellular,may,2,unknown,no
4756,admin.,2854,yes,no,unknown,jun,1,unknown,no
4101,blue-collar,1230,yes,no,cellular,apr,1,success,yes
2422,blue-collar,1405,no,yes,cellular,jul,2,unknown,yes
1725,student,123,no,no,telephone,feb,5,success,yes
5846,retired,701,no,no,cellular,aug,2,unknown,yes
5796,technician,-106,yes,no,unknown,may,1,unknown,no
2639,services,881,yes,no,unknown,may,5,unknown,no
1260,blue-collar,625,no,no,cellular,jul,1,unknown,no
3977,retired,5435,yes,no,unknown,may,1,unknown,no
5376,self-employed,102,yes,no,cellular,jul,1,unknown,yes
4540,blue-collar,30,yes,no,unknown,may,4,unknown,no
5296,management,9447,no,no,cellular,sep,1,other,no
6867,technician,7,no,yes,unknown,may,1,unknown,no
1735,blue-collar,452,yes,no,cellular,nov,2,unknown,no
1658,blue-collar,-454,yes,yes,unknown,may,2,unknown,no
6521,management,6771,no,no,cellular,mar,1,unknown,yes
1676,unemployed,3611,yes,no,cellular,feb,1,unknown,no
650,management,2763,yes,no,unknown,jun,2,unknown,yes
4455,technician,1846,no,no,cellular,feb,5,unknown,no
2914,management,533,no,no,cellular,aug,12,unknown,no
4039,self-employed,311,yes,no,unknown,may,2,unknown,no
5410,blue-collar,408,yes,yes,unknown,may,2,unknown,yes
4627,services,-22,yes,no,unknown,may,3,unknown,yes
2362,management,0,no,no,unknown,jun,6,unknown,yes
5239,blue-collar,492,no,yes,cellular,aug,2,unknown,no
2195,services,209,yes,no,cellular,jul,2,unknown,no
2352,blue-collar,312,yes,no,unknown,jun,2,unknown,no
3477,admin.,92,yes,no,cellular,may,2,failure,no
1646,blue-collar,76,no,yes,cellular,jul,4,unknown,no
6547,management,1566,yes,no,unknown,jun,1,unknown,no
6287,services,719,yes,no,cellular,may,3,failure,yes
2822,services,775,no,no,cellular,feb,3,success,yes
7230,technician,0,no,no,cellular,apr,2,unknown,yes
3557,management,5310,yes,no,cellular,may,2,success,yes
3279,management,219,no,no,cellular,aug,1,success,yes
1697,management,3713,no,no,cellular,nov,2,unknown,yes
964,technician,2,yes,yes,cellular,feb,1,failure,no
3421,technician,571,yes,yes,cellular,jul,3,unknown,no
3406,technician,1119,no,no,cellular,nov,2,unknown,no
1652,retired,1425,no,no,cellular,apr,1,unknown,yes
1808,admin.,363,yes,no,unknown,may,1,unknown,yes
7371,unemployed,216,no,no,cellular,jun,3,unknown,yes
4515,blue-collar,1670,no,no,unknown,jun,1,unknown,no
2524,blue-collar,29,yes,no,unknown,may,2,unknown,no
5097,blue-collar,638,yes,no,unknown,jun,2,unknown,yes
3299,retired,2326,no,yes,cellular,feb,1,success,yes
2679,blue-collar,1322,yes,no,cellular,nov,8,other,no
4588,management,165,no,yes,cellular,aug,2,unknown,yes
1479,retired,775,no,no,cellular,jul,2,success,yes
1494,technician,2362,yes,no,cellular,aug,4,unknown,no
5709,blue-collar,3986,yes,no,cellular,apr,2,unknown,no
6166,technician,3288,yes,no,cellular,nov,3,unknown,yes
680,technician,284,no,no,cellular,jun,1,unknown,yes
5392,blue-collar,2749,yes,no,cellular,apr,2,failure,yes
5923,retired,603,no,yes,unknown,jun,1,unknown,no
1600,management,849,yes,yes,unknown,may,2,unknown,yes
6506,management,5773,no,no,unknown,may,6,unknown,yes
7234,management,3343,no,no,cellular,nov,1,unknown,no
4657,admin.,221,yes,no,unknown,may,2,unknown,no
4305,admin.,162,yes,no,unknown,may,1,unknown,no
1530,admin.,198,yes,no,unknown,may,2,unknown,yes
5432,management,2263,no,no,cellular,jul,2,unknown,yes
5920,services,281,yes,no,unknown,may,1,unknown,yes
2574,admin.,136,no,no,cellular,jun,1,unknown,yes
6529,technician,191,no,no,cellular,aug,5,unknown,no
4746,technician,95,no,no,cellular,feb,3,unknown,no
4524,management,10378,yes,no,cellular,nov,3,unknown,no
6873,management,1308,no,no,cellular,aug,3,unknown,no
5435,technician,18,no,no,cellular,feb,3,unknown,no
1133,services,12,no,no,cellular,jun,1,failure,yes
6280,blue-collar,39,no,no,cellular,may,2,failure,no
1684,services,2805,no,yes,cellular,jul,2,unknown,no
5055,management,158,no,no,cellular,sep,2,failure,yes
3195,blue-collar,-184,yes,no,cellular,may,3,failure,yes
6721,services,1881,no,yes,unknown,jun,1,unknown,no
7122,services,304,yes,yes,unknown,may,1,unknown,no
3356,management,2845,yes,no,telephone,apr,5,unknown,yes
1404,blue-collar,14646,no,no,cellular,oct,1,unknown,yes
6181,technician,2102,yes,no,cellular,apr,1,failure,yes
5651,admin.,4196,no,no,telephone,jul,2,unknown,no
2622,self-employed,5215,no,no,cellular,jun,1,unknown,no
3854,retired,720,no,no,telephone,feb,4,unknown,yes
1558,blue-collar,104,yes,no,unknown,may,1,unknown,no
2908,self-employed,215,yes,no,cellular,jul,12,unknown,no
619,technician,719,yes,no,cellular,feb,1,failure,no
4371,blue-collar,5366,yes,no,unknown,may,3,unknown,no
2666,technician,10655,no,no,telephone,jul,3,unknown,no
4925,services,1279,yes,no,unknown,jun,5,unknown,no
5933,management,3578,no,no,cellular,jan,2,unknown,no
1385,management,291,no,no,cellular,aug,3,unknown,no
2558,technician,294,yes,no,cellular,jun,6,success,no
5809,management,1584,yes,no,cellular,sep,2,unknown,yes
82,retired,2060,no,no,cellular,jun,4,failure,no
153,admin.,0,no,no,cellular,jul,1,unknown,no
3911,technician,0,no,yes,cellular,aug,14,unknown,no
1444,technician,1313,no,no,cellular,aug,1,failure,no
858,management,170,no,no,cellular,jun,1,unknown,yes
1942,management,0,yes,no,cellular,jul,8,unknown,no
4215,blue-collar,704,yes,yes,telephone,jul,10,unknown,no
5841,blue-collar,974,yes,no,unknown,may,2,unknown,no
6030,management,366,no,no,cellular,jun,1,unknown,yes
7029,blue-collar,-191,yes,no,unknown,may,1,unknown,yes
762,blue-collar,361,yes,no,unknown,jun,2,unknown,yes
761,self-employed,396,no,no,cellular,aug,1,unknown,no
5838,services,637,yes,no,cellular,may,5,unknown,no
3972,technician,1762,no,no,cellular,apr,2,unknown,yes
2858,technician,586,no,yes,cellular,jul,3,unknown,no
1775,management,9103,no,yes,unknown,jun,2,unknown,yes
5385,technician,0,no,no,cellular,aug,2,unknown,no
1500,management,0,no,no,unknown,may,1,unknown,no
5343,services,3644,no,no,unknown,jun,2,unknown,no
7019,management,1945,no,no,unknown,may,1,unknown,no
920,management,322,no,no,cellular,aug,4,unknown,no
5662,technician,7863,no,no,cellular,aug,6,unknown,no
5477,technician,2036,yes,no,cellular,nov,2,unknown,no
1205,student,1522,no,no,cellular,oct,2,unknown,yes
3049,management,552,no,no,cellular,jul,8,unknown,no
4583,management,1134,yes,no,cellular,jul,3,unknown,yes
4191,management,676,no,no,cellular,aug,1,unknown,yes
1446,admin.,151,yes,no,cellular,may,1,other,yes
5047,admin.,2501,yes,no,unknown,may,2,unknown,no
1637,retired,451,no,no,cellular,mar,1,unknown,yes
1058,admin.,2780,no,no,cellular,nov,1,unknown,yes
6442,technician,3350,yes,no,cellular,apr,1,other,no
2782,admin.,191,yes,no,cellular,feb,3,unknown,no
3836,retired,695,no,no,cellular,apr,1,unknown,yes
4273,management,705,no,no,cellular,nov,2,unknown,no
1589,self-employed,251,no,no,cellular,jul,1,unknown,yes
3591,management,166,no,no,cellular,aug,6,unknown,no
1673,admin.,872,yes,no,telephone,may,6,other,no
5013,management,2374,yes,yes,cellular,jun,2,failure,yes
1125,blue-collar,186,no,no,cellular,feb,1,unknown,no
5853,blue-collar,1382,yes,no,cellular,aug,1,success,yes
5633,housemaid,1265,yes,no,unknown,jun,3,unknown,no
4116,self-employed,6,yes,no,cellular,oct,1,success,yes
1853,admin.,8785,yes,no,cellular,nov,2,unknown,no
4552,technician,4790,yes,no,cellular,jul,2,unknown,no
6448,admin.,71,no,no,unknown,may,5,unknown,no
5698,technician,455,yes,no,cellular,nov,1,unknown,yes
2814,technician,1855,yes,no,unknown,may,1,unknown,no
955,technician,402,yes,no,unknown,may,3,unknown,no
5712,management,92,no,no,cellular,mar,5,unknown,yes
215,management,2485,yes,no,cellular,nov,2,unknown,no
7000,management,0,no,no,cellular,aug,7,unknown,yes
6807,management,229,yes,no,unknown,may,1,unknown,no
306,retired,3049,no,no,cellular,mar,3,unknown,yes
4899,technician,1048,yes,yes,cellular,apr,2,unknown,no
2637,technician,18508,no,no,cellular,nov,4,unknown,yes
1919,management,151,yes,no,cellular,jul,1,unknown,no
6117,technician,137,no,no,cellular,aug,14,unknown,no
4780,technician,816,no,no,cellular,jun,2,unknown,no
250,blue-collar,0,yes,no,cellular,apr,1,unknown,no
2546,technician,175,no,no,cellular,aug,4,unknown,no
2758,unemployed,1047,no,no,cellular,feb,3,unknown,yes
1707,management,10583,no,no,cellular,sep,3,success,yes
2977,blue-collar,51,yes,no,unknown,may,2,unknown,no
685,management,123,yes,no,unknown,may,3,unknown,no
5868,admin.,1396,yes,no,cellular,jul,2,unknown,no
3342,technician,354,no,no,cellular,aug,3,unknown,yes
5818,management,607,yes,no,unknown,jun,5,unknown,yes
4467,admin.,145,yes,no,telephone,jul,13,unknown,yes
769,retired,8919,no,no,cellular,jan,1,unknown,no
6290,management,1235,yes,no,cellular,jul,3,unknown,no
3773,retired,152,yes,yes,cellular,jul,7,unknown,no
1059,admin.,1872,no,no,cellular,aug,2,failure,yes
4024,blue-collar,1426,yes,no,cellular,nov,1,unknown,no
5657,blue-collar,-112,yes,no,unknown,may,1,unknown,no
2957,retired,426,no,no,telephone,sep,2,success,yes
3722,admin.,897,no,no,cellular,jun,1,unknown,yes
6196,admin.,1575,yes,no,cellular,aug,11,unknown,yes
7096,blue-collar,-131,yes,no,cellular,may,1,failure,no
2825,admin.,451,yes,no,cellular,jul,1,unknown,yes
1993,management,858,no,no,cellular,oct,2,unknown,yes
6730,student,213,no,no,cellular,mar,1,unknown,yes
5822,technician,287,yes,no,cellular,jul,3,unknown,no
6001,admin.,710,yes,yes,unknown,jun,2,unknown,yes
7050,self-employed,2061,yes,yes,unknown,may,3,unknown,no
3674,blue-collar,316,yes,no,cellular,may,1,unknown,no
1803,admin.,370,yes,no,unknown,may,1,unknown,no
734,admin.,556,yes,yes,unknown,may,3,unknown,yes
6772,blue-collar,254,yes,no,cellular,apr,2,unknown,no
5720,admin.,388,yes,no,cellular,nov,2,unknown,no
2853,management,709,yes,no,cellular,nov,1,unknown,no
6653,management,0,yes,no,cellular,may,1,other,no
4180,technician,1279,yes,no,cellular,jul,2,other,yes
1068,management,238,no,no,cellular,sep,1,unknown,yes
3076,blue-collar,1402,no,no,cellular,nov,5,unknown,no
1153,blue-collar,0,no,no,cellular,oct,1,failure,yes
5708,admin.,930,yes,no,cellular,may,1,unknown,no
712,management,98,no,no,cellular,aug,2,unknown,no
698,technician,244,yes,no,cellular,aug,4,unknown,yes
909,services,129,yes,no,unknown,may,7,unknown,yes
131,technician,797,yes,no,unknown,may,1,unknown,no
5289,management,144,no,no,cellular,mar,1,failure,yes
5312,management,386,yes,no,unknown,may,1,unknown,no
829,management,0,no,no,cellular,aug,2,unknown,no
5672,management,595,yes,no,cellular,nov,1,unknown,no
809,management,1808,no,no,cellular,apr,1,unknown,yes
5574,technician,976,yes,no,cellular,jul,3,unknown,yes
4417,admin.,29,no,no,cellular,aug,1,unknown,yes
506,management,1514,yes,no,telephone,may,1,other,no
115,entrepreneur,1153,yes,yes,unknown,jun,6,unknown,no
4266,blue-collar,173,no,no,cellular,jul,7,unknown,yes
